occurrence_id,justification_id,model,game_id,run_label,run_number,decoding_group,marker,category,matched_text,start,end,component_variant,gap_tokens,sentence,match_type,sentence_id,sentence_text,char_spans,alignment_status,discopy_occurrence_id,discopy_surface,discopy_raw_sense,discopy_top_level,discopy_confidence,category_changed,is_coverage_evidence,is_classification_evidence,sent_start,sent_end,triage
3308,580,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game9,greedy_t0,0,Greedy,with,Contingency,with,46,50,,0,,contiguous,1,"The discussion is highly confusing and filled with conflicting claims regarding roles, particularly the Villager and Werewolf identities.",46-50,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,46,50,NON_CONNECTIVE_LIKELY
3309,580,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game9,greedy_t0,0,Greedy,particularly,Expansion,particularly,87,99,,0,,contiguous,1,"The discussion is highly confusing and filled with conflicting claims regarding roles, particularly the Villager and Werewolf identities.",87-99,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,87,99,NON_CONNECTIVE_LIKELY
3314,580,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game9,greedy_t0,0,Greedy,with,Contingency,with,250,254,,0,,contiguous,2,"Chris is repeatedly accused of being a Werewolf or lying about his role, and he is also mentioned in connection with the Hunter role.",250-254,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,112,116,NON_CONNECTIVE_LIKELY
3324,581,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game10,greedy_t0,0,Greedy,given,Contingency,given,415,420,,0,,contiguous,3,"Since Team Village wins if no Werewolves are present and no one dies, and given the high level of ambiguity, the safest strategic move is to assume no Werewolf is present.",415-420,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,74,79,CLAUSE_INITIAL_PLAUSIBLE
3347,586,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game9,greedy_t0,0,Greedy,with,Contingency,with,115,119,,0,,contiguous,1,"The discussion strongly suggests that Zack is the Werewolf due to Jacob's deduction that the Robber switched cards with Zack, and Zack's subsequent attempt to cover up.",115-119,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,115,119,NON_CONNECTIVE_LIKELY
3352,587,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game10,greedy_t0,0,Greedy,with,Contingency,with,241,245,,0,,contiguous,2,"Tyler is actively trying to deflect suspicion onto Margaret by suggesting she is a Werewolf, which aligns with the Werewolf goal of diverting attention.",241-245,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,106,110,NON_CONNECTIVE_LIKELY
3353,587,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game10,greedy_t0,0,Greedy,given,Contingency,Given,288,293,,0,,contiguous,3,"Given the high level of deception and the complexity of the role swaps, Tyler is the most likely candidate to be a Werewolf attempting to manipulate the voting process.",288-293,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
3355,588,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game6,greedy_t0,0,Greedy,with,Contingency,with,60,64,,0,,contiguous,1,"The discussion centers heavily on identifying the Werewolf, with Margaret and Tyler strongly suspecting Clint.",60-64,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,60,64,UNCLEAR
3358,588,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game6,greedy_t0,0,Greedy,given that,Contingency,Given that,209,219,,0,,contiguous,3,"Given that the game rules state Team Village wins by eliminating a Werewolf, and the conversation points toward Clint being the primary target of suspicion, voting for him is the most logical move to attempt to eliminate a Werewolf.",209-219,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,10,CLAUSE_INITIAL_PLAUSIBLE
3366,589,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game7,greedy_t0,0,Greedy,despite,Comparison,despite,381,388,,0,,contiguous,3,"Since Team Village needs to eliminate a Werewolf to win, voting for Erin is the best strategic move based on the current consensus, despite the lack of definitive proof.",381-388,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,132,139,UNCLEAR
3371,590,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game8,greedy_t0,0,Greedy,given,Contingency,Given,246,251,,0,,contiguous,3,"Given the context of the game and the accumulated suspicion, targeting Erin is the best strategy to eliminate a potential Werewolf and secure a win for Team Village.",246-251,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
3380,592,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,greedy_t0,0,Greedy,with,Contingency,with,105,109,,0,,contiguous,1,"The discussion transcript is highly ambiguous regarding the actual roles and the presence of Werewolves, with players debating whether one or two Werewolves are present.",105-109,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,105,109,UNCLEAR
3408,596,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game5,greedy_t0,0,Greedy,particularly,Expansion,particularly,63,75,,0,,contiguous,1,"The discussion centers heavily on role swapping and deception, particularly involving Jacob and Sean.",63-75,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,63,75,NON_CONNECTIVE_LIKELY
3432,601,Gemma 4 2B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game5,greedy_t0,0,Greedy,with,Contingency,with,68,72,,0,,contiguous,1,"The discussion revolves heavily around role swapping and deception, with Daniel being explicitly called out by Kaelan as being 'very good at convincing people of things' and potentially being the Doppelganger.",68-72,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,68,72,UNCLEAR
3454,604,Gemma 4 2B,Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game11,greedy_t0,0,Greedy,with,Contingency,with,84,88,,0,,contiguous,1,"The discussion primarily revolves around identifying the Tanner and Villager roles, with players speculating about deception and double plays.",84-88,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,84,88,UNCLEAR
3477,607,Gemma 4 2B,Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game8,greedy_t0,0,Greedy,without,Contingency,without,414,421,,0,,contiguous,3,"Since the voting resulted in a tie, it is highly probable that the Werewolf is in the center, fulfilling the condition for Team Village to win without eliminating anyone.",414-421,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,143,150,NON_CONNECTIVE_LIKELY
3484,609,Gemma 4 2B,Ego4D / 64076f60-f3fc-4ee6-93e1-3489d8ec7b12 / Game3,greedy_t0,0,Greedy,with,Contingency,with,81,85,,0,,contiguous,1,"Jack repeatedly claimed to have been the Werewolf and later confirmed he started with that role, despite the confusion caused by multiple card swaps during the game.",81-85,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,81,85,NON_CONNECTIVE_LIKELY
3485,609,Gemma 4 2B,Ego4D / 64076f60-f3fc-4ee6-93e1-3489d8ec7b12 / Game3,greedy_t0,0,Greedy,despite,Comparison,despite,97,104,,0,,contiguous,1,"Jack repeatedly claimed to have been the Werewolf and later confirmed he started with that role, despite the confusion caused by multiple card swaps during the game.",97-104,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,97,104,UNCLEAR
3490,610,Gemma 4 2B,Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game1,greedy_t0,0,Greedy,with,Contingency,with,77,81,,0,,contiguous,1,"James explicitly stated he was a Werewolf and suggested that Elliot switched with him, making Elliot the Werewolf.",77-81,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,77,81,NON_CONNECTIVE_LIKELY
3505,613,Gemma 4 2B,Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game1,greedy_t0,0,Greedy,with,Contingency,with,55,59,,0,,contiguous,1,"The discussion heavily focuses on Mitchell's identity, with Paul expressing suspicion that Mitchell is playing too safe and suggesting he might be the Insomniac, which Paul views as a 'sweet story.'",55-59,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,55,59,CLAUSE_INITIAL_PLAUSIBLE
3513,614,Gemma 4 2B,Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game2,greedy_t0,0,Greedy,eventually,Temporal,eventually,101,111,,0,,contiguous,2,"Justin eventually deduces that Mitchell is currently the Werewolf, stating this because of a switch involving Paul.",101-111,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,7,17,NON_CONNECTIVE_LIKELY
3515,614,Gemma 4 2B,Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game2,greedy_t0,0,Greedy,given,Contingency,Given,296,301,,0,,contiguous,4,"Given the collective focus and the final deduction made by Justin, Mitchell is the most likely candidate to be eliminated to ensure Team Village wins.",296-301,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
3517,615,Gemma 4 2B,Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game3,greedy_t0,0,Greedy,particularly,Expansion,particularly,66,78,,0,,contiguous,1,"The discussion indicates significant suspicion among the players, particularly Mitchell who questions Justin's role and suggests there might be two werewolves present.",66-78,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,66,78,NON_CONNECTIVE_LIKELY
3520,615,Gemma 4 2B,Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game3,greedy_t0,0,Greedy,given,Contingency,Given,297,302,,0,,contiguous,3,"Given the high level of distrust and the explicit suggestion that Werewolves are active, Mitchell is a strong candidate for elimination to secure a win for Team Village.",297-302,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
3538,619,Gemma 4 2B,Youtube / One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF / Game3,greedy_t0,0,Greedy,particularly,Expansion,particularly,68,80,,0,,contiguous,1,"The discussion centers around role swapping and identity confusion, particularly involving Justin and Tyler.",68-80,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,68,80,NON_CONNECTIVE_LIKELY
3545,620,Gemma 4 2B,Youtube / One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF / Game7,greedy_t0,0,Greedy,with,Contingency,with,57,61,,0,,contiguous,1,"The discussion transcript is highly confusing and filled with accusations and role swaps, making it impossible to definitively identify the Werewolf.",57-61,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,57,61,NON_CONNECTIVE_LIKELY
3579,627,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game6,greedy_t0,0,Greedy,with,Contingency,with,52,56,,0,,contiguous,1,"The discussion centers on identifying the Werewolf, with Alvin and Mitchell both pointing suspicion toward Justin.",52-56,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,52,56,UNCLEAR
3582,627,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game6,greedy_t0,0,Greedy,given that,Contingency,Given that,264,274,,0,,contiguous,3,"Given that Team Village wins by eliminating a Werewolf, voting Justin is the most direct way to pursue the win condition based on the current suspicions.",264-274,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,10,CLAUSE_INITIAL_PLAUSIBLE
3598,630,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game9,greedy_t0,0,Greedy,with,Contingency,with,188,192,,0,,contiguous,2,"Although Justin also claimed to see a Werewolf, Mitchell's self-identification, coupled with the intense suspicion directed at Justin, makes him the primary target.",188-192,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,88,92,NON_CONNECTIVE_LIKELY
3610,632,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game2,greedy_t0,0,Greedy,given,Contingency,given,367,372,,0,,contiguous,3,"Since Team Village wins if no Werewolves are present and no one dies, and given the lack of clear Werewolf activity, it is safest to assume no Werewolf is currently active.",367-372,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,74,79,CLAUSE_INITIAL_PLAUSIBLE
3612,633,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game3,greedy_t0,0,Greedy,with,Contingency,with,80,84,,0,,contiguous,1,"The transcript indicates that Mitchell, who started as a Robber, switched cards with Caitlynn, who was a Villager.",80-84,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,80,84,NON_CONNECTIVE_LIKELY
3619,634,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game4,greedy_t0,0,Greedy,with,Contingency,with,140,144,,0,,contiguous,2,"Furthermore, Mike admitted to switching cards with other players, which is consistent with a role designed to mislead others.",140-144,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,46,50,NON_CONNECTIVE_LIKELY
3620,634,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game4,greedy_t0,0,Greedy,with,Contingency,with,180,184,,0,,contiguous,2,"Furthermore, Mike admitted to switching cards with other players, which is consistent with a role designed to mislead others.",180-184,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,46,50,NON_CONNECTIVE_LIKELY
3621,634,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game4,greedy_t0,0,Greedy,given,Contingency,Given,220,225,,0,,contiguous,3,"Given the direct accusation and the actions described, Mike is the most likely candidate for elimination to ensure Team Village eliminates a Werewolf.",220-225,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
3639,638,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game8,greedy_t0,0,Greedy,with,Contingency,with,46,50,,0,,contiguous,1,"The discussion is highly confusing and filled with accusations, making it difficult to definitively identify the Werewolf.",46-50,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,46,50,NON_CONNECTIVE_LIKELY
3645,639,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game2,greedy_t0,0,Greedy,with,Contingency,with,108,112,,0,,contiguous,1,"The discussion centers heavily on conflicting claims regarding who is the Villager and who is the Werewolf, with Mike being repeatedly accused by Justin and James.",108-112,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,108,112,UNCLEAR
3648,639,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game2,greedy_t0,0,Greedy,with,Contingency,with,271,275,,0,,contiguous,2,"Although the transcript is confusing due to potential role swaps, Mike is the primary target of suspicion, with Justin explicitly stating, 'I think Mike might be a werewolf.'",271-275,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,107,111,CLAUSE_INITIAL_PLAUSIBLE
3651,640,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game3,greedy_t0,0,Greedy,with,Contingency,with,152,156,,0,,contiguous,2,"Mike claims he was the Robber and swapped cards with Mitchell, and Mitchell claims he saw two werewolves.",152-156,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,48,52,NON_CONNECTIVE_LIKELY
3653,640,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game3,greedy_t0,0,Greedy,given,Contingency,Given,210,215,,0,,contiguous,3,"Given the uncertainty and the potential for role swaps, it is difficult to definitively identify a Werewolf.",210-215,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
3695,646,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game10,greedy_t0,0,Greedy,with,Contingency,with,78,82,,0,,contiguous,1,"The discussion heavily focuses on role swapping and identifying who is lying, with Mike and James specifically suggesting Mitchell might be the Werewolf.",78-82,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,78,82,UNCLEAR
3700,646,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game10,greedy_t0,0,Greedy,given,Contingency,Given,269,274,,0,,contiguous,3,"Given the lack of concrete evidence, voting Mitchell is the most strategic move to eliminate a potential Werewolf.",269-274,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
3724,651,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game6,greedy_t0,0,Greedy,given,Contingency,Given,268,273,,0,,contiguous,3,"Given the high level of uncertainty and Mitchell's aggressive questioning, he is the primary target for elimination to maximize the chances of eliminating a Werewolf.",268-273,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
3736,652,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game7,greedy_t0,0,Greedy,given,Contingency,given,350,355,,0,,contiguous,3,"Since Team Village wins if no Werewolf is present and no one dies, and given the uncertainty, the safest strategy is to assume no Werewolf is present, which guarantees a Team Village victory.",350-355,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,71,76,CLAUSE_INITIAL_PLAUSIBLE
3742,654,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game1,greedy_t0,0,Greedy,with,Contingency,with,55,59,,0,,contiguous,1,"The discussion centers heavily on Mitchell's identity, with him claiming to be the Seer or a Werewolf and then actively trying to assure others he is safe.",55-59,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,55,59,UNCLEAR
3770,658,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game5,greedy_t0,0,Greedy,with,Contingency,with,97,101,,0,,contiguous,2,"Justin himself admits to starting with the Werewolf role, and other players, including Paul, conclude that Justin is the Werewolf.",97-101,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,34,38,NON_CONNECTIVE_LIKELY
3787,661,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game8,greedy_t0,0,Greedy,with,Contingency,with,78,82,,0,,contiguous,1,"The discussion revolves entirely around role swapping and mutual accusations, with players claiming different roles (Seer, Robber, Insomniac, Tanner) and speculating about who might be the Werewolf.",78-82,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,78,82,CLAUSE_INITIAL_PLAUSIBLE
3792,662,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,greedy_t0,0,Greedy,with,Contingency,with,46,50,,0,,contiguous,1,"The transcript is highly confusing and filled with conflicting claims regarding roles, making definitive identification of the Werewolf impossible.",46-50,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,46,50,NON_CONNECTIVE_LIKELY
3798,662,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,greedy_t0,0,Greedy,despite,Comparison,despite,385,392,,0,,contiguous,3,"Since Team Village needs to eliminate a Werewolf to win, voting for a player who claims the Werewolf role is the most direct strategy, despite the lack of concrete evidence.",385-392,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,135,142,UNCLEAR
3801,663,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game2,greedy_t0,0,Greedy,given,Contingency,Given,187,192,,0,,contiguous,3,"Given the objective is to eliminate a Werewolf to secure a Team Village win, targeting the player most directly accused of being a Werewolf is the most strategic move.",187-192,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
3802,664,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016 / Game2,greedy_t0,0,Greedy,particularly,Expansion,particularly,65,77,,0,,contiguous,1,"The discussion centers heavily on conflicting role swap stories, particularly involving Justin, Mitchell, and Mike.",65-77,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,65,77,NON_CONNECTIVE_LIKELY
3811,665,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough / Game1,greedy_t0,0,Greedy,with,Contingency,with,54,58,,0,,contiguous,1,"The discussion transcript is highly confusing, filled with role swaps, contradictory claims about who is a Villager, and mutual accusations.",54-58,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,54,58,NON_CONNECTIVE_LIKELY
3815,665,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough / Game1,greedy_t0,0,Greedy,given,Contingency,Given,314,319,,0,,contiguous,4,"Given the lack of concrete proof, I cannot confidently identify a Werewolf.",314-319,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
3831,669,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game3,greedy_t0,0,Greedy,with,Contingency,with,147,151,,0,,contiguous,2,"While the transcript is filled with role swaps and conflicting stories, his direct admission carries significant weight in the context of the game.",147-151,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,31,35,NON_CONNECTIVE_LIKELY
3835,669,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game3,greedy_t0,0,Greedy,given,Contingency,Given,378,383,,0,,contiguous,4,"Given the high level of uncertainty regarding the actual roles, targeting the player claiming the Werewolf role is the most strategic move.",378-383,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
3836,670,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017 / Game1,greedy_t0,0,Greedy,with,Contingency,with,38,42,,0,,contiguous,1,"The discussion is highly contentious, with players accusing each other of being Werewolves or other roles like the Tanner or Troublemaker.",38-42,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,38,42,UNCLEAR
3839,670,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017 / Game1,greedy_t0,0,Greedy,given,Contingency,Given,252,257,,0,,contiguous,3,"Given the goal is to eliminate a Werewolf, voting out the player who is directly targeted by another player's suspicion is the most logical move to maximize the chances of Team Village winning.",252-257,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
3841,671,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017 / Game2,greedy_t0,0,Greedy,with,Contingency,with,44,48,,0,,contiguous,1,"The discussion is highly chaotic and filled with accusations and role confusion, making it difficult to definitively identify the Werewolf.",44-48,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,44,48,NON_CONNECTIVE_LIKELY
3844,671,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017 / Game2,greedy_t0,0,Greedy,given,Contingency,Given,269,274,,0,,contiguous,3,"Given the need to eliminate a Werewolf to secure a win for Team Village, targeting the player who claims the role is the most logical move to attempt to secure the win condition.",269-274,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
3848,672,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#18##September#30th#2017 / Game1,greedy_t0,0,Greedy,with,Contingency,with,127,131,,0,,contiguous,2,"While the transcript is filled with role swaps and conflicting claims, Mitchell's repeated accusations and subsequent votes point toward Paul being the threat.",127-131,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,31,35,NON_CONNECTIVE_LIKELY
3858,673,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#2#The#Drunk / Game1,greedy_t0,0,Greedy,given,Contingency,Given,216,221,,0,,contiguous,3,"Given the high level of uncertainty and the fact that the game rules state Team Village wins if they eliminate a Werewolf, and Team Werewolf wins if they survive, a vote targeting the most aggressive or suspicious player is often a strategy.",216-221,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
3876,675,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018 / Game3,greedy_t0,0,Greedy,given,Contingency,Given,204,209,,0,,contiguous,3,"Given the objective is to eliminate a Werewolf to secure a Team Village win, Meghan is the most strongly indicated player.",204-209,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
3892,678,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018 / Game3,greedy_t0,0,Greedy,given,Contingency,Given,312,317,,0,,contiguous,3,"Given the goal is to eliminate a Werewolf, Justin is the primary target based on the available discussion.",312-317,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
3904,681,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#30##February#17th#2018 / Game4,greedy_t0,0,Greedy,particularly,Expansion,particularly,53,65,,0,,contiguous,1,"The discussion heavily focuses on identifying roles, particularly the Tanner and the Troublemaker, and accusing players of lying or switching roles.",53-65,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,53,65,NON_CONNECTIVE_LIKELY
