occurrence_id,justification_id,model,game_id,run_label,run_number,decoding_group,marker,category,matched_text,start,end,component_variant,gap_tokens,sentence,match_type,sentence_id,sentence_text,char_spans
1944,339,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game5,run_2,2,Stochastic,and,Expansion,and,56,59,,0,,contiguous,1,"The transcript is highly confusing due to role swapping and aggressive accusations, making definitive identification impossible.",56-59
1945,339,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game5,run_2,2,Stochastic,however,Comparison,However,129,136,,0,,contiguous,2,"However, Justin explicitly states he believes James is still a werewolf and intends to vote for him, suggesting James is the primary target for elimination.",129-136
1946,339,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game5,run_2,2,Stochastic,still,Comparison,still,184,189,,0,,contiguous,2,"However, Justin explicitly states he believes James is still a werewolf and intends to vote for him, suggesting James is the primary target for elimination.",184-189
1947,339,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game5,run_2,2,Stochastic,and,Expansion,and,201,204,,0,,contiguous,2,"However, Justin explicitly states he believes James is still a werewolf and intends to vote for him, suggesting James is the primary target for elimination.",201-204
1948,339,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game5,run_2,2,Stochastic,for,Contingency,for,221,224,,0,,contiguous,2,"However, Justin explicitly states he believes James is still a werewolf and intends to vote for him, suggesting James is the primary target for elimination.",221-224
1949,339,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game5,run_2,2,Stochastic,for,Contingency,for,269,272,,0,,contiguous,2,"However, Justin explicitly states he believes James is still a werewolf and intends to vote for him, suggesting James is the primary target for elimination.",269-272
1950,339,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game5,run_2,2,Stochastic,since,Contingency,Since,286,291,,0,,contiguous,3,"Since Team Village wins by eliminating a Werewolf, targeting the player who is actively suspected by another player maximizes the chances of achieving the win condition.",286-291
1951,340,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game1,run_2,2,Stochastic,and,Expansion,and,53,56,,0,,contiguous,1,The discussion heavily revolves around role swapping and identifying the Werewolf.,53-56
1952,340,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game1,run_2,2,Stochastic,but,Comparison,but,129,132,,0,,contiguous,2,"Mitchell initially claims to be the Werewolf, but Alana ultimately concludes that she is the Werewolf based on the sequence of events and role swaps discussed.",129-132
1953,340,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game1,run_2,2,Stochastic,ultimately,Temporal,ultimately,139,149,,0,,contiguous,2,"Mitchell initially claims to be the Werewolf, but Alana ultimately concludes that she is the Werewolf based on the sequence of events and role swaps discussed.",139-149
1954,340,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game1,run_2,2,Stochastic,and,Expansion,and,217,220,,0,,contiguous,2,"Mitchell initially claims to be the Werewolf, but Alana ultimately concludes that she is the Werewolf based on the sequence of events and role swaps discussed.",217-220
1955,340,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game1,run_2,2,Stochastic,since,Contingency,Since,243,248,,0,,contiguous,3,"Since Team Village wins by eliminating a Werewolf, voting out Alana is the optimal strategy to achieve this goal.",243-248
1956,340,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game1,run_2,2,Stochastic,and,Expansion,and,411,414,,0,,contiguous,4,This maximizes the chance of eliminating the Werewolf and securing a Team Village victory.,411-414
1957,341,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game2,run_2,2,Stochastic,while,Comparison,While,127,132,,0,,contiguous,2,"While the transcript is highly confusing due to role swaps and conflicting claims about the Tanner role, Mitchell's final stated action points toward the necessary objective for Team Village to win.",127-132
1958,341,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game2,run_2,2,Stochastic,and,Expansion,and,186,189,,0,,contiguous,2,"While the transcript is highly confusing due to role swaps and conflicting claims about the Tanner role, Mitchell's final stated action points toward the necessary objective for Team Village to win.",186-189
1959,341,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game2,run_2,2,Stochastic,for,Contingency,for,301,304,,0,,contiguous,2,"While the transcript is highly confusing due to role swaps and conflicting claims about the Tanner role, Mitchell's final stated action points toward the necessary objective for Team Village to win.",301-304
1960,341,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game2,run_2,2,Stochastic,given,Contingency,Given,326,331,,0,,contiguous,3,"Given the uncertainty, targeting the player who is actively pursuing the Werewolf hypothesis is the most logical choice.",326-331
1961,342,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game3,run_2,2,Stochastic,and,Expansion,and,54,57,,0,,contiguous,1,"The discussion revolves around a series of role swaps and accusations, culminating in Mike strongly accusing Mitchell of being the Werewolf.",54-57
1962,342,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game3,run_2,2,Stochastic,although,Comparison,Although,141,149,,0,,contiguous,2,"Although Mitchell denies it and insists he was the Tanner, the collective sentiment and direct accusations suggest Mitchell is the target.",141-149
1963,342,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game3,run_2,2,Stochastic,and,Expansion,and,169,172,,0,,contiguous,2,"Although Mitchell denies it and insists he was the Tanner, the collective sentiment and direct accusations suggest Mitchell is the target.",169-172
1964,342,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game3,run_2,2,Stochastic,and,Expansion,and,225,228,,0,,contiguous,2,"Although Mitchell denies it and insists he was the Tanner, the collective sentiment and direct accusations suggest Mitchell is the target.",225-228
1965,342,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game3,run_2,2,Stochastic,since,Contingency,Since,280,285,,0,,contiguous,3,"Since Team Village wins by eliminating a Werewolf, voting for Mitchell maximizes the chance of success.",280-285
1966,342,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game3,run_2,2,Stochastic,for,Contingency,for,338,341,,0,,contiguous,3,"Since Team Village wins by eliminating a Werewolf, voting for Mitchell maximizes the chance of success.",338-341
1967,342,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game3,run_2,2,Stochastic,if,Contingency,If,384,386,,0,,contiguous,4,"If Mitchell is indeed the Werewolf, this vote secures Team Village's victory.",384-386
1968,342,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game3,run_2,2,Stochastic,indeed,Expansion,indeed,399,405,,0,,contiguous,4,"If Mitchell is indeed the Werewolf, this vote secures Team Village's victory.",399-405
1969,343,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game4,run_2,2,Stochastic,as,Temporal,as,94,96,,0,,contiguous,1,"The discussion transcript heavily focuses suspicion on Mitchell, who is repeatedly identified as the potential Werewolf by other players.",94-96
1970,343,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game4,run_2,2,Stochastic,and,Expansion,and,206,209,,0,,contiguous,2,"Alana explicitly states that they 'just have to kill one werewolf,' and Mitchell is the primary target of the collective suspicion.",206-209
1971,343,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game4,run_2,2,Stochastic,given,Contingency,Given,270,275,,0,,contiguous,3,"Given the goal is to eliminate a Werewolf to win, Mitchell is the most logical choice to vote out to maximize the chances of Team Village winning.",270-275
1972,344,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016 / Game1,run_2,2,Stochastic,and,Expansion,and,46,49,,0,,contiguous,1,"Mitchell explicitly claims to be the Werewolf and expresses being in 'big trouble' as such, which is a strong indicator of guilt.",46-49
1973,344,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016 / Game1,run_2,2,Stochastic,as,Temporal,as,83,85,,0,,contiguous,1,"Mitchell explicitly claims to be the Werewolf and expresses being in 'big trouble' as such, which is a strong indicator of guilt.",83-85
1974,344,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016 / Game1,run_2,2,Stochastic,while,Comparison,While,130,135,,0,,contiguous,2,"While other players are confused about roles and swaps, Mitchell's direct assertion of the Werewolf role makes him the prime target for elimination.",130-135
1975,344,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016 / Game1,run_2,2,Stochastic,and,Expansion,and,175,178,,0,,contiguous,2,"While other players are confused about roles and swaps, Mitchell's direct assertion of the Werewolf role makes him the prime target for elimination.",175-178
1976,344,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016 / Game1,run_2,2,Stochastic,for,Contingency,for,262,265,,0,,contiguous,2,"While other players are confused about roles and swaps, Mitchell's direct assertion of the Werewolf role makes him the prime target for elimination.",262-265
1977,344,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016 / Game1,run_2,2,Stochastic,for,Contingency,for,318,321,,0,,contiguous,3,Eliminating him is the most direct way for Team Village to achieve their winning condition.,318-321
1978,345,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016 / Game4,run_2,2,Stochastic,and,Expansion,and,78,81,,0,,contiguous,1,"The discussion indicates that Mike strongly suspected Alana was the Werewolf, and the Werewolf action occurs early in the Night phase.",78-81
1979,345,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016 / Game4,run_2,2,Stochastic,although,Comparison,Although,135,143,,0,,contiguous,2,"Although multiple players were identified as Tanners, Mike's accusation places the Werewolf role on Alana, and Mike himself is the player making the accusation.",135-143
1980,345,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016 / Game4,run_2,2,Stochastic,as,Temporal,as,177,179,,0,,contiguous,2,"Although multiple players were identified as Tanners, Mike's accusation places the Werewolf role on Alana, and Mike himself is the player making the accusation.",177-179
1981,345,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016 / Game4,run_2,2,Stochastic,and,Expansion,and,242,245,,0,,contiguous,2,"Although multiple players were identified as Tanners, Mike's accusation places the Werewolf role on Alana, and Mike himself is the player making the accusation.",242-245
1982,345,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016 / Game4,run_2,2,Stochastic,for,Contingency,for,356,359,,0,,contiguous,3,"To maximize the chance of Team Village winning, I will vote for Mike, as he is the player who actively suggested the Werewolf identity.",356-359
1983,345,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016 / Game4,run_2,2,Stochastic,as,Temporal,as,366,368,,0,,contiguous,3,"To maximize the chance of Team Village winning, I will vote for Mike, as he is the player who actively suggested the Werewolf identity.",366-368
1984,346,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019 / Game2,run_2,2,Stochastic,for,Contingency,for,97,100,,0,,contiguous,1,"Mike is the only player who explicitly claims to be the Werewolf, making him the primary suspect for elimination.",97-100
1985,346,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019 / Game2,run_2,2,Stochastic,although,Comparison,Although,114,122,,0,,contiguous,2,"Although there is significant discussion suggesting that Mike may have been switched with another player, the immediate goal is to eliminate a Werewolf to secure a Team Village win.",114-122
1986,346,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019 / Game2,run_2,2,Stochastic,with,Contingency,with,199,203,,0,,contiguous,2,"Although there is significant discussion suggesting that Mike may have been switched with another player, the immediate goal is to eliminate a Werewolf to secure a Team Village win.",199-203
1987,346,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019 / Game2,run_2,2,Stochastic,since,Contingency,Since,296,301,,0,,contiguous,3,"Since Mike is the only current Werewolf claimant, he is the logical target based on the available information.",296-301
1988,347,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019 / Game3,run_2,2,Stochastic,for,Contingency,for,108,111,,0,,contiguous,1,"Mike explicitly claims to be a regular werewolf during the discussion phase, making him the primary suspect for the Werewolf role.",108-111
1989,347,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019 / Game3,run_2,2,Stochastic,since,Contingency,Since,131,136,,0,,contiguous,2,"Since Team Village needs to eliminate a Werewolf to win, voting for Mike is the most direct strategy to achieve this objective.",131-136
1990,347,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019 / Game3,run_2,2,Stochastic,for,Contingency,for,195,198,,0,,contiguous,2,"Since Team Village needs to eliminate a Werewolf to win, voting for Mike is the most direct strategy to achieve this objective.",195-198
1991,347,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019 / Game3,run_2,2,Stochastic,although,Comparison,Although,259,267,,0,,contiguous,3,"Although the transcript is highly confusing due to role swaps and misdirection, Mike's self-identification provides the strongest actionable clue.",259-267
1992,347,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019 / Game3,run_2,2,Stochastic,and,Expansion,and,321,324,,0,,contiguous,3,"Although the transcript is highly confusing due to role swaps and misdirection, Mike's self-identification provides the strongest actionable clue.",321-324
1993,348,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game1,run_2,2,Stochastic,while,Comparison,while,124,129,,0,,contiguous,2,"Mike claims he saw a Werewolf, while Justin claims he did not, leading to uncertainty.",124-129
1994,348,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game1,run_2,2,Stochastic,however,Comparison,However,180,187,,0,,contiguous,3,"However, the consensus leans towards the idea that the situation is confusing and potentially involves the Tanner trying to manipulate votes.",180-187
1995,348,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game1,run_2,2,Stochastic,and,Expansion,and,258,261,,0,,contiguous,3,"However, the consensus leans towards the idea that the situation is confusing and potentially involves the Tanner trying to manipulate votes.",258-261
1996,348,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game1,run_2,2,Stochastic,since,Contingency,Since,322,327,,0,,contiguous,4,"Since there is no conclusive evidence pointing to a Werewolf, and given the high level of distrust and confusion, it is safer to assume no Werewolf is present, which satisfies the condition for Team Village to win if all Werewolf cards are in the center.",322-327
1997,348,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game1,run_2,2,Stochastic,and,Expansion,and,384,387,,0,,contiguous,4,"Since there is no conclusive evidence pointing to a Werewolf, and given the high level of distrust and confusion, it is safer to assume no Werewolf is present, which satisfies the condition for Team Village to win if all Werewolf cards are in the center.",384-387
1998,348,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game1,run_2,2,Stochastic,given,Contingency,given,388,393,,0,,contiguous,4,"Since there is no conclusive evidence pointing to a Werewolf, and given the high level of distrust and confusion, it is safer to assume no Werewolf is present, which satisfies the condition for Team Village to win if all Werewolf cards are in the center.",388-393
1999,348,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game1,run_2,2,Stochastic,and,Expansion,and,421,424,,0,,contiguous,4,"Since there is no conclusive evidence pointing to a Werewolf, and given the high level of distrust and confusion, it is safer to assume no Werewolf is present, which satisfies the condition for Team Village to win if all Werewolf cards are in the center.",421-424
2000,348,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game1,run_2,2,Stochastic,for,Contingency,for,512,515,,0,,contiguous,4,"Since there is no conclusive evidence pointing to a Werewolf, and given the high level of distrust and confusion, it is safer to assume no Werewolf is present, which satisfies the condition for Team Village to win if all Werewolf cards are in the center.",512-515
2001,348,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game1,run_2,2,Stochastic,if,Contingency,if,536,538,,0,,contiguous,4,"Since there is no conclusive evidence pointing to a Werewolf, and given the high level of distrust and confusion, it is safer to assume no Werewolf is present, which satisfies the condition for Team Village to win if all Werewolf cards are in the center.",536-538
2002,349,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game3,run_2,2,Stochastic,as,Temporal,as,43,45,,0,,contiguous,1,"Mitchell explicitly stated that he started as a Werewolf during the discussion, which provides the strongest initial evidence for him being the target.",43-45
2003,349,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game3,run_2,2,Stochastic,for,Contingency,for,126,129,,0,,contiguous,1,"Mitchell explicitly stated that he started as a Werewolf during the discussion, which provides the strongest initial evidence for him being the target.",126-129
2004,349,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game3,run_2,2,Stochastic,while,Comparison,While,152,157,,0,,contiguous,2,"While the transcript is filled with accusations and role swaps, focusing the vote on the player who claims the Werewolf role maximizes the chance of eliminating a Werewolf and securing a victory for Team Village.",152-157
2005,349,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game3,run_2,2,Stochastic,with,Contingency,with,183,187,,0,,contiguous,2,"While the transcript is filled with accusations and role swaps, focusing the vote on the player who claims the Werewolf role maximizes the chance of eliminating a Werewolf and securing a victory for Team Village.",183-187
2006,349,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game3,run_2,2,Stochastic,and,Expansion,and,200,203,,0,,contiguous,2,"While the transcript is filled with accusations and role swaps, focusing the vote on the player who claims the Werewolf role maximizes the chance of eliminating a Werewolf and securing a victory for Team Village.",200-203
2007,349,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game3,run_2,2,Stochastic,and,Expansion,and,324,327,,0,,contiguous,2,"While the transcript is filled with accusations and role swaps, focusing the vote on the player who claims the Werewolf role maximizes the chance of eliminating a Werewolf and securing a victory for Team Village.",324-327
2008,349,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game3,run_2,2,Stochastic,for,Contingency,for,347,350,,0,,contiguous,2,"While the transcript is filled with accusations and role swaps, focusing the vote on the player who claims the Werewolf role maximizes the chance of eliminating a Werewolf and securing a victory for Team Village.",347-350
2009,350,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game4,run_2,2,Stochastic,and,Expansion,and,52,55,,0,,contiguous,1,"The discussion centers heavily on identifying roles and determining who is lying, but the consensus among the players, particularly Justin and Paul, points toward Mike as the primary suspect.",52-55
2010,350,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game4,run_2,2,Stochastic,but,Comparison,but,82,85,,0,,contiguous,1,"The discussion centers heavily on identifying roles and determining who is lying, but the consensus among the players, particularly Justin and Paul, points toward Mike as the primary suspect.",82-85
2011,350,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game4,run_2,2,Stochastic,particularly,Expansion,particularly,119,131,,0,,contiguous,1,"The discussion centers heavily on identifying roles and determining who is lying, but the consensus among the players, particularly Justin and Paul, points toward Mike as the primary suspect.",119-131
2012,350,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game4,run_2,2,Stochastic,and,Expansion,and,139,142,,0,,contiguous,1,"The discussion centers heavily on identifying roles and determining who is lying, but the consensus among the players, particularly Justin and Paul, points toward Mike as the primary suspect.",139-142
2013,350,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game4,run_2,2,Stochastic,as,Temporal,as,168,170,,0,,contiguous,1,"The discussion centers heavily on identifying roles and determining who is lying, but the consensus among the players, particularly Justin and Paul, points toward Mike as the primary suspect.",168-170
2014,350,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game4,run_2,2,Stochastic,and,Expansion,and,236,239,,0,,contiguous,2,"Justin explicitly states he will kill Mike, and Paul also votes for Mike.",236-239
2015,350,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game4,run_2,2,Stochastic,also,Expansion,also,245,249,,0,,contiguous,2,"Justin explicitly states he will kill Mike, and Paul also votes for Mike.",245-249
2016,350,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game4,run_2,2,Stochastic,for,Contingency,for,256,259,,0,,contiguous,2,"Justin explicitly states he will kill Mike, and Paul also votes for Mike.",256-259
2017,350,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game4,run_2,2,Stochastic,since,Contingency,Since,266,271,,0,,contiguous,3,"Since Team Village wins by eliminating a Werewolf, voting for Mike is the most logical move based on the current transcript evidence.",266-271
2018,350,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game4,run_2,2,Stochastic,for,Contingency,for,324,327,,0,,contiguous,3,"Since Team Village wins by eliminating a Werewolf, voting for Mike is the most logical move based on the current transcript evidence.",324-327
2019,351,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#87##November#9th#2019 / Game1,run_2,2,Stochastic,and,Expansion,and,37,40,,0,,contiguous,1,"Paul explicitly stated that Mitchell and he were Werewolves together, suggesting Justin and Mitchell are Werewolves, while Paul himself might be the Tanner or Copycat.",37-40
2020,351,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#87##November#9th#2019 / Game1,run_2,2,Stochastic,and,Expansion,and,88,91,,0,,contiguous,1,"Paul explicitly stated that Mitchell and he were Werewolves together, suggesting Justin and Mitchell are Werewolves, while Paul himself might be the Tanner or Copycat.",88-91
2021,351,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#87##November#9th#2019 / Game1,run_2,2,Stochastic,while,Comparison,while,117,122,,0,,contiguous,1,"Paul explicitly stated that Mitchell and he were Werewolves together, suggesting Justin and Mitchell are Werewolves, while Paul himself might be the Tanner or Copycat.",117-122
2022,351,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#87##November#9th#2019 / Game1,run_2,2,Stochastic,or,Expansion,or,156,158,,0,,contiguous,1,"Paul explicitly stated that Mitchell and he were Werewolves together, suggesting Justin and Mitchell are Werewolves, while Paul himself might be the Tanner or Copycat.",156-158
2023,351,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#87##November#9th#2019 / Game1,run_2,2,Stochastic,since,Contingency,Since,168,173,,0,,contiguous,2,"Since Team Village needs to eliminate a Werewolf to win, I will vote for Mitchell based on this direct accusation in the transcript.",168-173
2024,351,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#87##November#9th#2019 / Game1,run_2,2,Stochastic,for,Contingency,for,237,240,,0,,contiguous,2,"Since Team Village needs to eliminate a Werewolf to win, I will vote for Mitchell based on this direct accusation in the transcript.",237-240
2025,352,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#87##November#9th#2019 / Game2,run_2,2,Stochastic,and,Expansion,and,34,37,,0,,contiguous,1,The discussion is highly volatile and centered around accusations of switching and who the Werewolf might be.,34-37
2026,352,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#87##November#9th#2019 / Game2,run_2,2,Stochastic,and,Expansion,and,79,82,,0,,contiguous,1,The discussion is highly volatile and centered around accusations of switching and who the Werewolf might be.,79-82
2027,352,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#87##November#9th#2019 / Game2,run_2,2,Stochastic,and,Expansion,and,154,157,,0,,contiguous,2,"Mitchell expressed suspicion toward Justin, and Paul was actively trying to frame Justin.",154-157
2028,352,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#87##November#9th#2019 / Game2,run_2,2,Stochastic,while,Comparison,While,200,205,,0,,contiguous,3,"While the evidence is circumstantial, Mitchell is a key figure in the suspicion chain and is a logical target for Team Village to eliminate to minimize Werewolf survival chances.",200-205
2029,352,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#87##November#9th#2019 / Game2,run_2,2,Stochastic,and,Expansion,and,286,289,,0,,contiguous,3,"While the evidence is circumstantial, Mitchell is a key figure in the suspicion chain and is a logical target for Team Village to eliminate to minimize Werewolf survival chances.",286-289
2030,352,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#87##November#9th#2019 / Game2,run_2,2,Stochastic,for,Contingency,for,310,313,,0,,contiguous,3,"While the evidence is circumstantial, Mitchell is a key figure in the suspicion chain and is a logical target for Team Village to eliminate to minimize Werewolf survival chances.",310-313
2031,353,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#89##November#30th#2019 / Game2,run_2,2,Stochastic,and,Expansion,and,81,84,,0,,contiguous,1,The discussion in the transcript centers heavily on accusations of role swapping and self-identification as a Werewolf.,81-84
2032,353,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#89##November#30th#2019 / Game2,run_2,2,Stochastic,as,Temporal,as,105,107,,0,,contiguous,1,The discussion in the transcript centers heavily on accusations of role swapping and self-identification as a Werewolf.,105-107
2033,353,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#89##November#30th#2019 / Game2,run_2,2,Stochastic,as,Temporal,as,186,188,,0,,contiguous,2,"The final sequence of events indicates that Justin was identified as the Werewolf by Mitchell and James, suggesting he holds the Werewolf card.",186-188
2034,353,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#89##November#30th#2019 / Game2,run_2,2,Stochastic,and,Expansion,and,214,217,,0,,contiguous,2,"The final sequence of events indicates that Justin was identified as the Werewolf by Mitchell and James, suggesting he holds the Werewolf card.",214-217
