occurrence_id,model,game_id,session_name,run_label,run_number,decoding_group,justification_id,sentence_id,sentence_text,candidate_surface,connective_surface,char_spans,start,end,n_char_spans,is_discontinuous,is_connective,raw_sense,top_level,confidence,relation_type,aligned_to_dimlex,alignment_status
3003,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game7,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,greedy_t0,0,Greedy,589,3,"Since Team Village needs to eliminate a Werewolf to win, voting for Erin is the best strategic move based on the current consensus, despite the lack of definitive proof.",since,Since,249-254,249,254,1,False,True,Contingency.Cause,Contingency,0.9951653480529784,Explicit,True,ALIGNED
3004,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game7,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,greedy_t0,0,Greedy,589,3,"Since Team Village needs to eliminate a Werewolf to win, voting for Erin is the best strategic move based on the current consensus, despite the lack of definitive proof.",for,for,313-316,313,316,1,False,False,NoSense,,1.0,Explicit,True,ALIGNED
3005,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game8,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,greedy_t0,0,Greedy,590,1,"The discussion heavily focuses on identifying who is lying and who holds which role, leading to strong suspicions about Erin's identity.",and,and,59-62,59,62,1,False,True,Expansion.Conjunction,Expansion,0.5055198669433594,Explicit,True,ALIGNED
3006,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game8,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,greedy_t0,0,Greedy,590,2,"Tyler explicitly states he believes Erin is the Werewolf, and Clint ultimately votes for Erin's elimination.",and,and,195-198,195,198,1,False,True,Expansion.Conjunction,Expansion,0.7804271578788757,Explicit,True,ALIGNED
3007,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game8,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,greedy_t0,0,Greedy,590,2,"Tyler explicitly states he believes Erin is the Werewolf, and Clint ultimately votes for Erin's elimination.",ultimately,ultimately,205-215,205,215,1,False,True,Temporal.Asynchronous,Temporal,0.9222888350486756,Explicit,True,ALIGNED
3008,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game8,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,greedy_t0,0,Greedy,590,2,"Tyler explicitly states he believes Erin is the Werewolf, and Clint ultimately votes for Erin's elimination.",for,for,222-225,222,225,1,False,False,NoSense,,1.0,Explicit,True,ALIGNED
3009,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game8,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,greedy_t0,0,Greedy,590,3,"Given the context of the game and the accumulated suspicion, targeting Erin is the best strategy to eliminate a potential Werewolf and secure a win for Team Village.",and,and,276-279,276,279,1,False,False,NoSense,,0.9999992847442628,Explicit,True,ALIGNED
3010,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game8,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,greedy_t0,0,Greedy,590,3,"Given the context of the game and the accumulated suspicion, targeting Erin is the best strategy to eliminate a potential Werewolf and secure a win for Team Village.",and,and,377-380,377,380,1,False,False,NoSense,,0.9999346733093262,Explicit,True,ALIGNED
3011,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game8,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,greedy_t0,0,Greedy,590,3,"Given the context of the game and the accumulated suspicion, targeting Erin is the best strategy to eliminate a potential Werewolf and secure a win for Team Village.",for,for,394-397,394,397,1,False,False,NoSense,,1.0,Explicit,True,ALIGNED
3012,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game9,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,greedy_t0,0,Greedy,591,1,"The discussion is highly confusing due to role swaps and conflicting claims, making definitive identification difficult.",and,and,53-56,53,56,1,False,False,NoSense,,1.0,Explicit,True,ALIGNED
3013,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game9,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,greedy_t0,0,Greedy,591,2,"However, Clint explicitly claims to be the Werewolf multiple times, and the general consensus in the final voting phase points towards Tyler being the target.",however,However,121-128,121,128,1,False,True,Comparison.Contrast,Comparison,0.8047831654548645,Explicit,True,ALIGNED
3014,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game9,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,greedy_t0,0,Greedy,591,2,"However, Clint explicitly claims to be the Werewolf multiple times, and the general consensus in the final voting phase points towards Tyler being the target.",and,and,189-192,189,192,1,False,True,Expansion.Conjunction,Expansion,0.9927349090576172,Explicit,True,ALIGNED
3015,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game9,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,greedy_t0,0,Greedy,591,3,"To maximize the chances of Team Village winning, I will vote out the player who is most aggressively claiming the Werewolf role, as this is the highest probability target.",as,as,409-411,409,411,1,False,True,Contingency.Cause,Contingency,0.9895144701004028,Explicit,True,ALIGNED
3016,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,324bccd2-adff-4e9a-8ff4-03491e144ac3,greedy_t0,0,Greedy,592,1,"The discussion transcript is highly ambiguous regarding the actual roles and the presence of Werewolves, with players debating whether one or two Werewolves are present.",and,and,73-76,73,76,1,False,False,NoSense,,0.9999992847442628,Explicit,True,ALIGNED
3017,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,324bccd2-adff-4e9a-8ff4-03491e144ac3,greedy_t0,0,Greedy,592,1,"The discussion transcript is highly ambiguous regarding the actual roles and the presence of Werewolves, with players debating whether one or two Werewolves are present.",or,or,139-141,139,141,1,False,False,NoSense,,0.9999995231628418,Explicit,True,ALIGNED
3018,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,324bccd2-adff-4e9a-8ff4-03491e144ac3,greedy_t0,0,Greedy,592,2,"Since no player has been definitively identified as a Werewolf, and the game rules state that Team Village wins if no Werewolves are present and no one dies, the safest strategic move is to assume that all Werewolf cards are in the center.",since,Since,170-175,170,175,1,False,True,Contingency.Cause,Contingency,0.9987468719482422,Explicit,True,ALIGNED
3019,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,324bccd2-adff-4e9a-8ff4-03491e144ac3,greedy_t0,0,Greedy,592,2,"Since no player has been definitively identified as a Werewolf, and the game rules state that Team Village wins if no Werewolves are present and no one dies, the safest strategic move is to assume that all Werewolf cards are in the center.",as,as,219-221,219,221,1,False,False,NoSense,,1.0,Explicit,True,ALIGNED
3020,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,324bccd2-adff-4e9a-8ff4-03491e144ac3,greedy_t0,0,Greedy,592,2,"Since no player has been definitively identified as a Werewolf, and the game rules state that Team Village wins if no Werewolves are present and no one dies, the safest strategic move is to assume that all Werewolf cards are in the center.",and,and,234-237,234,237,1,False,True,Expansion.Conjunction,Expansion,0.984142243862152,Explicit,True,ALIGNED
3021,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,324bccd2-adff-4e9a-8ff4-03491e144ac3,greedy_t0,0,Greedy,592,2,"Since no player has been definitively identified as a Werewolf, and the game rules state that Team Village wins if no Werewolves are present and no one dies, the safest strategic move is to assume that all Werewolf cards are in the center.",if,if,282-284,282,284,1,False,True,Contingency.Condition,Contingency,0.9912772178649902,Explicit,True,ALIGNED
3022,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,324bccd2-adff-4e9a-8ff4-03491e144ac3,greedy_t0,0,Greedy,592,2,"Since no player has been definitively identified as a Werewolf, and the game rules state that Team Village wins if no Werewolves are present and no one dies, the safest strategic move is to assume that all Werewolf cards are in the center.",and,and,311-314,311,314,1,False,True,Expansion.Conjunction,Expansion,0.9992324113845824,Explicit,True,ALIGNED
3023,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game2,324bccd2-adff-4e9a-8ff4-03491e144ac3,greedy_t0,0,Greedy,593,2,"Although the discussion is complicated by claims of card swaps involving the Robber and Seer roles, Hunter's direct admission must be considered.",although,Although,131-139,131,139,1,False,True,Comparison.Contrast,Comparison,0.5669413208961487,Explicit,True,ALIGNED
3024,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game2,324bccd2-adff-4e9a-8ff4-03491e144ac3,greedy_t0,0,Greedy,593,2,"Although the discussion is complicated by claims of card swaps involving the Robber and Seer roles, Hunter's direct admission must be considered.",and,and,215-218,215,218,1,False,False,NoSense,,0.9999998807907104,Explicit,True,ALIGNED
3025,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game3,324bccd2-adff-4e9a-8ff4-03491e144ac3,greedy_t0,0,Greedy,594,1,The discussion transcript focuses heavily on confusion regarding role swaps and card identities rather than any confirmed Werewolf activity or identification.,and,and,76-79,76,79,1,False,False,NoSense,,0.9999996423721312,Explicit,True,ALIGNED
3026,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game3,324bccd2-adff-4e9a-8ff4-03491e144ac3,greedy_t0,0,Greedy,594,1,The discussion transcript focuses heavily on confusion regarding role swaps and card identities rather than any confirmed Werewolf activity or identification.,rather,rather,96-102,96,102,1,False,False,NoSense,,0.9999984502792358,Explicit,True,ALIGNED
3027,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game3,324bccd2-adff-4e9a-8ff4-03491e144ac3,greedy_t0,0,Greedy,594,1,The discussion transcript focuses heavily on confusion regarding role swaps and card identities rather than any confirmed Werewolf activity or identification.,or,or,140-142,140,142,1,False,False,NoSense,,1.0,Explicit,True,ALIGNED
3028,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game3,324bccd2-adff-4e9a-8ff4-03491e144ac3,greedy_t0,0,Greedy,594,2,"While several Village roles (Seer, Villager, Robber, Troublemaker) are discussed, there is no evidence presented that a Werewolf is currently active or present among the players.",while,While,159-164,159,164,1,False,True,Comparison.Contrast,Comparison,0.7717814445495605,Explicit,True,ALIGNED
3029,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game3,324bccd2-adff-4e9a-8ff4-03491e144ac3,greedy_t0,0,Greedy,594,2,"While several Village roles (Seer, Villager, Robber, Troublemaker) are discussed, there is no evidence presented that a Werewolf is currently active or present among the players.",or,or,308-310,308,310,1,False,False,NoSense,,0.9999998807907104,Explicit,True,ALIGNED
3030,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game3,324bccd2-adff-4e9a-8ff4-03491e144ac3,greedy_t0,0,Greedy,594,3,"Since Team Village wins if they eliminate a Werewolf, and if no Werewolf is present, they win if no one dies, I conclude that no Werewolf is present.",since,Since,338-343,338,343,1,False,True,Contingency.Cause,Contingency,0.9689648747444152,Explicit,True,ALIGNED
3031,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game3,324bccd2-adff-4e9a-8ff4-03491e144ac3,greedy_t0,0,Greedy,594,3,"Since Team Village wins if they eliminate a Werewolf, and if no Werewolf is present, they win if no one dies, I conclude that no Werewolf is present.",if,if,362-364,362,364,1,False,True,Contingency.Condition,Contingency,0.9151893258094788,Explicit,True,ALIGNED
3032,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game3,324bccd2-adff-4e9a-8ff4-03491e144ac3,greedy_t0,0,Greedy,594,3,"Since Team Village wins if they eliminate a Werewolf, and if no Werewolf is present, they win if no one dies, I conclude that no Werewolf is present.",and,and,392-395,392,395,1,False,True,Expansion.Conjunction,Expansion,0.9320350289344788,Explicit,True,ALIGNED
3033,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game3,324bccd2-adff-4e9a-8ff4-03491e144ac3,greedy_t0,0,Greedy,594,3,"Since Team Village wins if they eliminate a Werewolf, and if no Werewolf is present, they win if no one dies, I conclude that no Werewolf is present.",if,if,396-398,396,398,1,False,True,Contingency.Condition,Contingency,0.7348912358283997,Explicit,True,ALIGNED
3034,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game3,324bccd2-adff-4e9a-8ff4-03491e144ac3,greedy_t0,0,Greedy,594,3,"Since Team Village wins if they eliminate a Werewolf, and if no Werewolf is present, they win if no one dies, I conclude that no Werewolf is present.",if,if,432-434,432,434,1,False,True,Contingency.Condition,Contingency,0.9600319266319276,Explicit,True,ALIGNED
3035,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game4,324bccd2-adff-4e9a-8ff4-03491e144ac3,greedy_t0,0,Greedy,595,1,The discussion transcript is highly confusing due to role swaps and uncertainty regarding who holds which role card.,and,and,64-67,64,67,1,False,False,NoSense,,0.9999994039535522,Explicit,True,ALIGNED
3036,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game4,324bccd2-adff-4e9a-8ff4-03491e144ac3,greedy_t0,0,Greedy,595,2,"While Zack claimed to be the Seer and guaranteed the presence of a Werewolf, the evidence is circumstantial and heavily debated.",while,While,117-122,117,122,1,False,True,Comparison.Contrast,Comparison,0.8362465500831604,Explicit,True,ALIGNED
3037,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game4,324bccd2-adff-4e9a-8ff4-03491e144ac3,greedy_t0,0,Greedy,595,2,"While Zack claimed to be the Seer and guaranteed the presence of a Werewolf, the evidence is circumstantial and heavily debated.",and,and,151-154,151,154,1,False,False,NoSense,,0.999997615814209,Explicit,True,ALIGNED
3038,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game4,324bccd2-adff-4e9a-8ff4-03491e144ac3,greedy_t0,0,Greedy,595,2,"While Zack claimed to be the Seer and guaranteed the presence of a Werewolf, the evidence is circumstantial and heavily debated.",and,and,225-228,225,228,1,False,False,NoSense,,0.9999995231628418,Explicit,True,ALIGNED
3039,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game4,324bccd2-adff-4e9a-8ff4-03491e144ac3,greedy_t0,0,Greedy,595,3,"Since there is no definitive identification of a Werewolf, and the game rules state that Team Village wins if no player is a Werewolf and no one dies, I cannot confidently accuse anyone.",since,Since,246-251,246,251,1,False,True,Contingency.Cause,Contingency,0.983350932598114,Explicit,True,ALIGNED
3040,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game4,324bccd2-adff-4e9a-8ff4-03491e144ac3,greedy_t0,0,Greedy,595,3,"Since there is no definitive identification of a Werewolf, and the game rules state that Team Village wins if no player is a Werewolf and no one dies, I cannot confidently accuse anyone.",and,and,305-308,305,308,1,False,True,Expansion.Conjunction,Expansion,0.979686200618744,Explicit,True,ALIGNED
3041,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game4,324bccd2-adff-4e9a-8ff4-03491e144ac3,greedy_t0,0,Greedy,595,3,"Since there is no definitive identification of a Werewolf, and the game rules state that Team Village wins if no player is a Werewolf and no one dies, I cannot confidently accuse anyone.",if,if,353-355,353,355,1,False,True,Contingency.Condition,Contingency,0.9879698753356934,Explicit,True,ALIGNED
3042,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game4,324bccd2-adff-4e9a-8ff4-03491e144ac3,greedy_t0,0,Greedy,595,3,"Since there is no definitive identification of a Werewolf, and the game rules state that Team Village wins if no player is a Werewolf and no one dies, I cannot confidently accuse anyone.",and,and,380-383,380,383,1,False,True,Expansion.Conjunction,Expansion,0.9975674152374268,Explicit,True,ALIGNED
3043,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game5,324bccd2-adff-4e9a-8ff4-03491e144ac3,greedy_t0,0,Greedy,596,1,"The discussion centers heavily on role swapping and deception, particularly involving Jacob and Sean.",and,and,48-51,48,51,1,False,False,NoSense,,0.9999998807907104,Explicit,True,ALIGNED
3044,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game5,324bccd2-adff-4e9a-8ff4-03491e144ac3,greedy_t0,0,Greedy,596,1,"The discussion centers heavily on role swapping and deception, particularly involving Jacob and Sean.",and,and,92-95,92,95,1,False,False,NoSense,,0.999998927116394,Explicit,True,ALIGNED
3045,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game5,324bccd2-adff-4e9a-8ff4-03491e144ac3,greedy_t0,0,Greedy,596,2,"Hunter explicitly states that Jacob is still the werewolf, which provides the strongest lead for identifying a target.",still,still,141-146,141,146,1,False,False,NoSense,,0.9359519481658936,Explicit,True,ALIGNED
3046,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game5,324bccd2-adff-4e9a-8ff4-03491e144ac3,greedy_t0,0,Greedy,596,2,"Hunter explicitly states that Jacob is still the werewolf, which provides the strongest lead for identifying a target.",for,for,195-198,195,198,1,False,False,NoSense,,0.9999690055847168,Explicit,True,ALIGNED
3047,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game5,324bccd2-adff-4e9a-8ff4-03491e144ac3,greedy_t0,0,Greedy,596,3,"Since Team Village wins by eliminating a Werewolf, voting out Jacob is the most direct path to victory based on the current information.",since,Since,221-226,221,226,1,False,True,Contingency.Cause,Contingency,0.9763810634613036,Explicit,True,ALIGNED
3048,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game5,324bccd2-adff-4e9a-8ff4-03491e144ac3,greedy_t0,0,Greedy,596,4,"Although the evidence is circumstantial due to the role swaps, Hunter's assertion makes Jacob the primary suspect.",although,Although,358-366,358,366,1,False,True,Comparison.Contrast,Comparison,0.6579557061195374,Explicit,True,ALIGNED
3049,Gemma 4 2B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game1,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,greedy_t0,0,Greedy,597,1,"The discussion transcript is highly confusing due to multiple role swaps and self-referential statements, making it impossible to definitively identify the Werewolf.",and,and,73-76,73,76,1,False,False,NoSense,,0.9999997615814208,Explicit,True,ALIGNED
3050,Gemma 4 2B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game1,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,greedy_t0,0,Greedy,597,2,"Players are accusing each other of deception, but no player has provided concrete evidence or confirmed their role as the Werewolf.",but,but,212-215,212,215,1,False,True,Comparison.Contrast,Comparison,0.5731712579727173,Explicit,True,ALIGNED
3051,Gemma 4 2B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game1,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,greedy_t0,0,Greedy,597,2,"Players are accusing each other of deception, but no player has provided concrete evidence or confirmed their role as the Werewolf.",or,or,257-259,257,259,1,False,False,NoSense,,0.9999998807907104,Explicit,True,ALIGNED
3052,Gemma 4 2B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game1,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,greedy_t0,0,Greedy,597,2,"Players are accusing each other of deception, but no player has provided concrete evidence or confirmed their role as the Werewolf.",as,as,281-283,281,283,1,False,False,NoSense,,1.0,Explicit,True,ALIGNED
3053,Gemma 4 2B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game1,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,greedy_t0,0,Greedy,597,3,"Since the evidence is inconclusive and the game rules allow for a win condition if all Werewolf cards are in the center, I cannot confidently accuse any player.",since,Since,298-303,298,303,1,False,True,Contingency.Cause,Contingency,0.9993578791618348,Explicit,True,ALIGNED
3054,Gemma 4 2B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game1,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,greedy_t0,0,Greedy,597,3,"Since the evidence is inconclusive and the game rules allow for a win condition if all Werewolf cards are in the center, I cannot confidently accuse any player.",and,and,333-336,333,336,1,False,True,Expansion.Conjunction,Expansion,0.9961279034614564,Explicit,True,ALIGNED
3055,Gemma 4 2B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game1,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,greedy_t0,0,Greedy,597,3,"Since the evidence is inconclusive and the game rules allow for a win condition if all Werewolf cards are in the center, I cannot confidently accuse any player.",for,for,358-361,358,361,1,False,False,NoSense,,1.0,Explicit,True,ALIGNED
3056,Gemma 4 2B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game1,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,greedy_t0,0,Greedy,597,3,"Since the evidence is inconclusive and the game rules allow for a win condition if all Werewolf cards are in the center, I cannot confidently accuse any player.",if,if,378-380,378,380,1,False,True,Contingency.Condition,Contingency,0.9137318730354308,Explicit,True,ALIGNED
3057,Gemma 4 2B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game2,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,greedy_t0,0,Greedy,598,1,"The discussion primarily revolves around role swapping and confusion regarding identities, making it impossible to definitively identify a Werewolf.",and,and,55-58,55,58,1,False,False,NoSense,,0.9999998807907104,Explicit,True,ALIGNED
3058,Gemma 4 2B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game2,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,greedy_t0,0,Greedy,598,2,"No player has claimed the Werewolf role, and there is no evidence presented in the transcript to suggest a Werewolf is present.",and,and,190-193,190,193,1,False,True,Expansion.Conjunction,Expansion,0.9930566549301147,Explicit,True,ALIGNED
3059,Gemma 4 2B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game2,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,greedy_t0,0,Greedy,598,3,"Following the rule that if no Werewolf is believed to be present, Team Village wins if no one dies, I conclude that no Werewolf is currently active.",if,if,301-303,301,303,1,False,True,Contingency.Condition,Contingency,0.9787590503692628,Explicit,True,ALIGNED
3060,Gemma 4 2B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game2,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,greedy_t0,0,Greedy,598,3,"Following the rule that if no Werewolf is believed to be present, Team Village wins if no one dies, I conclude that no Werewolf is currently active.",if,if,361-363,361,363,1,False,True,Contingency.Condition,Contingency,0.983258843421936,Explicit,True,ALIGNED
3061,Gemma 4 2B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game3,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,greedy_t0,0,Greedy,599,1,The transcript explicitly states that Daniel identified Jessica as the Werewolf in line [41].,as,as,64-66,64,66,1,False,False,NoSense,,1.0,Explicit,True,ALIGNED
3062,Gemma 4 2B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game3,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,greedy_t0,0,Greedy,599,2,"Since Team Village wins by eliminating a Werewolf, voting out Jessica is the necessary action to secure victory for Team Village.",since,Since,94-99,94,99,1,False,True,Contingency.Cause,Contingency,0.8595517873764038,Explicit,True,ALIGNED
3063,Gemma 4 2B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game3,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,greedy_t0,0,Greedy,599,2,"Since Team Village wins by eliminating a Werewolf, voting out Jessica is the necessary action to secure victory for Team Village.",for,for,206-209,206,209,1,False,False,NoSense,,1.0,Explicit,True,ALIGNED
3064,Gemma 4 2B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game4,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,greedy_t0,0,Greedy,600,1,"Daniel, who is identified as the Minion, explicitly stated in the transcript that 'that's the werewolf,' suggesting he has identified the Werewolf during the night.",as,as,26-28,26,28,1,False,False,NoSense,,1.0,Explicit,True,ALIGNED
3065,Gemma 4 2B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game4,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,greedy_t0,0,Greedy,600,2,"Although role swaps make the information unreliable, this direct accusation is the strongest piece of evidence available to Team Village.",although,Although,165-173,165,173,1,False,True,Comparison.Contrast,Comparison,0.7244145274162292,Explicit,True,ALIGNED
3066,Gemma 4 2B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game5,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,greedy_t0,0,Greedy,601,1,"The discussion revolves heavily around role swapping and deception, with Daniel being explicitly called out by Kaelan as being 'very good at convincing people of things' and potentially being the Doppelganger.",and,and,53-56,53,56,1,False,False,NoSense,,1.0,Explicit,True,ALIGNED
3067,Gemma 4 2B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game5,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,greedy_t0,0,Greedy,601,1,"The discussion revolves heavily around role swapping and deception, with Daniel being explicitly called out by Kaelan as being 'very good at convincing people of things' and potentially being the Doppelganger.",as,as,118-120,118,120,1,False,False,NoSense,,0.9999964237213136,Explicit,True,ALIGNED
3068,Gemma 4 2B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game5,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,greedy_t0,0,Greedy,601,1,"The discussion revolves heavily around role swapping and deception, with Daniel being explicitly called out by Kaelan as being 'very good at convincing people of things' and potentially being the Doppelganger.",and,and,170-173,170,173,1,False,False,NoSense,,0.9997145533561708,Explicit,True,ALIGNED
3069,Gemma 4 2B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game5,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,greedy_t0,0,Greedy,601,2,"Since the Werewolf aims to survive and divert suspicion, Daniel is the most suspicious player based on the transcript.",since,Since,210-215,210,215,1,False,True,Contingency.Cause,Contingency,0.983615219593048,Explicit,True,ALIGNED
3070,Gemma 4 2B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game5,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,greedy_t0,0,Greedy,601,2,"Since the Werewolf aims to survive and divert suspicion, Daniel is the most suspicious player based on the transcript.",and,and,245-248,245,248,1,False,False,NoSense,,0.9999662637710572,Explicit,True,ALIGNED
3071,Gemma 4 2B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game5,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,greedy_t0,0,Greedy,601,3,Voting for Daniel maximizes the chance of eliminating a Werewolf and securing a win for Team Village.,for,for,336-339,336,339,1,False,False,NoSense,,0.9999998807907104,Explicit,True,ALIGNED
