occurrence_id,justification_id,model,game_id,run_label,run_number,decoding_group,marker,category,matched_text,start,end,component_variant,gap_tokens,sentence,match_type,sentence_id,sentence_text,char_spans,alignment_status,discopy_occurrence_id,discopy_surface,discopy_raw_sense,discopy_top_level,discopy_confidence,category_changed,is_coverage_evidence,is_classification_evidence
7493,1212,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game2,run_3,3,Stochastic,with,Contingency,with,293,297,,0,,contiguous,3,"While the conversation is chaotic and filled with conflicting information, Mike is the most consistently targeted player, making him the most logical choice for Team Village to eliminate to maximize their chances of winning.",293-297,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
7494,1212,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game2,run_3,3,Stochastic,for,Contingency,for,405,408,,0,,contiguous,3,"While the conversation is chaotic and filled with conflicting information, Mike is the most consistently targeted player, making him the most logical choice for Team Village to eliminate to maximize their chances of winning.",405-408,CANDIDATE_REJECTED_NOSENSE,6675.0,for,NoSense,,1.0,,False,True
7495,1213,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game3,run_3,3,Stochastic,as,Temporal,as,74,76,,0,,contiguous,1,"The discussion suggests a high level of suspicion directed towards James, as the group has already started leaning towards voting for him (Line 36).",74-76,ALIGNED_CONNECTIVE,6676.0,as,Contingency.Cause,Contingency,0.9891138076782228,True,False,False
7496,1213,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game3,run_3,3,Stochastic,for,Contingency,for,130,133,,0,,contiguous,1,"The discussion suggests a high level of suspicion directed towards James, as the group has already started leaning towards voting for him (Line 36).",130-133,CANDIDATE_REJECTED_NOSENSE,6677.0,for,NoSense,,1.0,,False,True
7497,1213,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game3,run_3,3,Stochastic,while,Comparison,While,149,154,,0,,contiguous,2,"While Mitchell claims to be the Seer and saw two Werewolves, this information is unverified and could be a bluff.",149-154,ALIGNED_CONNECTIVE,6678.0,While,Comparison.Contrast,Comparison,0.8125482797622681,False,False,False
7498,1213,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game3,run_3,3,Stochastic,and,Expansion,and,186,189,,0,,contiguous,2,"While Mitchell claims to be the Seer and saw two Werewolves, this information is unverified and could be a bluff.",186-189,CANDIDATE_REJECTED_NOSENSE,6679.0,and,NoSense,,0.9999998807907104,,False,True
7499,1213,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game3,run_3,3,Stochastic,and,Expansion,and,241,244,,0,,contiguous,2,"While Mitchell claims to be the Seer and saw two Werewolves, this information is unverified and could be a bluff.",241-244,CANDIDATE_REJECTED_NOSENSE,6680.0,and,NoSense,,0.9997022747993468,,False,True
7500,1213,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game3,run_3,3,Stochastic,given,Contingency,Given,263,268,,0,,contiguous,3,"Given the lack of concrete evidence regarding any player's true role, targeting the player who is currently the subject of the most intense suspicion is the most logical strategy to maximize the chance of eliminating a Werewolf.",263-268,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
7501,1214,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game4,run_3,3,Stochastic,but,Comparison,but,50,53,,0,,contiguous,1,"The discussion quickly devolved into accusations, but James consistently focused his suspicions on Mike, labeling him as potentially being a werewolf due to his talkative nature.",50-53,ALIGNED_CONNECTIVE,6681.0,but,Comparison.Contrast,Comparison,0.6371258497238159,False,False,False
7502,1214,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game4,run_3,3,Stochastic,as,Temporal,as,118,120,,0,,contiguous,1,"The discussion quickly devolved into accusations, but James consistently focused his suspicions on Mike, labeling him as potentially being a werewolf due to his talkative nature.",118-120,CANDIDATE_REJECTED_NOSENSE,6682.0,as,NoSense,,1.0,,False,True
7503,1214,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game4,run_3,3,Stochastic,although,Comparison,Although,179,187,,0,,contiguous,2,"Although Mitchell claimed to be the Tanner, Mike was the primary target of the investigative efforts by James in the final minutes of the discussion.",179-187,ALIGNED_CONNECTIVE,6683.0,Although,Comparison.Contrast,Comparison,0.6749956011772156,False,False,False
7504,1214,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game4,run_3,3,Stochastic,since,Contingency,Since,329,334,,0,,contiguous,3,"Since Team Village wins by eliminating a Werewolf, and James's line of reasoning pointed strongly toward Mike, he is the most logical choice for the vote.",329-334,ALIGNED_CONNECTIVE,6684.0,Since,Contingency.Cause,Contingency,0.9645703434944152,False,False,False
7505,1214,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game4,run_3,3,Stochastic,and,Expansion,and,380,383,,0,,contiguous,3,"Since Team Village wins by eliminating a Werewolf, and James's line of reasoning pointed strongly toward Mike, he is the most logical choice for the vote.",380-383,ALIGNED_CONNECTIVE,6685.0,and,Expansion.Conjunction,Expansion,0.982504665851593,False,False,False
7506,1214,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game4,run_3,3,Stochastic,for,Contingency,for,470,473,,0,,contiguous,3,"Since Team Village wins by eliminating a Werewolf, and James's line of reasoning pointed strongly toward Mike, he is the most logical choice for the vote.",470-473,CANDIDATE_REJECTED_NOSENSE,6686.0,for,NoSense,,1.0,,False,True
7507,1215,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game5,run_3,3,Stochastic,but,Comparison,but,163,166,,0,,contiguous,2,"He initially claims to be a Werewolf (60, 102), but later attempts to pivot and claim he is a Tanner (108, 110).",163-166,CANDIDATE_REJECTED_NOSENSE,6687.0,but,NoSense,,0.8369036316871643,,False,True
7508,1215,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game5,run_3,3,Stochastic,later,Temporal,later,167,172,,0,,contiguous,2,"He initially claims to be a Werewolf (60, 102), but later attempts to pivot and claim he is a Tanner (108, 110).",167-172,ALIGNED_CONNECTIVE,6688.0,later,Temporal.Asynchronous,Temporal,0.9967798590660096,False,False,False
7509,1215,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game5,run_3,3,Stochastic,and,Expansion,and,191,194,,0,,contiguous,2,"He initially claims to be a Werewolf (60, 102), but later attempts to pivot and claim he is a Tanner (108, 110).",191-194,CANDIDATE_REJECTED_NOSENSE,6689.0,and,NoSense,,0.9965676069259644,,False,True
7510,1215,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game5,run_3,3,Stochastic,and,Expansion,and,239,242,,0,,contiguous,3,"This rapid and extreme shift in identity is a classic sign of deception, especially when combined with his initial claims of being a Werewolf.",239-242,CANDIDATE_REJECTED_NOSENSE,6690.0,and,NoSense,,0.999998927116394,,False,True
7511,1215,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game5,run_3,3,Stochastic,when,Temporal,when,312,316,,0,,contiguous,3,"This rapid and extreme shift in identity is a classic sign of deception, especially when combined with his initial claims of being a Werewolf.",312-316,CANDIDATE_REJECTED_NOSENSE,6691.0,when,NoSense,,0.975681483745575,,False,True
7512,1215,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game5,run_3,3,Stochastic,with,Contingency,with,326,330,,0,,contiguous,3,"This rapid and extreme shift in identity is a classic sign of deception, especially when combined with his initial claims of being a Werewolf.",326-330,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
7513,1215,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game5,run_3,3,Stochastic,given that,Contingency,Given that,371,381,,0,,contiguous,4,"Given that Team Village must eliminate a Werewolf, Mitchell's inconsistent narrative makes him the prime target for elimination.",371-381,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
7514,1215,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game5,run_3,3,Stochastic,for,Contingency,for,483,486,,0,,contiguous,4,"Given that Team Village must eliminate a Werewolf, Mitchell's inconsistent narrative makes him the prime target for elimination.",483-486,CANDIDATE_REJECTED_NOSENSE,6692.0,for,NoSense,,1.0,,False,True
7515,1216,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game6,run_3,3,Stochastic,and,Expansion,and,41,44,,0,,contiguous,1,"Mike is the most heavily targeted player and is repeatedly accused of being a Werewolf by multiple participants, including Justin and Mitchell.",41-44,CANDIDATE_REJECTED_NOSENSE,6693.0,and,NoSense,,0.9998997449874878,,False,True
7516,1216,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game6,run_3,3,Stochastic,and,Expansion,and,130,133,,0,,contiguous,1,"Mike is the most heavily targeted player and is repeatedly accused of being a Werewolf by multiple participants, including Justin and Mitchell.",130-133,CANDIDATE_REJECTED_NOSENSE,6694.0,and,NoSense,,0.9999994039535522,,False,True
7517,1216,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game6,run_3,3,Stochastic,as,Temporal,as,261,263,,0,,contiguous,2,"Mike claims to have seen two werewolves, which is a significant piece of information that could be used to frame him as a Werewolf or a Seer.",261-263,CANDIDATE_REJECTED_NOSENSE,6695.0,as,NoSense,,1.0,,False,True
7518,1216,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game6,run_3,3,Stochastic,or,Expansion,or,275,277,,0,,contiguous,2,"Mike claims to have seen two werewolves, which is a significant piece of information that could be used to frame him as a Werewolf or a Seer.",275-277,CANDIDATE_REJECTED_NOSENSE,6696.0,or,NoSense,,1.0,,False,True
7519,1216,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game6,run_3,3,Stochastic,given,Contingency,Given,286,291,,0,,contiguous,3,"Given the strong consensus among several players that he is a Werewolf, he represents the highest probability target for Team Village to secure a win.",286-291,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
7520,1216,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game6,run_3,3,Stochastic,for,Contingency,for,403,406,,0,,contiguous,3,"Given the strong consensus among several players that he is a Werewolf, he represents the highest probability target for Team Village to secure a win.",403-406,CANDIDATE_REJECTED_NOSENSE,6697.0,for,NoSense,,1.0,,False,True
7521,1217,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game7,run_3,3,Stochastic,and,Expansion,and,58,61,,0,,contiguous,1,"The discussion heavily focuses on identifying a Werewolf, and the majority of the public accusations are directed at Mitchell.",58-61,ALIGNED_CONNECTIVE,6698.0,and,Expansion.Conjunction,Expansion,0.9981037378311156,False,False,False
7522,1217,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game7,run_3,3,Stochastic,and,Expansion,and,133,136,,0,,contiguous,2,"James and Mike repeatedly assert that Mitchell is the Werewolf, despite Mitchell's claims of being the Tanner.",133-136,CANDIDATE_REJECTED_NOSENSE,6699.0,and,NoSense,,0.9988271594047546,,False,True
7523,1217,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game7,run_3,3,Stochastic,despite,Comparison,despite,191,198,,0,,contiguous,2,"James and Mike repeatedly assert that Mitchell is the Werewolf, despite Mitchell's claims of being the Tanner.",191-198,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
7524,1217,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game7,run_3,3,Stochastic,while,Comparison,While,238,243,,0,,contiguous,3,"While the game involves complex role swaps and potential deception, the sustained pressure and shared belief among several players (Mike, James) that Mitchell is the threat makes him the most logical target for Team Village to eliminate.",238-243,ALIGNED_CONNECTIVE,6700.0,While,Comparison.Contrast,Comparison,0.6377154588699341,False,False,False
7525,1217,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game7,run_3,3,Stochastic,and,Expansion,and,281,284,,0,,contiguous,3,"While the game involves complex role swaps and potential deception, the sustained pressure and shared belief among several players (Mike, James) that Mitchell is the threat makes him the most logical target for Team Village to eliminate.",281-284,CANDIDATE_REJECTED_NOSENSE,6701.0,and,NoSense,,0.9999998807907104,,False,True
7526,1217,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game7,run_3,3,Stochastic,and,Expansion,and,329,332,,0,,contiguous,3,"While the game involves complex role swaps and potential deception, the sustained pressure and shared belief among several players (Mike, James) that Mitchell is the threat makes him the most logical target for Team Village to eliminate.",329-332,CANDIDATE_REJECTED_NOSENSE,6702.0,and,NoSense,,1.0,,False,True
7527,1217,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game7,run_3,3,Stochastic,for,Contingency,for,445,448,,0,,contiguous,3,"While the game involves complex role swaps and potential deception, the sustained pressure and shared belief among several players (Mike, James) that Mitchell is the threat makes him the most logical target for Team Village to eliminate.",445-448,CANDIDATE_REJECTED_NOSENSE,6703.0,for,NoSense,,1.0,,False,True
7528,1217,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game7,run_3,3,Stochastic,for,Contingency,for,483,486,,0,,contiguous,4,Voting for Mitchell aligns with the strongest narrative presented in the transcript.,483-486,CANDIDATE_REJECTED_NOSENSE,6704.0,for,NoSense,,0.9999982118606568,,False,True
7529,1217,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game7,run_3,3,Stochastic,with,Contingency,with,503,507,,0,,contiguous,4,Voting for Mitchell aligns with the strongest narrative presented in the transcript.,503-507,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
7530,1218,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game8,run_3,3,Stochastic,specifically,Expansion,specifically,130,142,,0,,contiguous,2,"He specifically states that he can confirm there are two Werewolves in the center, which is a critical piece of information for Team Village.",130-142,ALIGNED_CONNECTIVE,6705.0,specifically,Expansion.Conjunction,Expansion,0.8603926301002502,False,False,False
7531,1218,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game8,run_3,3,Stochastic,for,Contingency,for,251,254,,0,,contiguous,2,"He specifically states that he can confirm there are two Werewolves in the center, which is a critical piece of information for Team Village.",251-254,CANDIDATE_REJECTED_NOSENSE,6706.0,for,NoSense,,1.0,,False,True
7532,1218,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game8,run_3,3,Stochastic,while,Comparison,While,269,274,,0,,contiguous,3,"While his claim could be a bluff, he is the only one providing a direct, actionable accusation regarding the presence of Werewolves.",269-274,ALIGNED_CONNECTIVE,6707.0,While,Comparison.Contrast,Comparison,0.7159456014633179,False,False,False
7533,1218,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game8,run_3,3,Stochastic,given,Contingency,Given,402,407,,0,,contiguous,4,"Given the goal is to eliminate a Werewolf, targeting the player who claims to have identified them is the most logical strategic move.",402-407,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
7534,1219,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game10,run_3,3,Stochastic,and,Expansion,and,85,88,,0,,contiguous,1,"The discussion is heavily focused on complex role swaps (Robber, Troublemaker, Seer) and identifying who is lying, rather than definitively naming a Werewolf.",85-88,CANDIDATE_REJECTED_NOSENSE,6708.0,and,NoSense,,0.9999324083328248,,False,True
7535,1219,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game10,run_3,3,Stochastic,rather than,Expansion,rather than,115,126,,0,,contiguous,1,"The discussion is heavily focused on complex role swaps (Robber, Troublemaker, Seer) and identifying who is lying, rather than definitively naming a Werewolf.",115-126,CANDIDATE_REJECTED_NOSENSE,6709.0,rather,NoSense,,0.9998518228530884,,False,True
7536,1219,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game10,run_3,3,Stochastic,and,Expansion,and,238,241,,0,,contiguous,2,"Mitchell is the most consistently targeted player, facing repeated accusations and scrutiny regarding his actions and role performance throughout the discussion.",238-241,CANDIDATE_REJECTED_NOSENSE,6710.0,and,NoSense,,1.0,,False,True
7537,1219,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game10,run_3,3,Stochastic,and,Expansion,and,273,276,,0,,contiguous,2,"Mitchell is the most consistently targeted player, facing repeated accusations and scrutiny regarding his actions and role performance throughout the discussion.",273-276,CANDIDATE_REJECTED_NOSENSE,6711.0,and,NoSense,,0.999998927116394,,False,True
7538,1219,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game10,run_3,3,Stochastic,while,Comparison,While,321,326,,0,,contiguous,3,"While there is no concrete evidence presented in the transcript to confirm any player is a Werewolf, Mitchell has been the primary subject of suspicion and aggressive questioning from the group.",321-326,ALIGNED_CONNECTIVE,6712.0,While,Comparison.Contrast,Comparison,0.702297568321228,False,False,False
7539,1219,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game10,run_3,3,Stochastic,and,Expansion,and,473,476,,0,,contiguous,3,"While there is no concrete evidence presented in the transcript to confirm any player is a Werewolf, Mitchell has been the primary subject of suspicion and aggressive questioning from the group.",473-476,CANDIDATE_REJECTED_NOSENSE,6713.0,and,NoSense,,1.0,,False,True
7540,1219,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game10,run_3,3,Stochastic,given,Contingency,Given,516,521,,0,,contiguous,4,"Given the high level of tension and the focus on eliminating a suspect, Mitchell is the most logical choice based on the public narrative.",516-521,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
7541,1219,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game10,run_3,3,Stochastic,and,Expansion,and,548,551,,0,,contiguous,4,"Given the high level of tension and the focus on eliminating a suspect, Mitchell is the most logical choice based on the public narrative.",548-551,CANDIDATE_REJECTED_NOSENSE,6714.0,and,NoSense,,0.9999986886978148,,False,True
7542,1220,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game11,run_3,3,Stochastic,and,Expansion,and,60,63,,0,,contiguous,1,"Mitchell, claiming to be a Minion, provides the most direct and consistent evidence pointing to a Werewolf.",60-63,CANDIDATE_REJECTED_NOSENSE,6715.0,and,NoSense,,0.9999996423721312,,False,True
7543,1220,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game11,run_3,3,Stochastic,as,Temporal,as,145,147,,0,,contiguous,2,"Mitchell states that they saw Justin as a Werewolf (58, 86), and this claim is supported by James and others in the discussion.",145-147,CANDIDATE_REJECTED_NOSENSE,6716.0,as,NoSense,,0.999998927116394,,False,True
7544,1220,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game11,run_3,3,Stochastic,and,Expansion,and,169,172,,0,,contiguous,2,"Mitchell states that they saw Justin as a Werewolf (58, 86), and this claim is supported by James and others in the discussion.",169-172,ALIGNED_CONNECTIVE,6717.0,and,Expansion.Conjunction,Expansion,0.9330673813819884,False,False,False
7545,1220,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game11,run_3,3,Stochastic,and,Expansion,and,206,209,,0,,contiguous,2,"Mitchell states that they saw Justin as a Werewolf (58, 86), and this claim is supported by James and others in the discussion.",206-209,CANDIDATE_REJECTED_NOSENSE,6718.0,and,NoSense,,0.9999996423721312,,False,True
7546,1220,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game11,run_3,3,Stochastic,while,Comparison,While,236,241,,0,,contiguous,3,"While Mitchell could potentially be lying, the weight of the testimony and the direct accusation makes Justin the primary suspect.",236-241,ALIGNED_CONNECTIVE,6719.0,While,Comparison.Contrast,Comparison,0.8053671717643738,False,False,False
7547,1220,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game11,run_3,3,Stochastic,and,Expansion,and,307,310,,0,,contiguous,3,"While Mitchell could potentially be lying, the weight of the testimony and the direct accusation makes Justin the primary suspect.",307-310,CANDIDATE_REJECTED_NOSENSE,6720.0,and,NoSense,,0.9999982118606568,,False,True
7548,1220,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game11,run_3,3,Stochastic,for,Contingency,for,410,413,,0,,contiguous,4,Voting out Justin is the most logical move for Team Village to ensure a win condition is met.,410-413,CANDIDATE_REJECTED_NOSENSE,6721.0,for,NoSense,,0.9999996423721312,,False,True
7549,1221,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game3,run_3,3,Stochastic,while,Comparison,While,96,101,,0,,contiguous,2,"While players may lie, this is the strongest piece of evidence presented by a role that gains information.",96-101,ALIGNED_CONNECTIVE,6722.0,While,Comparison.Contrast,Comparison,0.7517842650413513,False,False,False
7550,1221,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game3,run_3,3,Stochastic,although,Comparison,Although,203,211,,0,,contiguous,3,"Although Justin initially seemed hesitant about the accusation, he ultimately supported the vote against Mitchell.",203-211,ALIGNED_CONNECTIVE,6723.0,Although,Comparison.Contrast,Comparison,0.6142522096633911,False,False,False
7551,1221,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game3,run_3,3,Stochastic,ultimately,Temporal,ultimately,270,280,,0,,contiguous,3,"Although Justin initially seemed hesitant about the accusation, he ultimately supported the vote against Mitchell.",270-280,ALIGNED_CONNECTIVE,6724.0,ultimately,Temporal.Asynchronous,Temporal,0.5864281058311462,False,False,False
7552,1222,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game4,run_3,3,Stochastic,and,Expansion,and,205,208,,0,,contiguous,2,"His detailed explanations about picking up cards and how killing a specific player leads to a collective win (lines 80, 104) are highly suspicious and suggest an attempt to manipulate the vote.",205-208,CANDIDATE_REJECTED_NOSENSE,6725.0,and,NoSense,,0.8790449500083923,,False,True
7553,1222,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game4,run_3,3,Stochastic,and,Expansion,and,303,306,,0,,contiguous,2,"His detailed explanations about picking up cards and how killing a specific player leads to a collective win (lines 80, 104) are highly suspicious and suggest an attempt to manipulate the vote.",303-306,CANDIDATE_REJECTED_NOSENSE,6726.0,and,NoSense,,0.9997320771217346,,False,True
7554,1222,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game4,run_3,3,Stochastic,given,Contingency,Given,350,355,,0,,contiguous,3,"Given the strong consensus among several players (James, Mike, Justin) to eliminate him, and his evasive nature when questioned, he represents the highest probability threat to Team Village.",350-355,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
7555,1222,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game4,run_3,3,Stochastic,and,Expansion,and,439,442,,0,,contiguous,3,"Given the strong consensus among several players (James, Mike, Justin) to eliminate him, and his evasive nature when questioned, he represents the highest probability threat to Team Village.",439-442,CANDIDATE_REJECTED_NOSENSE,6727.0,and,NoSense,,0.9999384880065918,,False,True
7556,1222,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game4,run_3,3,Stochastic,when,Temporal,when,462,466,,0,,contiguous,3,"Given the strong consensus among several players (James, Mike, Justin) to eliminate him, and his evasive nature when questioned, he represents the highest probability threat to Team Village.",462-466,CANDIDATE_REJECTED_NOSENSE,6728.0,when,NoSense,,0.3886891305446625,,False,True
7557,1223,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game5,run_3,3,Stochastic,and,Expansion,and,115,118,,0,,contiguous,2,"Mike, who was the Seer, looked at Justin's card and confirmed he was a werewolf, a claim which Justin himself later corroborated.",115-118,CANDIDATE_REJECTED_NOSENSE,6729.0,and,NoSense,,0.9807386994361876,,False,True
7558,1223,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game5,run_3,3,Stochastic,later,Temporal,later,177,182,,0,,contiguous,2,"Mike, who was the Seer, looked at Justin's card and confirmed he was a werewolf, a claim which Justin himself later corroborated.",177-182,ALIGNED_CONNECTIVE,6730.0,later,Temporal.Asynchronous,Temporal,0.9508315920829772,False,False,False
7559,1223,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game5,run_3,3,Stochastic,since,Contingency,Since,197,202,,0,,contiguous,3,"Since Team Village wins by eliminating a Werewolf, Justin is the most certain target.",197-202,ALIGNED_CONNECTIVE,6731.0,Since,Contingency.Cause,Contingency,0.9194342494010924,False,False,False
7560,1223,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game5,run_3,3,Stochastic,despite,Comparison,Despite,283,290,,0,,contiguous,4,"Despite some players suggesting other targets (like James), the confirmed identity of Justin as a Werewolf makes him the logical choice to ensure Team Village's victory.",283-290,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
7561,1223,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game5,run_3,3,Stochastic,as,Temporal,as,376,378,,0,,contiguous,4,"Despite some players suggesting other targets (like James), the confirmed identity of Justin as a Werewolf makes him the logical choice to ensure Team Village's victory.",376-378,CANDIDATE_REJECTED_NOSENSE,6732.0,as,NoSense,,1.0,,False,True
7562,1224,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game6,run_3,3,Stochastic,and,Expansion,and,126,129,,0,,contiguous,2,They confirmed having a role swap ([34]) and specifically discussed the possibility of putting a Werewolf card back into the center role pool ([56]).,126-129,CANDIDATE_REJECTED_NOSENSE,6733.0,and,NoSense,,0.9992554783821106,,False,True
