occurrence_id,model,run_label,decoding_group,justification_id,sentence_id,form,connective_surface,status,raw_sense,top_level,confidence,dimlex_category,is_discontinuous,sentence_text
2132,Gemma 4 2B,run_3,Stochastic,416,4,if,if,accepted,Contingency.Condition,Contingency,0.8739893436431885,Contingency,False,"Since the winning condition for Team Village is met if no Werewolf is present (i.e., all Werewolf cards are in the center), I cannot confidently accuse any player."
8941,Gemma 4 31B,run_1,Stochastic,1573,3,if,If,accepted,Contingency.Condition,Contingency,0.8756300806999207,Contingency,False,"If Justin is the Robber who stole the Werewolf card from Mitchell, or if he is simply lying about his role to cover his identity as the Werewolf, he is the correct target for elimination."
9790,Gemma 4 31B,run_1,Stochastic,1690,3,if,If,accepted,Contingency.Condition,Contingency,0.8777586817741394,Contingency,False,"If Paul was the Werewolf or became one through the Witch's ability, the Troublemaker's swap would have transferred the Werewolf role to Justin."
3450,Gemma 4 2B,greedy_t0,Greedy,673,3,if,if,accepted,Contingency.Condition,Contingency,0.8798247575759888,Contingency,False,"Given the high level of uncertainty and the fact that the game rules state Team Village wins if they eliminate a Werewolf, and Team Werewolf wins if they survive, a vote targeting the most aggressive or suspicious player is often a strategy."
10606,Gemma 4 31B,run_2,Stochastic,1803,2,if,If,accepted,Contingency.Condition,Contingency,0.8800070285797119,Contingency,False,"If Paul stole from Justin and Justin swapped Paul and Mitchell, Mitchell would have woken up as the Troublemaker, but Mitchell claims he woke up as the Insomniac."
11143,Gemma 4 31B,run_2,Stochastic,1876,3,if,If,accepted,Contingency.Condition,Contingency,0.8803700804710388,Contingency,False,"If Mike was the Werewolf and was switched with Paul, Paul is now the Werewolf."
3583,Gemma 4 2B,greedy_t0,Greedy,698,2,if,if,accepted,Contingency.Condition,Contingency,0.8808992505073547,Contingency,False,"Since Team Village wins if they eliminate a Werewolf, and if no Werewolf is present, they also win, I cannot confidently accuse any player."
10452,Gemma 4 31B,run_2,Stochastic,1782,3,if,If,accepted,Contingency.Condition,Contingency,0.8832833170890808,Contingency,False,"If Dan's information is correct, Mitchell was the starting Werewolf, and after the swap, Justin became the Werewolf."
10088,Gemma 4 31B,run_2,Stochastic,1729,3,if,If,accepted,Contingency.Condition,Contingency,0.8838177919387817,,False,"If Jacob's claim is true and there is only one Werewolf in the game, then no player is a Werewolf."
12650,Gemma 4 31B,run_3,Stochastic,2079,3,if,if,accepted,Contingency.Condition,Contingency,0.8854238986968994,Contingency,False,"These two claims are mutually exclusive; if Justin is telling the truth about the center cards, Paul must be lying."
11496,Gemma 4 31B,run_3,Stochastic,1924,3,if,If,accepted,Contingency.Condition,Contingency,0.8858485221862793,Contingency,False,"If Erin is telling the truth—either as the starting Robber or as someone who knows her starting role—then Clint is lying about his identity and actions, which is a strong indicator that he is the Werewolf."
9782,Gemma 4 31B,run_1,Stochastic,1688,3,if,If,accepted,Contingency.Condition,Contingency,0.8864795565605164,Contingency,False,"If Justin's starting role was the Werewolf (or a Copycat who became a Werewolf), Mitchell now holds that card."
11634,Gemma 4 31B,run_3,Stochastic,1942,3,if,If,accepted,Contingency.Condition,Contingency,0.8890059590339661,Contingency,False,"If Jessica is the Minion, the Werewolf must be one of the other players; Kaelan's aggressive claiming and his immediate correction of Kevin's belief that the Town won make him the most likely Werewolf."
8657,Gemma 4 31B,run_1,Stochastic,1536,2,if,If,accepted,Contingency.Condition,Contingency,0.8895831108093262,Contingency,False,"If Zack was the starting Werewolf and Hunter was the Troublemaker who swapped Zack and Jacob, the Werewolf card moved to Jacob."
10216,Gemma 4 31B,run_2,Stochastic,1746,3,if,If,accepted,Contingency.Condition,Contingency,0.8901571035385132,Contingency,False,"If Kaelan's information was correct, the swap performed by Kevin would have transferred the Werewolf role from Jessica to Daniel."
704,Gemma 4 2B,run_1,Stochastic,133,4,if,If,accepted,Contingency.Condition,Contingency,0.8920712471008301,Contingency,False,"If Pete is indeed the Werewolf, eliminating him is necessary to win."
13623,Gemma 4 31B,greedy_t0,Greedy,2215,2,if,if,accepted,Contingency.Condition,Contingency,0.8941637277603149,Contingency,False,"According to the announcer's rules for the Revealer, a card is turned back face down only if it is a Werewolf or a Tanner."
11073,Gemma 4 31B,run_2,Stochastic,1866,3,if,If,accepted,Contingency.Condition,Contingency,0.8949260115623474,Contingency,False,"If James was the starting Werewolf and Justin is the Troublemaker, the swap would make Paul the final Werewolf."
13835,Gemma 4 31B,greedy_t0,Greedy,2243,3,if,If,accepted,Contingency.Condition,Contingency,0.895270049571991,Contingency,False,"If a werewolf card was in the center, Mitchell would have swapped into it, making him the werewolf."
8206,Gemma 4 4B,greedy_t0,Greedy,1462,2,if,if,accepted,Contingency.Condition,Contingency,0.8956103324890137,Contingency,False,"However, Justin strongly implicated Paul as a Werewolf, stating that if Paul was swapped, he was 'Mr. Werewolf all' [57]."
10507,Gemma 4 31B,run_2,Stochastic,1789,4,if,If,accepted,Contingency.Condition,Contingency,0.8961575031280518,Contingency,False,"If Mitchell is the Robber and one of James/Justin is the Tanner, Mike is the only remaining candidate for the Werewolf, making his claim about the center cards a likely lie to avoid elimination."
5124,Gemma 4 4B,run_2,Stochastic,960,3,if,if,accepted,Contingency.Condition,Contingency,0.8963748812675476,Contingency,False,Team Village's win condition requires eliminating at least one Werewolf if they are present.
10856,Gemma 4 31B,run_2,Stochastic,1836,4,if,If,accepted,Contingency.Condition,Contingency,0.8975067734718323,Contingency,False,"If Brett's claim is true, no werewolves are present among the players, and the Village wins by voting 'No Werewolf'."
10814,Gemma 4 31B,run_2,Stochastic,1830,2,if,if,accepted,Contingency.Condition,Contingency,0.898287832736969,Contingency,False,"Brett (claiming Troublemaker) and Kelsey (claiming Robber) both stated they did not swap or rob Dylan's card, meaning if Dylan started as the Werewolf, he remains the Werewolf."
1695,Gemma 4 2B,run_2,Stochastic,328,3,if,If,accepted,Contingency.Condition,Contingency,0.8988446593284607,Contingency,False,"If Brett is indeed the Werewolf, his elimination ensures Team Village wins."
2627,Gemma 4 2B,run_3,Stochastic,514,3,if,if,accepted,Contingency.Condition,Contingency,0.898898720741272,Contingency,False,"Since Team Village wins if they eliminate a Werewolf, and we cannot confirm a Werewolf, we must assume the worst-case scenario where the Werewolves are hiding."
11332,Gemma 4 31B,run_2,Stochastic,1901,2,if,If,accepted,Contingency.Condition,Contingency,0.8989838361740112,Contingency,False,"If both these claims are true, Laura currently holds the Werewolf card."
10515,Gemma 4 31B,run_2,Stochastic,1790,3,if,If,accepted,Contingency.Condition,Contingency,0.8993176221847534,Contingency,False,"If James started as the Tanner and was switched with the Seer, he is now the Seer and would logically want to identify the Werewolf."
12084,Gemma 4 31B,run_3,Stochastic,2004,4,if,If,accepted,Contingency.Condition,Contingency,0.9003849029541016,Contingency,False,"If Julie is the Tanner and the other three are telling the truth about their roles, no Werewolf is present among the players."
11252,Gemma 4 31B,run_2,Stochastic,1891,3,if,if,accepted,Contingency.Condition,Contingency,0.9004324674606323,Contingency,False,"Paul also claimed to start as a Werewolf, though he later retracted this; if Paul is the Tanner, Mike is the only Werewolf, and if Paul is also a Werewolf, both are targets."
13970,Gemma 4 31B,greedy_t0,Greedy,2260,4,if,if,accepted,Contingency.Condition,Contingency,0.9011543393135072,Contingency,False,"According to the night action order, the Seer acts before the Troublemaker; therefore, if Paul saw Mitchell as a Werewolf and Justin subsequently swapped Mitchell and Mike, Mike is now the Werewolf."
3379,Gemma 4 2B,greedy_t0,Greedy,659,2,if,if,accepted,Contingency.Condition,Contingency,0.9014852643013,Contingency,False,"Since Team Village wins if they eliminate a Werewolf, and if no Werewolf is present, they win by default, I must conclude that I do not have sufficient evidence to accuse any player."
10201,Gemma 4 31B,run_2,Stochastic,1744,4,if,If,accepted,Contingency.Condition,Contingency,0.9022247791290284,,False,"If Jessica is the Minion and saw no Werewolves, then all Werewolf cards must be in the center, meaning Team Village wins if no one is voted out."
10369,Gemma 4 31B,run_2,Stochastic,1769,3,if,If,accepted,Contingency.Condition,Contingency,0.9041632413864136,Contingency,False,"If James is the Tanner, he cannot be the Werewolf, making Mitchell the most likely candidate for the Werewolf role, regardless of whether a swap occurred."
2974,Gemma 4 2B,greedy_t0,Greedy,582,3,if,if,accepted,Contingency.Condition,Contingency,0.9042955636978148,Contingency,False,"Since Team Village wins if they eliminate a Werewolf, and if no Werewolf is present, they win by default, I cannot confidently accuse any player."
3242,Gemma 4 2B,greedy_t0,Greedy,635,4,if,If,accepted,Contingency.Condition,Contingency,0.904451847076416,Contingency,False,"If Justin is indeed the Werewolf, eliminating him ensures Team Village wins the game."
7648,Gemma 4 4B,greedy_t0,Greedy,1371,3,if,if,accepted,Contingency.Condition,Contingency,0.9068509340286256,Contingency,False,"Daniel and Kevin discuss the scenario where Werewolves are in the center, noting that if this is the case, Team Village wins because no one dies."
7523,Gemma 4 4B,greedy_t0,Greedy,1349,3,if,if,accepted,Contingency.Condition,Contingency,0.90705668926239,Contingency,False,"Hunter then stated that Zack was 'now the werewolf,' which is a direct consequence of the Robber's ability if they swapped with a Werewolf."
10545,Gemma 4 31B,run_2,Stochastic,1793,3,if,If,accepted,Contingency.Condition,Contingency,0.9104074239730836,Contingency,False,"If James swapped Mitchell (Minion) and Caitlynn (Insomniac), Mitchell would end the night as the Insomniac and Caitlynn as the Minion, while Justin remains the Werewolf."
14160,Gemma 4 31B,greedy_t0,Greedy,2286,3,if,If,accepted,Contingency.Condition,Contingency,0.9115148186683656,Contingency,False,"If Paul started as the Werewolf and James started as the Tanner, the swap would make James the Werewolf and Paul the Tanner."
12644,Gemma 4 31B,run_3,Stochastic,2078,4,if,If,accepted,Contingency.Condition,Contingency,0.9115443229675292,Contingency,False,"If Shane is the Tanner, he is lying about being the Robber, meaning no swap occurred and Eric remains the Werewolf."
13398,Gemma 4 31B,greedy_t0,Greedy,2185,2,if,If,accepted,Contingency.Condition,Contingency,0.9116385579109192,Contingency,False,"If Paul was the Robber and stole from Justin, and Justin was the Werewolf, Paul would know Justin's starting role, which matches Paul's cryptic statement ('You know I know what you were')."
5675,Gemma 4 4B,run_2,Stochastic,1050,4,if,if,accepted,Contingency.Condition,Contingency,0.9119841456413268,Contingency,False,"Since Team Village wins only if a Werewolf is eliminated, targeting the player who is actively and dramatically contradicting themselves is the strongest tactical move."
1425,Gemma 4 2B,run_2,Stochastic,274,2,if,if,accepted,Contingency.Condition,Contingency,0.912129044532776,Contingency,False,"Since I cannot confirm the presence of a Werewolf, the condition for Team Village victory is met if no Werewolves are present."
12818,Gemma 4 31B,greedy_t0,Greedy,2101,3,if,If,accepted,Contingency.Condition,Contingency,0.913040578365326,Contingency,False,"If the Werewolf card (originally Erin's) was swapped with Brent, Brent became the final Werewolf."
2658,Gemma 4 2B,run_3,Stochastic,521,3,if,If,accepted,Contingency.Condition,Contingency,0.9131815433502196,Contingency,False,"If DeAndre is indeed a Werewolf, this vote secures a win for Team Village."
11460,Gemma 4 31B,run_3,Stochastic,1919,3,if,If,accepted,Contingency.Condition,Contingency,0.9134169816970824,,False,"If Jacob (Drunk) swapped the Drunk card into the center and then Hunter (Troublemaker) swapped Jacob with Zack, Zack would end up with the Drunk card."
3056,Gemma 4 2B,greedy_t0,Greedy,597,3,if,if,accepted,Contingency.Condition,Contingency,0.9137318730354308,Contingency,False,"Since the evidence is inconclusive and the game rules allow for a win condition if all Werewolf cards are in the center, I cannot confidently accuse any player."
5987,Gemma 4 4B,run_2,Stochastic,1101,3,if,if,accepted,Contingency.Condition,Contingency,0.9144119024276732,Contingency,False,"Since Team Village wins only if a Werewolf is eliminated, targeting Justin is the safest path to victory."
3031,Gemma 4 2B,greedy_t0,Greedy,594,3,if,if,accepted,Contingency.Condition,Contingency,0.9151893258094788,Contingency,False,"Since Team Village wins if they eliminate a Werewolf, and if no Werewolf is present, they win if no one dies, I conclude that no Werewolf is present."
10154,Gemma 4 31B,run_2,Stochastic,1738,3,if,if,accepted,Contingency.Condition,Contingency,0.9167361855506896,Contingency,False,"According to the rules, if no player is a werewolf and no one is voted out, Team Village wins."
2348,Gemma 4 2B,run_3,Stochastic,458,2,if,if,accepted,Contingency.Condition,Contingency,0.9177113175392152,Contingency,False,"Multiple players, including James and Mike, explicitly suggest killing him, and Mitchell himself attempts to manipulate the situation by claiming his card ensures a win for the group if they kill another player."
2331,Gemma 4 2B,run_3,Stochastic,455,3,if,if,accepted,Contingency.Condition,Contingency,0.9186003804206848,Contingency,False,"Since Team Village wins if they eliminate a Werewolf, and if no Werewolf is present, they win by default, I cannot confidently accuse anyone of being the Werewolf."
2261,Gemma 4 2B,run_3,Stochastic,440,4,if,If,accepted,Contingency.Condition,Contingency,0.9198263883590698,Contingency,False,"If Caitlynn is indeed the Werewolf, her elimination guarantees Team Village wins."
11194,Gemma 4 31B,run_2,Stochastic,1882,3,if,if,accepted,Contingency.Condition,Contingency,0.9201623797416688,Contingency,False,"Since the Tanner wins if they are eliminated and the Werewolf wins if they survive, Mitchell's claim to be a werewolf followed by his plea not to be voted out strongly suggests he is the actual Werewolf."
196,Gemma 4 2B,run_1,Stochastic,38,3,if,If,accepted,Contingency.Condition,Contingency,0.9206198453903198,Contingency,False,"If Sukeshi is indeed the Werewolf, this vote secures the win condition."
8972,Gemma 4 31B,run_1,Stochastic,1578,3,if,If,accepted,Contingency.Condition,Contingency,0.921448290348053,Contingency,False,"If James is the Tanner, voting him out would result in a loss for Team Village, whereas voting out Mitchell—who is acting as a deflective Werewolf—would secure a victory."
9568,Gemma 4 31B,run_1,Stochastic,1662,3,if,If,accepted,Contingency.Condition,Contingency,0.9239485859870912,Contingency,False,"If Dustin's information is accurate, Katie swapped her role for one of the Werewolf cards in the center."
494,Gemma 4 2B,run_1,Stochastic,95,2,if,if,accepted,Contingency.Condition,Contingency,0.924433708190918,Contingency,False,"Justin explicitly suggests that if Mitchell is the Werewolf, he will definitely kill somebody, which aligns with Team Village's goal."
1057,Gemma 4 2B,run_2,Stochastic,200,3,if,if,accepted,Contingency.Condition,Contingency,0.9247348308563232,Contingency,False,"Since Team Village wins if they eliminate a Werewolf, and I cannot confirm the presence of a Werewolf, the safest choice is to assume none are present."
11192,Gemma 4 31B,run_2,Stochastic,1882,3,if,if,accepted,Contingency.Condition,Contingency,0.9258655905723572,Contingency,False,"Since the Tanner wins if they are eliminated and the Werewolf wins if they survive, Mitchell's claim to be a werewolf followed by his plea not to be voted out strongly suggests he is the actual Werewolf."
13872,Gemma 4 31B,greedy_t0,Greedy,2248,3,if,If,accepted,Contingency.Condition,Contingency,0.9262981414794922,Contingency,False,"If Justin is the Minion and James is the Werewolf, no actual swap occurred, and James remains the Werewolf."
10692,Gemma 4 31B,run_2,Stochastic,1813,4,if,If,accepted,Contingency.Condition,Contingency,0.9279768466949464,Contingency,False,"If she is the Werewolf, or if she was swapped with a Werewolf by the Troublemaker (Mitchell), voting her out will result in a win for Team Village."
11537,Gemma 4 31B,run_3,Stochastic,1929,3,if,if,accepted,Contingency.Condition,Contingency,0.928340494632721,Contingency,False,"According to the rules, if no player is a Werewolf and no one is voted out, Team Village wins."
2399,Gemma 4 2B,run_3,Stochastic,468,3,if,if,accepted,Contingency.Condition,Contingency,0.9297696948051452,Contingency,False,"Since Team Village wins if they eliminate a Werewolf, and I cannot confirm a Werewolf is present, I must assume the safest option."
13462,Gemma 4 31B,greedy_t0,Greedy,2194,3,if,If,accepted,Contingency.Condition,Contingency,0.9297800660133362,Contingency,False,"If these roles are accurate, no player is a Werewolf."
13294,Gemma 4 31B,greedy_t0,Greedy,2170,2,if,if,accepted,Contingency.Condition,Contingency,0.9299057126045228,Contingency,False,"This admission is supported by Justin's claim that he was the Troublemaker and switched James and Mitchell, which would have transferred the werewolf role to James if Mitchell had started as the werewolf."
9836,Gemma 4 31B,run_1,Stochastic,1696,3,if,If,accepted,Contingency.Condition,Contingency,0.9299274682998656,Contingency,False,"If Shane is the Tanner, he is lying about being the Robber to attract votes, meaning no swap occurred and Eric remains the Werewolf."
9201,Gemma 4 31B,run_1,Stochastic,1611,2,if,if,accepted,Contingency.Condition,Contingency,0.9307585954666138,Contingency,False,"A hundred percent') and acknowledges that if Justin (the Troublemaker) did not perform a switch, he remains the Werewolf."
12032,Gemma 4 31B,run_3,Stochastic,1998,3,if,If,accepted,Contingency.Condition,Contingency,0.930800199508667,,False,"If all three players are telling the truth about their roles (Seer, Robber, and Insomniac), then no player is a Werewolf, and the Werewolf card must be in the center."
14151,Gemma 4 31B,greedy_t0,Greedy,2285,2,if,if,accepted,Contingency.Condition,Contingency,0.9316429495811462,Contingency,False,"He claims to have robbed Mitchell's Insomniac role, but Mitchell confirms he woke up as the Insomniac, which would be impossible if James had robbed him."
7467,Gemma 4 4B,greedy_t0,Greedy,1339,2,if,if,accepted,Contingency.Condition,Contingency,0.9327767491340636,Contingency,False,"Ashley had previously admitted to being a Werewolf, meaning that if the swap was successful, Elliot became the Werewolf."
9997,Gemma 4 31B,run_1,Stochastic,1717,3,if,if,accepted,Contingency.Condition,Contingency,0.9340229034423828,Contingency,False,"This implies that if Paul was the Werewolf, he remains the Werewolf."
10665,Gemma 4 31B,run_2,Stochastic,1810,3,if,if,accepted,Contingency.Condition,Contingency,0.9340631365776062,Contingency,False,"Since Mike also claims to be the Revealer, his statement contradicts both James and Justin; if the Revealer card was in the center, Mike cannot be the Revealer."
9847,Gemma 4 31B,run_1,Stochastic,1698,2,if,If,accepted,Contingency.Condition,Contingency,0.9347108006477356,Contingency,False,"If this information is accurate, no player can be a Werewolf."
7703,Gemma 4 4B,greedy_t0,Greedy,1381,5,if,if,accepted,Contingency.Condition,Contingency,0.93755042552948,Contingency,False,Eliminating Justin would fulfill Team Village's win condition if he is indeed a Werewolf.
12826,Gemma 4 31B,greedy_t0,Greedy,2103,3,if,if,accepted,Contingency.Condition,Contingency,0.939949631690979,Contingency,False,"Therefore, if both claims are true, Elliot is now the Werewolf."
9208,Gemma 4 31B,run_1,Stochastic,1612,3,if,If,accepted,Contingency.Condition,Contingency,0.9410178661346436,Contingency,False,"If Justin was the Troublemaker and swapped Paul and Mitchell, Mitchell could only end the night as the Insomniac if Paul had the Insomniac card before the swap."
4305,Gemma 4 4B,run_1,Stochastic,829,2,if,If,accepted,Contingency.Condition,Contingency,0.9412581324577332,Contingency,False,"If Dan is lying, he is a Werewolf, and voting him out is the only path to victory for Team Village."
5240,Gemma 4 4B,run_2,Stochastic,979,3,if,if,accepted,Contingency.Condition,Contingency,0.9413405060768129,Contingency,False,"Since Team Village wins only if a Werewolf dies, and the Werewolf is believed to be in the center, voting out any player would risk losing the game."
814,Gemma 4 2B,run_1,Stochastic,155,3,if,If,accepted,Contingency.Condition,Contingency,0.9424654841423036,Contingency,False,"If Mike is indeed the Werewolf, eliminating Caitlynn ensures Team Village eliminates a Werewolf."
13160,Gemma 4 31B,greedy_t0,Greedy,2148,3,if,If,accepted,Contingency.Condition,Contingency,0.942499339580536,,False,"If Tyler is the Seer and saw the Werewolf card in the center, then no player is currently a Werewolf."
274,Gemma 4 2B,run_1,Stochastic,54,3,if,if,accepted,Contingency.Condition,Contingency,0.9437685012817384,Contingency,False,"Since the game rules state that Team Village wins if they eliminate a Werewolf, and given the strong suspicion directed towards Justin, he is the primary target."
11889,Gemma 4 31B,run_3,Stochastic,1980,4,if,if,accepted,Contingency.Condition,Contingency,0.943901538848877,,False,"Specifically, if Mitchell (Robber) stole the Tanner card from Justin, and James (Troublemaker) then swapped Justin and Mitchell, Justin would end the game as the Tanner."
6969,Gemma 4 4B,run_3,Stochastic,1261,3,if,if,accepted,Contingency.Condition,Contingency,0.9440414905548096,Contingency,False,"Since Team Village wins if at least one Werewolf is eliminated, James is the most certain target to vote out."
6130,Gemma 4 4B,run_2,Stochastic,1123,3,if,if,accepted,Contingency.Condition,Contingency,0.9442455172538756,Contingency,False,"Since Team Village wins if at least one Werewolf is eliminated, voting out Shane directly achieves the victory condition for Team Village."
8139,Gemma 4 4B,greedy_t0,Greedy,1452,3,if,if,accepted,Contingency.Condition,Contingency,0.9453352093696594,Contingency,False,"Since Team Village wins if at least one Werewolf is eliminated, and both James and Mike are confirmed Werewolves, either player is a valid target for the vote."
9610,Gemma 4 31B,run_1,Stochastic,1667,3,if,if,accepted,Contingency.Condition,Contingency,0.946395754814148,Contingency,False,"DeAndre claimed to be the Drunk, meaning he swapped his card with the center; if a Werewolf card was in the center, DeAndre is now the Werewolf, or he is simply lying about his role to hide that he is a Werewolf."
11671,Gemma 4 31B,run_3,Stochastic,1948,2,if,if,accepted,Contingency.Condition,Contingency,0.9464432001113892,Contingency,False,"If Ashley's claim of being the Troublemaker and swapping Sukeshi and Elliot is true, and Sukeshi started as the Tanner, then Sukeshi would now be the Werewolf if Elliot started as one."
9818,Gemma 4 31B,run_1,Stochastic,1695,2,if,If,accepted,Contingency.Condition,Contingency,0.946575403213501,,False,"If Mike started as the Robber and stole from Mitchell (the Troublemaker), and then Mitchell (as the Troublemaker) swapped Mike and Alana (the Seer), the final roles would be Mike as the Seer, Alana as the Troublemaker, and Mitchell as the Robber."
12379,Gemma 4 31B,run_3,Stochastic,2044,3,if,If,accepted,Contingency.Condition,Contingency,0.9471654891967772,Contingency,False,"If Dustin's information is correct, Katie is the only player who could have acquired a Werewolf card during the Night phase."
11730,Gemma 4 31B,run_3,Stochastic,1957,4,if,If,accepted,Contingency.Condition,Contingency,0.9492660164833068,Contingency,False,"If Tyler's information as the Seer is accurate, no player is a Werewolf."
2905,Gemma 4 2B,run_3,Stochastic,569,2,if,if,accepted,Contingency.Condition,Contingency,0.9501799941062928,Contingency,False,"Since Team Village wins if they eliminate a Werewolf, voting Justin out is the most direct path to victory."
7429,Gemma 4 4B,run_3,Stochastic,1332,4,if,if,accepted,Contingency.Condition,Contingency,0.9505993723869324,Contingency,False,"Since Team Village wins if they eliminate a Werewolf, and Laura is confirmed to be a Werewolf, she is the primary target."
11994,Gemma 4 31B,run_3,Stochastic,1994,3,if,If,accepted,Contingency.Condition,Contingency,0.9513956904411316,,False,"If Paul (Robber) stole the Troublemaker card from Justin and then swapped Justin (now Robber) with Mitchell (Werewolf), Justin would end the night as the Werewolf."
4883,Gemma 4 4B,run_1,Stochastic,920,2,if,if,accepted,Contingency.Condition,Contingency,0.952407717704773,Contingency,False,"Since Team Village wins if they eliminate a Werewolf, Mike is the primary target."
12768,Gemma 4 31B,run_3,Stochastic,2095,3,if,If,accepted,Contingency.Condition,Contingency,0.9528899788856506,,False,"If the Werewolf card is in the center, then no player is a Werewolf, and Team Village wins by voting for 'No Werewolf'."
10350,Gemma 4 31B,run_2,Stochastic,1766,3,if,If,accepted,Contingency.Condition,Contingency,0.9543015360832214,Contingency,False,"If Tyler's information is correct and Paul's swap occurred, the Werewolf card moved from Justin to Mitchell."
11938,Gemma 4 31B,run_3,Stochastic,1986,2,if,if,accepted,Contingency.Condition,Contingency,0.9549770355224608,Contingency,False,"James suggested that if Mike saw werewolves in the center, Mitchell (who claimed to be the Drunk and swapped his card with one from the center) likely picked up a werewolf card."
7323,Gemma 4 4B,run_3,Stochastic,1314,4,if,if,accepted,Contingency.Condition,Contingency,0.9550439119338988,Contingency,False,"Since Team Village wins if at least one Werewolf dies, eliminating Shane, who has openly admitted to being a Werewolf, is the optimal strategy."
12128,Gemma 4 31B,run_3,Stochastic,2009,2,if,if,accepted,Contingency.Condition,Contingency,0.9556049704551696,Contingency,False,"However, Justin claims to have performed the reveal action himself ('I looked at one of you motherfuckers'), which would be impossible if Mitchell had already stolen the card, as the Robber acts before the Revealer."
5480,Gemma 4 4B,run_2,Stochastic,1020,2,if,If,accepted,Contingency.Condition,Contingency,0.9559797048568726,Contingency,False,"If Dan is telling the truth, Team Village wins by default, as no Werewolves are among the players."
11232,Gemma 4 31B,run_2,Stochastic,1889,2,if,if,accepted,Contingency.Condition,Contingency,0.956099569797516,Contingency,False,"Eric, claiming to be the Seer, stated that one Werewolf card was in the center, which implies that if Mike is a Werewolf, he is the only one among the players."
9501,Gemma 4 31B,run_1,Stochastic,1652,2,if,if,accepted,Contingency.Condition,Contingency,0.9566524624824524,Contingency,False,"Paul claims to be the Tanner, which would make him a dangerous target as the Tanner wins if eliminated."
13728,Gemma 4 31B,greedy_t0,Greedy,2228,3,if,If,accepted,Contingency.Condition,Contingency,0.9567540287971495,Contingency,False,"If Mike robbed Mitchell and Paul switched them, Mitchell remains the Tanner, leaving Justin as the only plausible Werewolf."
7950,Gemma 4 4B,greedy_t0,Greedy,1422,3,if,if,accepted,Contingency.Condition,Contingency,0.957323431968689,Contingency,False,"Since Team Village wins if at least one Werewolf is eliminated, Justin is the primary target."
4505,Gemma 4 4B,run_1,Stochastic,861,2,if,if,accepted,Contingency.Condition,Contingency,0.9585320949554444,Contingency,False,"Since Team Village wins if at least one Werewolf is eliminated, Caitlynn is the clear target."
5556,Gemma 4 4B,run_2,Stochastic,1032,3,if,if,accepted,Contingency.Condition,Contingency,0.9585773348808287,Contingency,False,"Since Team Village wins if at least one Werewolf dies, voting out Justin is the most direct path to victory."
5793,Gemma 4 4B,run_2,Stochastic,1070,2,if,if,accepted,Contingency.Condition,Contingency,0.9595385193824768,Contingency,False,"Since Team Village wins if at least one Werewolf is eliminated, and James and Mike are confirmed Werewolves, one of them must be targeted."
10409,Gemma 4 31B,run_2,Stochastic,1776,2,if,if,accepted,Contingency.Condition,Contingency,0.9598196744918824,Contingency,False,"Justin's claim that he saw a Werewolf and a Drunk in the center is a common bluff used by Werewolves to convince the Village that no Werewolf is present among the players, which would lead to a Werewolf victory if the Village votes 'No Werewolf'."
3034,Gemma 4 2B,greedy_t0,Greedy,594,3,if,if,accepted,Contingency.Condition,Contingency,0.9600319266319276,Contingency,False,"Since Team Village wins if they eliminate a Werewolf, and if no Werewolf is present, they win if no one dies, I conclude that no Werewolf is present."
13338,Gemma 4 31B,greedy_t0,Greedy,2175,4,if,if,accepted,Contingency.Condition,Contingency,0.9611502289772034,Contingency,False,"While Mike's claim as Seer suggests a Werewolf might be in the center, this is possible if there are two Werewolves in the game or if Mike is bluffing."
6412,Gemma 4 4B,run_3,Stochastic,1171,3,if,if,accepted,Contingency.Condition,Contingency,0.9616348147392272,Contingency,False,"Since Team Village wins if they eliminate a Werewolf, targeting Kaelan is the most direct path to victory."
2325,Gemma 4 2B,run_3,Stochastic,454,3,if,if,accepted,Contingency.Condition,Contingency,0.961815357208252,Contingency,False,"Given the lack of actionable information, the safest and most logical choice is to assume that all Werewolf cards remain in the center, which satisfies the Team Village winning condition if no one dies."
7487,Gemma 4 4B,greedy_t0,Greedy,1343,2,if,if,accepted,Contingency.Condition,Contingency,0.9618914127349854,Contingency,False,"She is characterized by extreme silence and evasion, which leads the group to speculate that she might be the Tanner, a role that prevents Team Village from winning if she dies."
7820,Gemma 4 4B,greedy_t0,Greedy,1402,3,if,If,accepted,Contingency.Condition,Contingency,0.964491069316864,Contingency,False,"If Dan is telling the truth, he is a valuable ally; if he is lying, he is a Werewolf."
8778,Gemma 4 31B,run_1,Stochastic,1553,4,if,if,accepted,Contingency.Condition,Contingency,0.9649448394775392,Contingency,False,"In this scenario, Team Village wins if no one is voted out."
12601,Gemma 4 31B,run_3,Stochastic,2072,4,if,if,accepted,Contingency.Condition,Contingency,0.9649448394775392,Contingency,False,"In this scenario, Team Village wins if no one is voted out."
13791,Gemma 4 31B,greedy_t0,Greedy,2236,4,if,if,accepted,Contingency.Condition,Contingency,0.9649448394775392,Contingency,False,"In this scenario, Team Village wins if no one is voted out."
2268,Gemma 4 2B,run_3,Stochastic,441,3,if,if,accepted,Contingency.Condition,Contingency,0.9652737379074096,Contingency,False,"Since I cannot confirm the presence of a Werewolf, I must adhere to the rule that allows me to indicate 'No Werewolf' if I am confident none are present."
