occurrence_id,model,game_id,session_name,run_label,run_number,decoding_group,justification_id,sentence_id,sentence_text,candidate_surface,connective_surface,char_spans,start,end,n_char_spans,is_discontinuous,is_connective,raw_sense,top_level,confidence,relation_type
1488,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game9,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,run_2,2,Stochastic,271,2,"Since Team Village's goal is to eliminate a Werewolf, James is the most likely candidate identified as the Werewolf by another player, making him the target for elimination.",as,as,291-293,291,293,1,False,False,NoSense,,0.9999998807907104,Explicit
1489,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game9,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,run_2,2,Stochastic,271,2,"Since Team Village's goal is to eliminate a Werewolf, James is the most likely candidate identified as the Werewolf by another player, making him the target for elimination.",for,for,348-351,348,351,1,False,False,NoSense,,1.0,Explicit
1490,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,272,1,The discussion revolves heavily around role swapping and mutual accusations rather than concrete evidence of a Werewolf's night actions or identity.,and,and,53-56,53,56,1,False,False,NoSense,,0.9999998807907104,Explicit
1491,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,272,1,The discussion revolves heavily around role swapping and mutual accusations rather than concrete evidence of a Werewolf's night actions or identity.,rather,rather,76-82,76,82,1,False,False,NoSense,,0.9999995231628418,Explicit
1492,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,272,1,The discussion revolves heavily around role swapping and mutual accusations rather than concrete evidence of a Werewolf's night actions or identity.,or,or,136-138,136,138,1,False,False,NoSense,,1.0,Explicit
1493,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,272,2,"Paul suspects Mitchell might be a Werewolf, and Justin suggests this possibility, but Mitchell denies it.",and,and,193-196,193,196,1,False,True,Expansion.Conjunction,Expansion,0.942789614200592,Explicit
1494,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,272,2,"Paul suspects Mitchell might be a Werewolf, and Justin suggests this possibility, but Mitchell denies it.",but,but,231-234,231,234,1,False,True,Comparison.Contrast,Comparison,0.5601621270179749,Explicit
1495,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,272,3,"Since there is no confirmed Werewolf action or clear identification, I cannot confidently target a player for elimination based on the provided transcript.",since,Since,255-260,255,260,1,False,True,Contingency.Cause,Contingency,0.995438277721405,Explicit
1496,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,272,3,"Since there is no confirmed Werewolf action or clear identification, I cannot confidently target a player for elimination based on the provided transcript.",or,or,299-301,299,301,1,False,False,NoSense,,1.0,Explicit
1497,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,272,3,"Since there is no confirmed Werewolf action or clear identification, I cannot confidently target a player for elimination based on the provided transcript.",for,for,361-364,361,364,1,False,False,NoSense,,1.0,Explicit
1498,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,273,1,"The discussion centers on a conflicting claim regarding who the Werewolf is, with Justin asserting he was the Werewolf from the beginning and Mitchell countering that Justin was a Robber who took the role.",and,and,138-141,138,141,1,False,False,NoSense,,0.5173304677009583,Explicit
1499,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,273,3,"Since Team Village wins by eliminating a Werewolf, Mitchell is the player most strongly accused and therefore the primary target to eliminate.",since,Since,254-259,254,259,1,False,True,Contingency.Cause,Contingency,0.9506908655166626,Explicit
1500,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,273,3,"Since Team Village wins by eliminating a Werewolf, Mitchell is the player most strongly accused and therefore the primary target to eliminate.",and,and,350-353,350,353,1,False,False,NoSense,,0.9999926090240479,Explicit
1501,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,273,3,"Since Team Village wins by eliminating a Werewolf, Mitchell is the player most strongly accused and therefore the primary target to eliminate.",therefore,therefore,354-363,354,363,1,False,True,Contingency.Cause,Contingency,0.9960622191429138,Explicit
1502,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game3,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,274,1,"The discussion is highly confusing and contradictory, with players accusing each other of lying about their roles and observations.",and,and,35-38,35,38,1,False,False,NoSense,,0.9999984502792358,Explicit
1503,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game3,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,274,1,"The discussion is highly confusing and contradictory, with players accusing each other of lying about their roles and observations.",and,and,114-117,114,117,1,False,False,NoSense,,0.9999998807907104,Explicit
1504,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game3,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,274,2,"Mitchell makes strong claims about seeing two werewolves, which is a common tactic to sow distrust, but there is no concrete evidence or confirmed Werewolf action in the transcript.",but,but,232-235,232,235,1,False,True,Comparison.Contrast,Comparison,0.5956200957298279,Explicit
1505,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game3,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,274,2,"Mitchell makes strong claims about seeing two werewolves, which is a common tactic to sow distrust, but there is no concrete evidence or confirmed Werewolf action in the transcript.",or,or,266-268,266,268,1,False,False,NoSense,,1.0,Explicit
1506,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game3,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,274,3,"Paul asserts he was the original Werewolf, but Mitchell denies this and claims to be the Seer.",but,but,357-360,357,360,1,False,True,Comparison.Contrast,Comparison,0.6572205424308777,Explicit
1507,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game3,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,274,3,"Paul asserts he was the original Werewolf, but Mitchell denies this and claims to be the Seer.",and,and,382-385,382,385,1,False,False,NoSense,,0.9996084570884705,Explicit
1508,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game3,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,274,4,"Without a clear Werewolf action or a definitive lie that confirms a Werewolf's identity, it is impossible to confidently vote out a player.",or,or,441-443,441,443,1,False,False,NoSense,,0.9999998807907104,Explicit
1509,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game4,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,275,1,"The discussion transcript focuses heavily on role swapping and confusion regarding who was which role (Troublemaker, Seer, Robber, Insomniac).",and,and,59-62,59,62,1,False,False,NoSense,,0.9999979734420776,Explicit
1510,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game4,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,275,2,There is no explicit evidence or confirmation that a Werewolf was present or performed any Werewolf actions during the Night phase.,or,or,173-175,173,175,1,False,False,NoSense,,1.0,Explicit
1511,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game4,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,275,2,There is no explicit evidence or confirmation that a Werewolf was present or performed any Werewolf actions during the Night phase.,or,or,217-219,217,219,1,False,False,NoSense,,0.9999995231628418,Explicit
1512,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game4,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,275,3,"Since Team Village wins if no Werewolf is present and no one dies, and I cannot confirm a Werewolf's presence, I will assume no Werewolf is currently active.",since,Since,275-280,275,280,1,False,True,Contingency.Cause,Contingency,0.9762300252914429,Explicit
1513,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game4,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,275,3,"Since Team Village wins if no Werewolf is present and no one dies, and I cannot confirm a Werewolf's presence, I will assume no Werewolf is currently active.",if,if,299-301,299,301,1,False,True,Contingency.Condition,Contingency,0.9914976954460144,Explicit
1514,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game4,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,275,3,"Since Team Village wins if no Werewolf is present and no one dies, and I cannot confirm a Werewolf's presence, I will assume no Werewolf is currently active.",and,and,325-328,325,328,1,False,True,Expansion.Conjunction,Expansion,0.9994779229164124,Explicit
1515,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game4,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,275,3,"Since Team Village wins if no Werewolf is present and no one dies, and I cannot confirm a Werewolf's presence, I will assume no Werewolf is currently active.",and,and,342-345,342,345,1,False,True,Expansion.Conjunction,Expansion,0.8835460543632507,Explicit
1516,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game5,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,276,1,"The transcript shows Justin explicitly admitting to being the Werewolf (81), and Paul strongly supports this belief, stating 'Justin is still the werewolf' (89).",and,and,77-80,77,80,1,False,True,Expansion.Conjunction,Expansion,0.9467988014221191,Explicit
1517,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game5,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,276,1,"The transcript shows Justin explicitly admitting to being the Werewolf (81), and Paul strongly supports this belief, stating 'Justin is still the werewolf' (89).",still,still,136-141,136,141,1,False,False,NoSense,,0.9413837194442749,Explicit
1518,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game5,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,276,2,"Since Team Village wins by eliminating a Werewolf, voting for Justin is the most logical move to achieve the objective.",since,Since,162-167,162,167,1,False,True,Contingency.Cause,Contingency,0.9686722755432129,Explicit
1519,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game5,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,276,2,"Since Team Village wins by eliminating a Werewolf, voting for Justin is the most logical move to achieve the objective.",for,for,220-223,220,223,1,False,False,NoSense,,1.0,Explicit
1520,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game5,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,276,3,"While the discussion is highly confusing regarding roles, Justin's self-identification is the strongest piece of evidence available.",while,While,282-287,282,287,1,False,True,Comparison.Contrast,Comparison,0.6200245022773743,Explicit
1521,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game6,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,277,1,The transcript is highly confusing regarding the final roles and who switched cards during the night phase.,and,and,61-64,61,64,1,False,False,NoSense,,0.9916368126869202,Explicit
1522,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game6,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,277,2,"While players are discussing role swaps and claims about being a Werewolf, there is no definitive confirmation that a Werewolf survived the night.",while,While,108-113,108,113,1,False,True,Comparison.Contrast,Comparison,0.6540015935897827,Explicit
1523,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game6,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,277,2,"While players are discussing role swaps and claims about being a Werewolf, there is no definitive confirmation that a Werewolf survived the night.",and,and,148-151,148,151,1,False,False,NoSense,,0.9999998807907104,Explicit
1524,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game6,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,277,3,"Since Team Village wins if no Werewolf is present and no one dies, and given the lack of concrete evidence pointing to a Werewolf, I conclude that no Werewolf is confirmed.",since,Since,255-260,255,260,1,False,True,Contingency.Cause,Contingency,0.9303473234176636,Explicit
1525,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game6,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,277,3,"Since Team Village wins if no Werewolf is present and no one dies, and given the lack of concrete evidence pointing to a Werewolf, I conclude that no Werewolf is confirmed.",if,if,279-281,279,281,1,False,True,Contingency.Condition,Contingency,0.9948877692222595,Explicit
1526,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game6,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,277,3,"Since Team Village wins if no Werewolf is present and no one dies, and given the lack of concrete evidence pointing to a Werewolf, I conclude that no Werewolf is confirmed.",and,and,305-308,305,308,1,False,True,Expansion.Conjunction,Expansion,0.9993638396263123,Explicit
1527,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game6,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,277,3,"Since Team Village wins if no Werewolf is present and no one dies, and given the lack of concrete evidence pointing to a Werewolf, I conclude that no Werewolf is confirmed.",and,and,322-325,322,325,1,False,False,NoSense,,0.7428537011146545,Explicit
1528,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game7,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,278,1,"The transcript contains multiple indications that Justin and Paul are Werewolves, with Mitchell confirming this accusation.",and,and,57-60,57,60,1,False,False,NoSense,,0.9999792575836182,Explicit
1529,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game7,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,278,2,"Since Team Village wins by eliminating a Werewolf, voting for either Justin or Paul is the correct strategy.",since,Since,124-129,124,129,1,False,True,Contingency.Cause,Contingency,0.9694483876228333,Explicit
1530,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game7,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,278,2,"Since Team Village wins by eliminating a Werewolf, voting for either Justin or Paul is the correct strategy.",for,for,182-185,182,185,1,False,False,NoSense,,1.0,Explicit
1531,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game7,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,278,2,"Since Team Village wins by eliminating a Werewolf, voting for either Justin or Paul is the correct strategy.",either or,either or,186-192;200-202,186,202,2,True,False,NoSense,,0.9999978542327881,Explicit
1532,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game7,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,278,2,"Since Team Village wins by eliminating a Werewolf, voting for either Justin or Paul is the correct strategy.",or,or,200-202,200,202,1,False,False,NoSense,,1.0,Explicit
1533,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game7,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,278,3,"As both players are identified as Werewolves, eliminating one of them satisfies the Team Village winning condition.",as,As,233-235,233,235,1,False,True,Contingency.Cause,Contingency,0.8878133296966553,Explicit
1534,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game7,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,278,3,"As both players are identified as Werewolves, eliminating one of them satisfies the Team Village winning condition.",as,as,264-266,264,266,1,False,False,NoSense,,1.0,Explicit
1535,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game7,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,278,4,I will vote for Paul.,for,for,361-364,361,364,1,False,False,NoSense,,0.9999998807907104,Explicit
1536,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game8,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,279,1,"The discussion transcript is highly confusing due to alleged role swaps (Seer, Robber, Insomniac, Tanner) and contradictory claims regarding who is who.",and,and,106-109,106,109,1,False,False,NoSense,,0.9999996423721313,Explicit
1537,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game8,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,279,2,"While Mitchell and Paul make accusations suggesting a Werewolf is present, there is no concrete evidence or reliable information to confirm a Werewolf's identity.",while,While,153-158,153,158,1,False,True,Comparison.Contrast,Comparison,0.7866936326026917,Explicit
1538,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game8,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,279,2,"While Mitchell and Paul make accusations suggesting a Werewolf is present, there is no concrete evidence or reliable information to confirm a Werewolf's identity.",and,and,168-171,168,171,1,False,False,NoSense,,0.9999041557312012,Explicit
1539,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game8,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,279,2,"While Mitchell and Paul make accusations suggesting a Werewolf is present, there is no concrete evidence or reliable information to confirm a Werewolf's identity.",or,or,258-260,258,260,1,False,False,NoSense,,1.0,Explicit
1540,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game8,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,279,3,"Since Team Village wins only by eliminating a Werewolf, and there is no clear identification, I cannot confidently select a target.",since,Since,316-321,316,321,1,False,True,Contingency.Cause,Contingency,0.9933366775512695,Explicit
1541,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game8,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_2,2,Stochastic,279,3,"Since Team Village wins only by eliminating a Werewolf, and there is no clear identification, I cannot confidently select a target.",and,and,372-375,372,375,1,False,True,Expansion.Conjunction,Expansion,0.9910802245140076,Explicit
1542,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,run_2,2,Stochastic,280,1,"The discussion is highly confusing due to multiple role swaps and self-claims, making definitive identification difficult.",and,and,62-65,62,65,1,False,False,NoSense,,0.9999997615814209,Explicit
1543,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,run_2,2,Stochastic,280,2,"However, Jordan2 initially claimed to be the Werewolf, and Meryl later claimed to be a Werewolf.",however,However,123-130,123,130,1,False,True,Comparison.Contrast,Comparison,0.8336216807365417,Explicit
1544,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,run_2,2,Stochastic,280,2,"However, Jordan2 initially claimed to be the Werewolf, and Meryl later claimed to be a Werewolf.",and,and,178-181,178,181,1,False,True,Expansion.Conjunction,Expansion,0.6543872356414795,Explicit
1545,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,run_2,2,Stochastic,280,2,"However, Jordan2 initially claimed to be the Werewolf, and Meryl later claimed to be a Werewolf.",later,later,188-193,188,193,1,False,True,Temporal.Asynchronous,Temporal,0.956317663192749,Explicit
1546,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,run_2,2,Stochastic,280,3,"Since Team Village needs to eliminate a Werewolf to win, targeting a player who explicitly claims the Werewolf role is the most logical move.",since,Since,220-225,220,225,1,False,True,Contingency.Cause,Contingency,0.9949691891670227,Explicit
1547,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,run_2,2,Stochastic,280,4,Jordan2's initial claim provides a strong starting point for suspicion.,for,for,419-422,419,422,1,False,False,NoSense,,0.9999997615814209,Explicit
1548,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,run_2,2,Stochastic,281,1,"The discussion transcript is highly confusing and filled with conflicting claims regarding roles and accusations, making it impossible to definitively identify a Werewolf.",and,and,46-49,46,49,1,False,False,NoSense,,0.9999825954437256,Explicit
1549,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,run_2,2,Stochastic,281,1,"The discussion transcript is highly confusing and filled with conflicting claims regarding roles and accusations, making it impossible to definitively identify a Werewolf.",and,and,97-100,97,100,1,False,False,NoSense,,0.9999998807907104,Explicit
1550,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,run_2,2,Stochastic,281,2,"While several players accuse others of being Werewolves, the claims are not substantiated by concrete evidence or confirmed night actions.",while,While,172-177,172,177,1,False,True,Comparison.Contrast,Comparison,0.7334856986999512,Explicit
1551,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,run_2,2,Stochastic,281,2,"While several players accuse others of being Werewolves, the claims are not substantiated by concrete evidence or confirmed night actions.",or,or,283-285,283,285,1,False,False,NoSense,,1.0,Explicit
1552,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,run_2,2,Stochastic,281,3,"Since Team Village wins only by eliminating a Werewolf, and no Werewolf has been conclusively identified, I cannot make a successful vote.",since,Since,311-316,311,316,1,False,True,Contingency.Cause,Contingency,0.9812844395637512,Explicit
1553,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,run_2,2,Stochastic,281,3,"Since Team Village wins only by eliminating a Werewolf, and no Werewolf has been conclusively identified, I cannot make a successful vote.",and,and,367-370,367,370,1,False,True,Expansion.Conjunction,Expansion,0.9927244782447815,Explicit
1554,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016,run_2,2,Stochastic,282,1,"The discussion heavily centers around identifying the Werewolf, with Justin suggesting Mike is the Werewolf because Mike allegedly used the Revealer role to set up a target.",because,because,108-115,108,115,1,False,True,Contingency.Cause,Contingency,0.9999728202819824,Explicit
1555,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016,run_2,2,Stochastic,282,2,"Several players, including James, Alban, and Mitchell, explicitly vote for Mike, making him the primary suspect.",and,and,215-218,215,218,1,False,False,NoSense,,0.9999909400939941,Explicit
1556,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016,run_2,2,Stochastic,282,2,"Several players, including James, Alban, and Mitchell, explicitly vote for Mike, making him the primary suspect.",for,for,245-248,245,248,1,False,False,NoSense,,1.0,Explicit
1557,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016,run_2,2,Stochastic,282,3,"Since Team Village wins by eliminating a Werewolf, voting out Mike is the best strategic move based on the current information.",since,Since,287-292,287,292,1,False,True,Contingency.Cause,Contingency,0.947586715221405,Explicit
1558,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough / Game1,One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough,run_2,2,Stochastic,283,1,The transcript is extremely confusing due to multiple role swaps and conflicting claims regarding who is a Villager or Werewolf.,and,and,65-68,65,68,1,False,False,NoSense,,0.9999998807907104,Explicit
