justification_id,model_under_annotation,is_correct,vote,sentence_id,text,rule_mentioned,category,use,evidence_span,other_description
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5__Game4__run_3,31B,False,Justin,2,"He later explains a complex sequence (Line 79) where he believes he acted as the Troublemaker and swapped Justin and Mitchell, which would only happen if he stole the Troublemaker card from Justin.",True,Testimony,used,he believes he acted as the Troublemaker and swapped Justin and Mitchell,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5__Game4__run_3,31B,False,Justin,2,"He later explains a complex sequence (Line 79) where he believes he acted as the Troublemaker and swapped Justin and Mitchell, which would only happen if he stole the Troublemaker card from Justin.",True,Deduction,used,which would only happen if he stole the Troublemaker card from Justin,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5__Game4__run_3,31B,False,Justin,3,"If Paul (Robber) stole the Troublemaker card from Justin and then swapped Justin (now Robber) with Mitchell (Werewolf), Justin would end the night as the Werewolf.",True,Deduction,used,"If Paul (Robber) stole the Troublemaker card from Justin and then swapped Justin (now Robber) with Mitchell (Werewolf), Justin would end the night as the Werewolf",
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5__Game4__run_3,31B,False,Justin,4,"Mitchell's claim to be the Insomniac is likely a bluff to avoid suspicion, as it contradicts the Robber/Troublemaker logic Paul is describing.",False,Behavioral,used,Mitchell's claim to be the Insomniac is likely a bluff to avoid suspicion,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5__Game4__run_3,31B,False,Justin,4,"Mitchell's claim to be the Insomniac is likely a bluff to avoid suspicion, as it contradicts the Robber/Troublemaker logic Paul is describing.",False,Consistency,used,it contradicts the Robber/Troublemaker logic Paul is describing,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018__Game3__run_1,31B,False,Mike,1,"Justin and Mike both claim to be the Seer, meaning one is likely lying.",False,Consistency,used,"Justin and Mike both claim to be the Seer, meaning one is likely lying",
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018__Game3__run_1,31B,False,Mike,2,"While Justin admits to lying about the contents of the center cards to bait Mike, James (who claims a power role) strongly defends Justin and explicitly states, 'We're killing Mike.'",False,Testimony,mentioned,Justin admits to lying about the contents of the center cards to bait Mike,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018__Game3__run_1,31B,False,Mike,2,"While Justin admits to lying about the contents of the center cards to bait Mike, James (who claims a power role) strongly defends Justin and explicitly states, 'We're killing Mike.'",False,Testimony,mentioned,who claims a power role,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018__Game3__run_1,31B,False,Mike,2,"While Justin admits to lying about the contents of the center cards to bait Mike, James (who claims a power role) strongly defends Justin and explicitly states, 'We're killing Mike.'",False,Social,mentioned,"strongly defends Justin and explicitly states, 'We're killing Mike.'",
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018__Game3__run_1,31B,False,Mike,3,"Mike, Caitlynn, and Mitchell are all coordinating to push the vote toward Justin, which is a common strategy for Team Werewolf to frame a Village player.",False,Behavioral,used,"coordinating to push the vote toward Justin, which is a common strategy for Team Werewolf to frame a Village player",
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018__Game3__run_1,31B,False,Mike,4,"Given James's support for Justin and Mike's insistence on framing him, Mike is the most likely Werewolf.",False,Social,used,James's support for Justin,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018__Game3__run_1,31B,False,Mike,4,"Given James's support for Justin and Mike's insistence on framing him, Mike is the most likely Werewolf.",False,Behavioral,used,Mike's insistence on framing him,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018__Game4__run_1,31B,False,Mike,1,"Both Mitchell and Mike admit to being Werewolves, with Mitchell explicitly stating, 'me and Mike, we had a plan...",False,Testimony,used,Both Mitchell and Mike admit to being Werewolves,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018__Game4__run_1,31B,False,Mike,2,two werewolves'.,False,Testimony,used,two werewolves,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018__Game4__run_1,31B,False,Mike,3,"While the discussion is chaotic and involves claims of role swaps, the admission of being on the Werewolf team is the strongest evidence available.",True,Testimony,discounted,claims of role swaps,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018__Game4__run_1,31B,False,Mike,3,"While the discussion is chaotic and involves claims of role swaps, the admission of being on the Werewolf team is the strongest evidence available.",True,Testimony,used,the admission of being on the Werewolf team,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018__Game4__run_1,31B,False,Mike,4,"Mitchell is actively pushing for Mike to be voted out, and Justin agrees, making Mike the most probable target for a Village victory.",True,Social,used,"Mitchell is actively pushing for Mike to be voted out, and Justin agrees",
4B__Ego4D__0c2659db-7bd4-4b37-9b08-4e247befe382__Game5__greedy_t0,4B,True,Chris,1,"The discussion is highly chaotic, involving numerous role swaps and conflicting accusations, making definitive identification impossible.",True,Consistency,mentioned,conflicting accusations,
4B__Ego4D__0c2659db-7bd4-4b37-9b08-4e247befe382__Game5__greedy_t0,4B,True,Chris,2,"However, Elliot made the most direct and unambiguous accusation in the transcript, stating that Chris is the Werewolf (159).",False,Social,used,"Elliot made the most direct and unambiguous accusation in the transcript, stating that Chris is the Werewolf",
4B__Ego4D__0c2659db-7bd4-4b37-9b08-4e247befe382__Game5__greedy_t0,4B,True,Chris,3,"While this is merely an accusation and not proof, it represents the strongest single piece of evidence pointing toward a specific player's alignment.",False,Social,used,"this is merely an accusation and not proof, it represents the strongest single piece of evidence pointing toward a specific player's alignment",
4B__Ego4D__0c2659db-7bd4-4b37-9b08-4e247befe382__Game5__greedy_t0,4B,True,Chris,4,"To maximize the chance of Team Village winning, I am choosing the player who was most directly accused of being a Werewolf.",True,Payoff,used,To maximize the chance of Team Village winning,
4B__Ego4D__0c2659db-7bd4-4b37-9b08-4e247befe382__Game5__greedy_t0,4B,True,Chris,4,"To maximize the chance of Team Village winning, I am choosing the player who was most directly accused of being a Werewolf.",True,Social,used,the player who was most directly accused of being a Werewolf,
4B__Ego4D__0c2659db-7bd4-4b37-9b08-4e247befe382__Game8__run_3,4B,False,Sian,1,Sian is the most consistently targeted and suspicious player throughout the discussion.,False,Social,used,most consistently targeted and suspicious player throughout the discussion,
4B__Ego4D__0c2659db-7bd4-4b37-9b08-4e247befe382__Game8__run_3,4B,False,Sian,2,"She maintains extreme silence and offers minimal, evasive responses ('No comment,' 'I was sleeping soundly'), which the other players interpret as signs of guilt.",False,Behavioral,used,"maintains extreme silence and offers minimal, evasive responses ('No comment,' 'I was sleeping soundly')",
4B__Ego4D__0c2659db-7bd4-4b37-9b08-4e247befe382__Game8__run_3,4B,False,Sian,2,"She maintains extreme silence and offers minimal, evasive responses ('No comment,' 'I was sleeping soundly'), which the other players interpret as signs of guilt.",False,Social,used,the other players interpret as signs of guilt,
4B__Ego4D__0c2659db-7bd4-4b37-9b08-4e247befe382__Game8__run_3,4B,False,Sian,3,"While the discussion involves complex role swaps, Sian's lack of participation and her defensive demeanor make her the prime suspect for a Werewolf or a role that benefits from being eliminated.",True,Behavioral,used,Sian's lack of participation and her defensive demeanor,
4B__Ego4D__0c2659db-7bd4-4b37-9b08-4e247befe382__Game8__run_3,4B,False,Sian,4,"Given the collective momentum of the group, targeting Sian is the most logical move to achieve Team Village's win condition.",True,Social,used,collective momentum of the group,
4B__Ego4D__0c2659db-7bd4-4b37-9b08-4e247befe382__Game8__run_3,4B,False,Sian,4,"Given the collective momentum of the group, targeting Sian is the most logical move to achieve Team Village's win condition.",True,Payoff,used,targeting Sian is the most logical move to achieve Team Village's win condition,
4B__Ego4D__2ba4023c-a8bf-43ad-ad5a-80ba222ce990__Game8__greedy_t0,4B,False,Erin,1,"The discussion transcript shows a strong consensus among several players, particularly Tyler and Clint, who repeatedly accuse Erin of being a Werewolf.",False,Social,used,"strong consensus among several players, particularly Tyler and Clint, who repeatedly accuse Erin of being a Werewolf",
4B__Ego4D__2ba4023c-a8bf-43ad-ad5a-80ba222ce990__Game8__greedy_t0,4B,False,Erin,2,"Tyler and Clint's accusations are consistent throughout the latter half of the conversation, despite the confusion caused by role swaps.",True,Consistency,used,Tyler and Clint's accusations are consistent throughout the latter half of the conversation,
4B__Ego4D__2ba4023c-a8bf-43ad-ad5a-80ba222ce990__Game8__greedy_t0,4B,False,Erin,3,"While Margaret raises suspicions about Tyler's claims regarding the Robber/Insomniac roles, the collective focus and repeated accusations against Erin make her the most probable target for elimination to ensure Team Village wins.",True,Social,discounted,Margaret raises suspicions about Tyler's claims regarding the Robber/Insomniac roles,
4B__Ego4D__2ba4023c-a8bf-43ad-ad5a-80ba222ce990__Game8__greedy_t0,4B,False,Erin,3,"While Margaret raises suspicions about Tyler's claims regarding the Robber/Insomniac roles, the collective focus and repeated accusations against Erin make her the most probable target for elimination to ensure Team Village wins.",True,Social,used,the collective focus and repeated accusations against Erin,
4B__Ego4D__2ba4023c-a8bf-43ad-ad5a-80ba222ce990__Game8__greedy_t0,4B,False,Erin,3,"While Margaret raises suspicions about Tyler's claims regarding the Robber/Insomniac roles, the collective focus and repeated accusations against Erin make her the most probable target for elimination to ensure Team Village wins.",True,Payoff,used,to ensure Team Village wins,
4B__Ego4D__3ba069be-60fa-47fc-bd7b-f85bf649a5bd__Game6__run_2,4B,True,No Werewolf,2,"Despite the confusion and accusations, no player has ever claimed to be a Werewolf, nor has any player been definitively identified as one.",False,Other,used,"no player has ever claimed to be a Werewolf, nor has any player been definitively identified as one",absence of any Werewolf claim or identification
4B__Ego4D__3ba069be-60fa-47fc-bd7b-f85bf649a5bd__Game6__run_2,4B,True,No Werewolf,3,"Given the lack of any evidence pointing toward a Werewolf, the most logical conclusion is that the Werewolf cards are currently in the role pool, allowing Team Village to win under the condition that no Werewolf is present among the players.",True,Other,used,lack of any evidence pointing toward a Werewolf,absence of evidence pointing toward a Werewolf
4B__Ego4D__3ba069be-60fa-47fc-bd7b-f85bf649a5bd__Game6__run_2,4B,True,No Werewolf,3,"Given the lack of any evidence pointing toward a Werewolf, the most logical conclusion is that the Werewolf cards are currently in the role pool, allowing Team Village to win under the condition that no Werewolf is present among the players.",True,Payoff,used,allowing Team Village to win under the condition that no Werewolf is present among the players,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1__Game3__run_2,4B,False,Alvin,1,Alvin is the most suspicious player because he immediately and aggressively accused Justin of being a Werewolf while claiming the Seer role.,False,Behavioral,used,immediately and aggressively accused Justin of being a Werewolf while claiming the Seer role,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1__Game3__run_2,4B,False,Alvin,2,"However, both James and Mitchell expressed deep skepticism regarding Alvin's motives and consistency, suggesting he might be lying or manipulating the situation.",False,Social,used,"both James and Mitchell expressed deep skepticism regarding Alvin's motives and consistency, suggesting he might be lying or manipulating the situation",
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1__Game3__run_2,4B,False,Alvin,3,"A Werewolf often attempts to control the narrative and deflect suspicion, which aligns with Alvin's behavior of making a strong accusation and then attempting to defend the accused.",False,Behavioral,used,"A Werewolf often attempts to control the narrative and deflect suspicion, which aligns with Alvin's behavior of making a strong accusation and then attempting to defend the accused",
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1__Game5__greedy_t0,4B,True,Mitchell,1,"The discussion quickly escalated into accusations, and the majority of the players converged on Mitchell as the primary suspect.",False,Social,used,the majority of the players converged on Mitchell as the primary suspect,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1__Game5__greedy_t0,4B,True,Mitchell,2,"Mitchell made several strong claims, including asserting he was the Seer and later claiming to have seen the Werewolf, which led to intense scrutiny.",False,Testimony,mentioned,asserting he was the Seer and later claiming to have seen the Werewolf,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1__Game5__greedy_t0,4B,True,Mitchell,3,"Despite Mitchell's claims, the collective suspicion from James, Justin, and even Alvin ultimately pointed toward Mitchell, suggesting he was attempting to mislead the group.",False,Social,used,"collective suspicion from James, Justin, and even Alvin ultimately pointed toward Mitchell",
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1__Game5__greedy_t0,4B,True,Mitchell,3,"Despite Mitchell's claims, the collective suspicion from James, Justin, and even Alvin ultimately pointed toward Mitchell, suggesting he was attempting to mislead the group.",False,Behavioral,used,suggesting he was attempting to mislead the group,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1__Game5__greedy_t0,4B,True,Mitchell,4,"To maximize the chance of Team Village winning, the most heavily suspected player should be eliminated.",True,Payoff,used,"To maximize the chance of Team Village winning, the most heavily suspected player should be eliminated",
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2__Game3__run_1,4B,True,Justin,1,Justin is the most suspicious player because he explicitly claimed to be a Werewolf during the discussion (Line 45).,False,Testimony,used,he explicitly claimed to be a Werewolf during the discussion (Line 45),
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2__Game3__run_1,4B,True,Justin,2,"While this could be a bluff, it is a significant piece of self-incrimination that aligns with typical Werewolf deception tactics.",False,Behavioral,used,aligns with typical Werewolf deception tactics,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2__Game3__run_1,4B,True,Justin,3,"Furthermore, he is actively involved in confirming this narrative with Mitchell, suggesting a coordinated effort.",False,Behavioral,used,"actively involved in confirming this narrative with Mitchell, suggesting a coordinated effort",
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2__Game3__run_1,4B,True,Justin,4,"To ensure Team Village wins, the most logical target is the player who has openly admitted to being a Werewolf.",True,Payoff,used,To ensure Team Village wins,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2__Game3__run_1,4B,True,Justin,4,"To ensure Team Village wins, the most logical target is the player who has openly admitted to being a Werewolf.",True,Testimony,used,openly admitted to being a Werewolf,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4__Game11__run_3,4B,True,Justin,1,"Mitchell, claiming to be a Minion, provides the most direct and consistent evidence pointing to a Werewolf.",False,Testimony,used,claiming to be a Minion,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4__Game11__run_3,4B,True,Justin,1,"Mitchell, claiming to be a Minion, provides the most direct and consistent evidence pointing to a Werewolf.",False,Social,used,provides the most direct and consistent evidence pointing to a Werewolf,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4__Game11__run_3,4B,True,Justin,2,"Mitchell states that they saw Justin as a Werewolf (58, 86), and this claim is supported by James and others in the discussion.",False,Testimony,used,Mitchell states that they saw Justin as a Werewolf,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4__Game11__run_3,4B,True,Justin,2,"Mitchell states that they saw Justin as a Werewolf (58, 86), and this claim is supported by James and others in the discussion.",False,Social,used,this claim is supported by James and others in the discussion,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4__Game11__run_3,4B,True,Justin,3,"While Mitchell could potentially be lying, the weight of the testimony and the direct accusation makes Justin the primary suspect.",False,Behavioral,discounted,Mitchell could potentially be lying,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4__Game11__run_3,4B,True,Justin,3,"While Mitchell could potentially be lying, the weight of the testimony and the direct accusation makes Justin the primary suspect.",False,Testimony,used,the weight of the testimony,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4__Game11__run_3,4B,True,Justin,3,"While Mitchell could potentially be lying, the weight of the testimony and the direct accusation makes Justin the primary suspect.",False,Social,used,the direct accusation,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4__Game11__run_3,4B,True,Justin,4,Voting out Justin is the most logical move for Team Village to ensure a win condition is met.,True,Payoff,used,ensure a win condition is met,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5__Game3__run_1,4B,True,Paul,1,"Paul is the most heavily implicated player, as he repeatedly and forcefully asserts that he was a Werewolf throughout the discussion.",False,Testimony,used,asserts that he was a Werewolf,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5__Game3__run_1,4B,True,Paul,2,"While Mitchell and Justin are actively trying to guide the vote against him, Paul's insistence on his WW status makes him the primary target.",False,Social,mentioned,Mitchell and Justin are actively trying to guide the vote against him,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5__Game3__run_1,4B,True,Paul,2,"While Mitchell and Justin are actively trying to guide the vote against him, Paul's insistence on his WW status makes him the primary target.",False,Testimony,used,Paul's insistence on his WW status,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5__Game3__run_1,4B,True,Paul,3,"Eliminating Paul is the clearest path to ensuring Team Village wins, provided he is indeed a Werewolf.",True,Payoff,used,"Eliminating Paul is the clearest path to ensuring Team Village wins, provided he is indeed a Werewolf",
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5__Game3__run_1,4B,True,Paul,4,His defensive and aggressive behavior further suggests he is attempting to mislead the group.,False,Behavioral,used,defensive and aggressive behavior further suggests he is attempting to mislead the group,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5__Game4__run_3,4B,True,No Werewolf,2,"While the players are debating their roles and the validity of the card swaps, no player has made a definitive statement identifying themselves or accusing another player of being a Werewolf.",True,Consistency,used,no player has made a definitive statement identifying themselves or accusing another player of being a Werewolf,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5__Game4__run_3,4B,True,No Werewolf,3,"Since the transcript does not provide sufficient evidence to pinpoint a Werewolf, and the players are engaged in role-play and defense of their Village alignments, I cannot confidently choose a target for elimination.",False,Behavioral,used,the players are engaged in role-play and defense of their Village alignments,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018__Game3__run_3,4B,False,Mitchell,2,He openly admitted to being a werewolf early in the discussion (transcript [8]) and was later identified by Paul as the Troublemaker (transcript [62]).,False,Testimony,used,He openly admitted to being a werewolf early in the discussion,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018__Game3__run_3,4B,False,Mitchell,2,He openly admitted to being a werewolf early in the discussion (transcript [8]) and was later identified by Paul as the Troublemaker (transcript [62]).,False,Social,mentioned,was later identified by Paul as the Troublemaker,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018__Game3__run_3,4B,False,Mitchell,3,His continuous attempts to deflect suspicion and his highly erratic behavior throughout the discussion suggest a strong desire to mislead the group.,False,Behavioral,used,His continuous attempts to deflect suspicion and his highly erratic behavior throughout the discussion,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018__Game3__run_3,4B,False,Mitchell,4,"Given the need to eliminate a Werewolf for Team Village to win, Mitchell represents the most immediate and credible threat.",True,Payoff,used,the need to eliminate a Werewolf for Team Village to win,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018__Game5__run_3,4B,False,Paul,1,"Paul makes a highly suspicious and self-incriminating statement in the transcript, claiming that he and another player are both Werewolves (Transcript [74]).",False,Testimony,used,claiming that he and another player are both Werewolves,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018__Game5__run_3,4B,False,Paul,2,"While he previously claimed to be the Troublemaker, this late-game declaration is a classic tactic used by Werewolves to divert suspicion and secure votes.",False,Behavioral,used,this late-game declaration is a classic tactic used by Werewolves to divert suspicion and secure votes,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018__Game5__run_3,4B,False,Paul,3,"Although Mitchell is also highly deceptive regarding role swaps, Paul's direct admission of being a Werewolf makes him the most likely target for Team Village to ensure their victory.",False,Behavioral,discounted,Mitchell is also highly deceptive regarding role swaps,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018__Game5__run_3,4B,False,Paul,3,"Although Mitchell is also highly deceptive regarding role swaps, Paul's direct admission of being a Werewolf makes him the most likely target for Team Village to ensure their victory.",False,Testimony,used,Paul's direct admission of being a Werewolf,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018__Game5__run_3,4B,False,Paul,3,"Although Mitchell is also highly deceptive regarding role swaps, Paul's direct admission of being a Werewolf makes him the most likely target for Team Village to ensure their victory.",False,Payoff,used,for Team Village to ensure their victory,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018__Game5__run_3,4B,False,Paul,4,Eliminating Paul is the best move to fulfill the win condition.,True,Payoff,used,Eliminating Paul is the best move to fulfill the win condition,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016__Game3__run_3,4B,False,Alana,1,"The discussion quickly devolved into a highly chaotic argument regarding who was the Tanner and who was the Werewolf, with both Mike and Mitchell making contradictory claims.",False,Consistency,mentioned,both Mike and Mitchell making contradictory claims,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016__Game3__run_3,4B,False,Alana,2,"However, in the final moments of the transcript, Mitchell and Caitlynn actively push for Alana's elimination, suggesting she is the primary suspect in the eyes of the perceived Village faction.",False,Social,used,"Mitchell and Caitlynn actively push for Alana's elimination, suggesting she is the primary suspect in the eyes of the perceived Village faction",
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016__Game3__run_3,4B,False,Alana,3,"Given the urgency of the vote and the strong consensus building around Alana as the target, she represents the most logical choice to eliminate a potential Werewolf based on the public discourse.",False,Social,used,the strong consensus building around Alana as the target,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019__Game3__greedy_t0,4B,False,Justin,1,Justin is the most suspicious player due to his highly convoluted and contradictory narrative regarding role swaps and accusations.,False,Consistency,used,contradictory narrative regarding role swaps and accusations,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019__Game3__greedy_t0,4B,False,Justin,2,"He repeatedly makes strong claims about who robbed whom and who belongs to which team, often shifting his target (e.g., accusing Paul, then defending himself).",False,Behavioral,used,"often shifting his target (e.g., accusing Paul, then defending himself)",
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019__Game3__greedy_t0,4B,False,Justin,3,"This level of aggressive deception and constant self-referencing is characteristic of a player attempting to mislead the group, which aligns with the behavior of a Werewolf.",False,Behavioral,used,"aggressive deception and constant self-referencing is characteristic of a player attempting to mislead the group, which aligns with the behavior of a Werewolf",
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019__Game3__greedy_t0,4B,False,Justin,4,"While Mitchell is also evasive, Justin's active attempts to control the narrative and implicate others makes him the primary threat to Team Village's victory.",True,Behavioral,discounted,Mitchell is also evasive,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019__Game3__greedy_t0,4B,False,Justin,4,"While Mitchell is also evasive, Justin's active attempts to control the narrative and implicate others makes him the primary threat to Team Village's victory.",True,Behavioral,used,Justin's active attempts to control the narrative and implicate others,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019__Game3__greedy_t0,4B,False,Justin,4,"While Mitchell is also evasive, Justin's active attempts to control the narrative and implicate others makes him the primary threat to Team Village's victory.",True,Payoff,used,primary threat to Team Village's victory,
