justification_id,sentence_id,annotation_index,category,use,evidence_span,verdict,corrected_category,corrected_use,note
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4__Game11__run_3,3,1,SocialJudgment,,the direct accusation,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4__Game11__run_3,4,0,Payoff,,ensure a win condition is met,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5__Game3__run_1,1,0,Testimony,,asserts that he was a Werewolf,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5__Game3__run_1,1,1,Behavioral,,repeatedly and forcefully asserts,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5__Game3__run_1,2,0,Testimony,,his WW status,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5__Game3__run_1,2,1,Behavioral,,Paul's insistence,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5__Game3__run_1,3,0,Payoff,,ensuring Team Village wins,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5__Game3__run_1,4,0,Behavioral,,defensive and aggressive behavior,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5__Game4__run_3,2,0,Uncertainty,,no player has made a definitive statement identifying themselves or accusing another player of being a Werewolf,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5__Game4__run_3,3,0,Uncertainty,,the transcript does not provide sufficient evidence to pinpoint a Werewolf,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5__Game4__run_3,3,1,Behavioral,,the players are engaged in role-play and defense of their Village alignments,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018__Game3__run_3,2,0,Testimony,,He openly admitted to being a werewolf early in the discussion,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018__Game3__run_3,2,1,SocialJudgment,,was later identified by Paul as the Troublemaker,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018__Game3__run_3,3,0,Behavioral,,His continuous attempts to deflect suspicion and his highly erratic behavior throughout the discussion,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018__Game3__run_3,4,0,Payoff,,the need to eliminate a Werewolf for Team Village to win,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018__Game5__run_3,1,0,Testimony,,claiming that he and another player are both Werewolves,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018__Game5__run_3,2,0,Testimony,,he previously claimed to be the Troublemaker,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018__Game5__run_3,2,1,ClaimComparison,,"While he previously claimed to be the Troublemaker, this late-game declaration",ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018__Game5__run_3,2,2,Behavioral,,classic tactic used by Werewolves to divert suspicion and secure votes,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018__Game5__run_3,3,0,Behavioral,,Mitchell is also highly deceptive regarding role swaps,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018__Game5__run_3,3,1,Testimony,,Paul's direct admission of being a Werewolf,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018__Game5__run_3,3,2,Payoff,,ensure their victory,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018__Game5__run_3,4,0,Payoff,,fulfill the win condition,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016__Game3__run_3,1,0,Uncertainty,,highly chaotic argument,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016__Game3__run_3,2,0,SocialJudgment,,suggesting she is the primary suspect,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016__Game3__run_3,3,0,SocialJudgment,,strong consensus building around Alana as the target,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019__Game3__greedy_t0,1,0,Behavioral,,his highly convoluted and contradictory narrative,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019__Game3__greedy_t0,2,0,Behavioral,,shifting his target,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019__Game3__greedy_t0,3,0,Behavioral,,aggressive deception,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019__Game3__greedy_t0,4,0,Behavioral,,active attempts to control the narrative and implicate others,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019__Game3__greedy_t0,4,1,Payoff,,threat to Team Village's victory,ok,,,
