relation_id,justification_id,model,game_id,run_label,decoding_group,sentence_id,sentence_text,char_spans,start,end,raw_sense,top_level,confidence,provenance,source_form
967,444,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game5,run_3,Stochastic,2,"As Team Village's objective is to eliminate a Werewolf, voting out Justin is the most direct path to victory based on the available public information.",161-163,161,163,Temporal.Synchrony,Temporal,0.694412112236023,standard_discopy,as
968,445,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game6,run_3,Stochastic,2,"Caitlynn directly accuses Mitchell, and other players, including Mike, express strong belief that Mitchell is the Werewolf.",176-179,176,179,Expansion.Conjunction,Expansion,0.5490451455116272,standard_discopy,and
969,445,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game6,run_3,Stochastic,3,"Since Team Village wins by eliminating a Werewolf, voting for Mitchell is the most strategic move to achieve the desired outcome.",264-269,264,269,Contingency.Cause,Contingency,0.974956214427948,standard_discopy,since
970,446,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game7,run_3,Stochastic,3,"Since Team Village wins by eliminating a Werewolf, voting for Caitlynn is the most strategic move based on the available transcript evidence.",175-180,175,180,Contingency.Cause,Contingency,0.9425753951072692,standard_discopy,since
971,447,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game8,run_3,Stochastic,2,"However, Justin is the primary target of suspicion, being accused by both Caitlynn and Mitchell of potentially being the Werewolf or the Drunk.",108-115,108,115,Comparison.Contrast,Comparison,0.7701066732406616,standard_discopy,however
972,447,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game8,run_3,Stochastic,3,"Since Team Village wins by eliminating a Werewolf, voting out the most suspected player maximizes the chance of achieving this goal.",252-257,252,257,Contingency.Cause,Contingency,0.9426565170288086,standard_discopy,since
973,448,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game2,run_3,Stochastic,2,"However, Mike is the subject of multiple direct accusations from Justin and James suggesting he is the Werewolf.",101-108,101,108,Comparison.Contrast,Comparison,0.7864875197410583,standard_discopy,however
974,448,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game2,run_3,Stochastic,3,"Since Team Village needs to eliminate a Werewolf to win, targeting the most suspected player is the best strategy to maximize the chance of victory.",214-219,214,219,Contingency.Cause,Contingency,0.9972533583641052,standard_discopy,since
975,449,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game3,run_3,Stochastic,2,"While other players made claims, Mitchell's assertion carries significant weight in the context of the voting phase.",152-157,152,157,Comparison.Contrast,Comparison,0.7931843996047974,standard_discopy,while
976,450,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game4,run_3,Stochastic,2,"Although other players also express suspicion regarding Mitchell, James's direct accusation provides the strongest immediate target based on the public discussion.",156-164,156,164,Comparison.Contrast,Comparison,0.7384753227233887,standard_discopy,although
977,450,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game4,run_3,Stochastic,2,"Although other players also express suspicion regarding Mitchell, James's direct accusation provides the strongest immediate target based on the public discussion.",179-183,179,183,Expansion.Conjunction,Expansion,0.9979256391525269,standard_discopy,also
978,451,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game5,run_3,Stochastic,1,"The discussion strongly suggests Mitchell is the Werewolf, as multiple players (Justin and James) explicitly state or imply that Mitchell started as the Werewolf and is currently the Werewolf.",59-61,59,61,Contingency.Cause,Contingency,0.7598314881324768,standard_discopy,as
979,451,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game5,run_3,Stochastic,2,"Although Mitchell later claims to be a Tanner, this shift in story increases suspicion.",193-201,193,201,Comparison.Contrast,Comparison,0.6848555207252502,standard_discopy,although
980,451,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game5,run_3,Stochastic,2,"Although Mitchell later claims to be a Tanner, this shift in story increases suspicion.",211-216,211,216,Temporal.Asynchronous,Temporal,0.9787008166313172,standard_discopy,later
981,451,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game5,run_3,Stochastic,3,"Since Team Village wins by eliminating a Werewolf, voting for Mitchell is the necessary action to secure a victory if he is indeed the Werewolf.",281-286,281,286,Contingency.Cause,Contingency,0.9398117065429688,standard_discopy,since
982,451,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game5,run_3,Stochastic,3,"Since Team Village wins by eliminating a Werewolf, voting for Mitchell is the necessary action to secure a victory if he is indeed the Werewolf.",396-398,396,398,Contingency.Condition,Contingency,0.9880691170692444,standard_discopy,if
983,452,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game6,run_3,Stochastic,1,"The discussion strongly indicates that Mike is the Werewolf, as multiple players (Justin, Mitchell, and James) explicitly state this.",61-63,61,63,Contingency.Cause,Contingency,0.7762930989265442,standard_discopy,as
984,452,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game6,run_3,Stochastic,3,"Since Team Village wins by eliminating a Werewolf, voting for Mike is the optimal strategy to achieve victory.",249-254,249,254,Contingency.Cause,Contingency,0.97989684343338,standard_discopy,since
985,453,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game7,run_3,Stochastic,2,"James strongly accuses Mitchell of being the Werewolf, and Mitchell's subsequent distress over losing his Tanner story reinforces suspicion.",177-180,177,180,Expansion.Conjunction,Expansion,0.9421053528785706,standard_discopy,and
986,454,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game8,run_3,Stochastic,2,"Players are speculating about card swaps and potential roles, but no one has successfully proven another player's identity or demonstrated malicious intent.",204-207,204,207,Comparison.Contrast,Comparison,0.5975486040115356,standard_discopy,but
987,454,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game8,run_3,Stochastic,3,"Given the lack of actionable information, the safest and most logical choice is to assume that all Werewolf cards remain in the center, which satisfies the Team Village winning condition if no one dies.",486-488,486,488,Contingency.Condition,Contingency,0.961815357208252,standard_discopy,if
988,455,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game10,run_3,Stochastic,2,"While Mitchell is heavily suspected and targeted for voting, there is no definitive evidence presented in the transcript that confirms any player holds the Werewolf role.",122-127,122,127,Comparison.Contrast,Comparison,0.830265462398529,standard_discopy,while
989,455,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game10,run_3,Stochastic,3,"Since Team Village wins if they eliminate a Werewolf, and if no Werewolf is present, they win by default, I cannot confidently accuse anyone of being the Werewolf.",293-298,293,298,Contingency.Cause,Contingency,0.980087161064148,standard_discopy,since
990,455,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game10,run_3,Stochastic,3,"Since Team Village wins if they eliminate a Werewolf, and if no Werewolf is present, they win by default, I cannot confidently accuse anyone of being the Werewolf.",317-319,317,319,Contingency.Condition,Contingency,0.9186003804206848,standard_discopy,if
991,455,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game10,run_3,Stochastic,3,"Since Team Village wins if they eliminate a Werewolf, and if no Werewolf is present, they win by default, I cannot confidently accuse anyone of being the Werewolf.",347-350,347,350,Expansion.Conjunction,Expansion,0.9544326663017272,standard_discopy,and
992,455,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game10,run_3,Stochastic,3,"Since Team Village wins if they eliminate a Werewolf, and if no Werewolf is present, they win by default, I cannot confidently accuse anyone of being the Werewolf.",351-353,351,353,Contingency.Condition,Contingency,0.7730309367179871,standard_discopy,if
993,456,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game11,run_3,Stochastic,3,"While Mike also claimed to be the Werewolf, Mitchell's account is internally consistent and supported by Justin's testimony, making Justin the prime suspect for the Werewolf role.",255-260,255,260,Comparison.Contrast,Comparison,0.8248152732849121,standard_discopy,while
994,456,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game11,run_3,Stochastic,3,"While Mike also claimed to be the Werewolf, Mitchell's account is internally consistent and supported by Justin's testimony, making Justin the prime suspect for the Werewolf role.",266-270,266,270,Expansion.Conjunction,Expansion,0.9208993911743164,standard_discopy,also
995,457,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game3,run_3,Stochastic,2,"While the transcript does not provide concrete evidence, the collective belief among the players strongly points toward Mitchell as the target.",121-126,121,126,Comparison.Contrast,Comparison,0.6330379247665405,standard_discopy,while
996,458,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game4,run_3,Stochastic,2,"Multiple players, including James and Mike, explicitly suggest killing him, and Mitchell himself attempts to manipulate the situation by claiming his card ensures a win for the group if they kill another player.",183-186,183,186,Expansion.Conjunction,Expansion,0.9234899878501892,standard_discopy,and
997,458,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game4,run_3,Stochastic,2,"Multiple players, including James and Mike, explicitly suggest killing him, and Mitchell himself attempts to manipulate the situation by claiming his card ensures a win for the group if they kill another player.",290-292,290,292,Contingency.Condition,Contingency,0.9177113175392152,standard_discopy,if
998,459,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game5,run_3,Stochastic,2,"Justin explicitly states, ""I was a werewolf,"" and Mike confirms this finding.",113-116,113,116,Expansion.Conjunction,Expansion,0.4230916798114776,standard_discopy,and
999,459,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game5,run_3,Stochastic,3,"Since Team Village wins by eliminating a Werewolf, voting Justin out is the necessary action to secure a victory.",145-150,145,150,Contingency.Cause,Contingency,0.9232263565063475,standard_discopy,since
1000,459,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game5,run_3,Stochastic,4,"Although other players' roles are unknown, Justin is the confirmed threat.",259-267,259,267,Comparison.Contrast,Comparison,0.7553247809410095,standard_discopy,although
1001,460,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game6,run_3,Stochastic,2,"While Mitchell expressed significant uncertainty regarding his role, this uncertainty could be a misdirection.",119-124,119,124,Comparison.Contrast,Comparison,0.771797239780426,standard_discopy,while
1002,460,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game6,run_3,Stochastic,3,"Since Team Village needs to eliminate a Werewolf to win, and there is no concrete proof of a Werewolf's presence or action, I cannot confidently accuse any player.",230-235,230,235,Contingency.Cause,Contingency,0.9974431991577148,standard_discopy,since
1003,460,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game6,run_3,Stochastic,3,"Since Team Village needs to eliminate a Werewolf to win, and there is no concrete proof of a Werewolf's presence or action, I cannot confidently accuse any player.",287-290,287,290,Expansion.Conjunction,Expansion,0.977831244468689,standard_discopy,and
1004,461,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game7,run_3,Stochastic,1,"The discussion suggests that the Minion (James) found no Werewolves, and Justin concluded that there were none, noting that two Werewolf cards were in the center.",69-72,69,72,Expansion.Conjunction,Expansion,0.9654217958450316,standard_discopy,and
1005,461,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game7,run_3,Stochastic,3,"Since Team Village wins if no Werewolves are present and no one dies, eliminating a suspected player like Caitlynn is the safest route to securing the victory.",244-249,244,249,Contingency.Cause,Contingency,0.9834541082382202,standard_discopy,since
1006,461,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game7,run_3,Stochastic,3,"Since Team Village wins if no Werewolves are present and no one dies, eliminating a suspected player like Caitlynn is the safest route to securing the victory.",268-270,268,270,Contingency.Condition,Contingency,0.9938125610351562,standard_discopy,if
1007,461,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game7,run_3,Stochastic,3,"Since Team Village wins if no Werewolves are present and no one dies, eliminating a suspected player like Caitlynn is the safest route to securing the victory.",297-300,297,300,Expansion.Conjunction,Expansion,0.9989816546440125,standard_discopy,and
1008,462,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game9,run_3,Stochastic,2,"While the discussion is highly confusing due to role swaps, the final accusations point strongly toward Justin being the Werewolf.",148-153,148,153,Comparison.Contrast,Comparison,0.6761454343795776,standard_discopy,while
1009,463,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game1,run_3,Stochastic,2,"While the transcript does not provide concrete proof of a Werewolf action, Mitchell is the player most frequently implicated in the suspicions.",178-183,178,183,Comparison.Contrast,Comparison,0.6825312972068787,standard_discopy,while
1010,464,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game2,run_3,Stochastic,2,"Justin and Mitchell accuse each other of being the Werewolf, while Mitchell also claims to have been a Villager.",213-218,213,218,Comparison.Contrast,Comparison,0.4115102589130401,standard_discopy,while
1011,464,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game2,run_3,Stochastic,2,"Justin and Mitchell accuse each other of being the Werewolf, while Mitchell also claims to have been a Villager.",228-232,228,232,Expansion.Conjunction,Expansion,0.9706865549087524,standard_discopy,also
1012,464,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game2,run_3,Stochastic,3,"Since there is no concrete evidence or confirmation of a Werewolf's presence through night actions or definitive role identification, I cannot confidently identify a target.",265-270,265,270,Contingency.Cause,Contingency,0.994329273700714,standard_discopy,since
1013,465,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game3,run_3,Stochastic,2,"However, Paul is the most consistent player in asserting that he is the Werewolf (e.g., lines 67, 94, 98).",138-145,138,145,Comparison.Contrast,Comparison,0.812593400478363,standard_discopy,however
1014,465,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game3,run_3,Stochastic,3,"Since Team Village wins by eliminating a Werewolf, voting out the player who most strongly claims the Werewolf role is the most direct path to victory.",245-250,245,250,Contingency.Cause,Contingency,0.8930874466896057,standard_discopy,since
1015,466,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game4,run_3,Stochastic,2,"While the players are debating who is the Robber, Insomniac, or Troublemaker, there is no conclusive evidence pointing to any single player holding the Werewolf role.",153-158,153,158,Comparison.Contrast,Comparison,0.6131963729858398,standard_discopy,while
1016,466,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game4,run_3,Stochastic,3,"Since Team Village wins by eliminating a Werewolf, and I cannot confidently identify one, I must assume that no Werewolf is present based on the available information.",320-325,320,325,Contingency.Cause,Contingency,0.9364402294158936,standard_discopy,since
1017,466,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game4,run_3,Stochastic,3,"Since Team Village wins by eliminating a Werewolf, and I cannot confidently identify one, I must assume that no Werewolf is present based on the available information.",371-374,371,374,Expansion.Conjunction,Expansion,0.914256989955902,standard_discopy,and
1018,467,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game5,run_3,Stochastic,2,"Mitchell explicitly states he woke up as himself and is scared because both players are werewolves, suggesting a high level of self-incrimination.",206-213,206,213,Contingency.Cause,Contingency,0.9999972581863404,standard_discopy,because
1019,467,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game5,run_3,Stochastic,3,"Since Team Village wins by eliminating a Werewolf, and the evidence points strongly to one of these players holding the Werewolf card, a vote is necessary to eliminate them.",290-295,290,295,Contingency.Cause,Contingency,0.9946488738059998,standard_discopy,since
1020,467,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game5,run_3,Stochastic,3,"Since Team Village wins by eliminating a Werewolf, and the evidence points strongly to one of these players holding the Werewolf card, a vote is necessary to eliminate them.",341-344,341,344,Expansion.Conjunction,Expansion,0.9934760928153992,standard_discopy,and
1021,468,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game6,run_3,Stochastic,2,"Paul attempts to claim he was a Werewolf, and Justin claims he switched roles, but there is no concrete evidence confirming any Werewolf role was present or eliminated.",212-215,212,215,Expansion.Conjunction,Expansion,0.8825421333312988,standard_discopy,and
1022,468,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game6,run_3,Stochastic,2,"Paul attempts to claim he was a Werewolf, and Justin claims he switched roles, but there is no concrete evidence confirming any Werewolf role was present or eliminated.",249-252,249,252,Comparison.Contrast,Comparison,0.5974433422088623,standard_discopy,but
1023,468,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game6,run_3,Stochastic,3,"Since Team Village wins if they eliminate a Werewolf, and I cannot confirm a Werewolf is present, I must assume the safest option.",339-344,339,344,Contingency.Cause,Contingency,0.9615483283996582,standard_discopy,since
1024,468,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game6,run_3,Stochastic,3,"Since Team Village wins if they eliminate a Werewolf, and I cannot confirm a Werewolf is present, I must assume the safest option.",363-365,363,365,Contingency.Condition,Contingency,0.9297696948051452,standard_discopy,if
1025,468,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game6,run_3,Stochastic,3,"Since Team Village wins if they eliminate a Werewolf, and I cannot confirm a Werewolf is present, I must assume the safest option.",393-396,393,396,Expansion.Conjunction,Expansion,0.9362916946411132,standard_discopy,and
1026,469,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game7,run_3,Stochastic,2,"Since Team Village wins by eliminating a Werewolf, and the evidence suggests all players might be Werewolves, voting out any player is the only way to achieve the win condition.",139-144,139,144,Contingency.Cause,Contingency,0.9964974522590636,standard_discopy,since
1027,469,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game7,run_3,Stochastic,2,"Since Team Village wins by eliminating a Werewolf, and the evidence suggests all players might be Werewolves, voting out any player is the only way to achieve the win condition.",190-193,190,193,Expansion.Conjunction,Expansion,0.9910769462585448,standard_discopy,and
1028,469,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game7,run_3,Stochastic,3,"I will vote out Justin, as he was central to the identification of the Werewolf status.",341-343,341,343,Contingency.Cause,Contingency,0.7169214487075806,standard_discopy,as
1029,470,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game8,run_3,Stochastic,2,"Multiple players, including Paul and Justin, express suspicion towards Mitchell, and Mitchell himself directly accuses Paul of being the Werewolf.",164-167,164,167,Expansion.Conjunction,Expansion,0.9666805267333984,standard_discopy,and
1030,471,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,run_3,Stochastic,2,"Jordan2 explicitly claimed to be the Werewolf, and although many other roles are contested, this direct claim makes them a primary target for Team Village.",189-192,189,192,Expansion.Conjunction,Expansion,0.9872145652770996,standard_discopy,and
1031,471,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,run_3,Stochastic,2,"Jordan2 explicitly claimed to be the Werewolf, and although many other roles are contested, this direct claim makes them a primary target for Team Village.",193-201,193,201,Comparison.Concession,Comparison,0.6533001065254211,standard_discopy,although
1032,471,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,run_3,Stochastic,3,"Since the goal is to eliminate a Werewolf, voting for the player who self-identified as the Werewolf is the most logical move given the lack of concrete evidence otherwise.",298-303,298,303,Contingency.Cause,Contingency,0.9985769987106324,standard_discopy,since
1033,472,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game2,run_3,Stochastic,3,"Since there is no conclusive evidence pointing to a specific Werewolf, and the game relies on identifying them to win, I must conclude that I cannot confidently name a target.",248-253,248,253,Contingency.Cause,Contingency,0.9887640476226808,standard_discopy,since
1034,472,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game2,run_3,Stochastic,3,"Since there is no conclusive evidence pointing to a specific Werewolf, and the game relies on identifying them to win, I must conclude that I cannot confidently name a target.",319-322,319,322,Expansion.Conjunction,Expansion,0.9873631596565248,standard_discopy,and
1035,473,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016 / Game2,run_3,Stochastic,3,"Since Team Village wins by eliminating a Werewolf, voting out Mike is the most strategic move based on the current suspicions.",280-285,280,285,Contingency.Cause,Contingency,0.931078314781189,standard_discopy,since
1036,474,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough / Game1,run_3,Stochastic,2,"However, the pressure is clearly mounting on Brett, who is heavily accused by multiple players in the final voting phase.",134-141,134,141,Comparison.Contrast,Comparison,0.7907755374908447,standard_discopy,however
1037,475,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016 / Game1,run_3,Stochastic,2,"While the transcript does not definitively confirm Mitchell's role, the collective agreement to vote for him suggests a high probability that he is the Werewolf, which would secure a victory for Team Village.",134-139,134,139,Comparison.Contrast,Comparison,0.6714897155761719,standard_discopy,while
1038,476,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game1,run_3,Stochastic,3,"Mitchell, claiming to be the Troublemaker, also engaged in card swapping.",296-300,296,300,Expansion.Conjunction,Expansion,0.9942803382873536,standard_discopy,also
1039,477,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game2,run_3,Stochastic,3,"Since Team Village only wins by eliminating a Werewolf, and there is no concrete evidence pointing to a Werewolf, I must assume that no Werewolf is present.",263-268,263,268,Contingency.Cause,Contingency,0.9924037456512452,standard_discopy,since
1040,477,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game2,run_3,Stochastic,3,"Since Team Village only wins by eliminating a Werewolf, and there is no concrete evidence pointing to a Werewolf, I must assume that no Werewolf is present.",319-322,319,322,Expansion.Conjunction,Expansion,0.9801847338676452,standard_discopy,and
1041,478,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game3,run_3,Stochastic,1,"Justin explicitly claimed to be the Werewolf early in the discussion, although he later tried to confuse the situation by claiming other roles like the Tanner and the Drunk.",70-78,70,78,Comparison.Contrast,Comparison,0.5296254754066467,standard_discopy,although
1042,478,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game3,run_3,Stochastic,1,"Justin explicitly claimed to be the Werewolf early in the discussion, although he later tried to confuse the situation by claiming other roles like the Tanner and the Drunk.",82-87,82,87,Temporal.Asynchronous,Temporal,0.9983657002449036,standard_discopy,later
1043,479,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017 / Game1,run_3,Stochastic,1,"Caitlynn directly claimed to be the Werewolf, which is a strong indicator, although this claim is immediately countered by Justin, who attempts to frame her as a Tanner.",75-83,75,83,Comparison.Contrast,Comparison,0.6576883792877197,standard_discopy,although
1044,480,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017 / Game2,run_3,Stochastic,2,"Since Team Village wins by eliminating a Werewolf, voting for one of the players who claims this role is the most direct path to victory.",133-138,133,138,Contingency.Cause,Contingency,0.9327855110168456,standard_discopy,since
1045,481,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#18##September#30th#2017 / Game1,run_3,Stochastic,3,"Since the goal is to eliminate a Werewolf to win, and I cannot confirm any player holds the Werewolf card, I must assume that no Werewolf is present, based on the available information.",221-226,221,226,Contingency.Cause,Contingency,0.9973184466362,standard_discopy,since
1046,481,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#18##September#30th#2017 / Game1,run_3,Stochastic,3,"Since the goal is to eliminate a Werewolf to win, and I cannot confirm any player holds the Werewolf card, I must assume that no Werewolf is present, based on the available information.",271-274,271,274,Expansion.Conjunction,Expansion,0.9403849244117736,standard_discopy,and
1047,482,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#2#The#Drunk / Game1,run_3,Stochastic,2,"Brett repeatedly suggests that Dan might have been swapped into the Werewolf role, and the conversation concludes with Dan voting for himself.",215-218,215,218,Expansion.Conjunction,Expansion,0.9285194873809814,standard_discopy,and
1048,483,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018 / Game2,run_3,Stochastic,2,"While deception is possible, focusing the vote on the player most directly implicated by another player's observation increases the chance of eliminating a Werewolf.",121-126,121,126,Comparison.Contrast,Comparison,0.8227055668830872,standard_discopy,while
1049,483,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018 / Game2,run_3,Stochastic,3,"If Meghan is indeed the Werewolf, eliminating her ensures Team Village wins.",287-289,287,289,Contingency.Condition,Contingency,0.9740995168685912,standard_discopy,if
1050,484,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018 / Game3,run_3,Stochastic,2,"While this is circumstantial evidence, it provides the strongest indication of a Werewolf presence in the discussion.",151-156,151,156,Comparison.Contrast,Comparison,0.7081698179244995,standard_discopy,while
1051,485,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018 / Game1,run_3,Stochastic,2,"Furthermore, other players, like Alysha, have expressed suspicion regarding his role.",91-102,91,102,Expansion.Conjunction,Expansion,0.9990707635879515,standard_discopy,furthermore
1052,485,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018 / Game1,run_3,Stochastic,3,"Since Team Village needs to eliminate a Werewolf to win, Mitchell is the most logical target to vote out based on his self-declaration and surrounding suspicion.",177-182,177,182,Contingency.Cause,Contingency,0.9867826700210572,standard_discopy,since
