justification_id,model,game_id,run_label,run_number,decoding_group,marker,category,matched_text,start,end,component_variant,gap_tokens,sentence,match_type,sentence_id,sentence_text
432,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game2,run_3,3,Stochastic,given,Contingency,Given,205,210,,0,,contiguous,3,"Given the pressure and the need to eliminate a Werewolf to secure the win for Team Village, James is the most immediate target of suspicion and the most likely candidate to be the Werewolf."
432,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game2,run_3,3,Stochastic,and,Expansion,and,224,227,,0,,contiguous,3,"Given the pressure and the need to eliminate a Werewolf to secure the win for Team Village, James is the most immediate target of suspicion and the most likely candidate to be the Werewolf."
432,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game2,run_3,3,Stochastic,for,Contingency,for,279,282,,0,,contiguous,3,"Given the pressure and the need to eliminate a Werewolf to secure the win for Team Village, James is the most immediate target of suspicion and the most likely candidate to be the Werewolf."
432,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game2,run_3,3,Stochastic,and,Expansion,and,345,348,,0,,contiguous,3,"Given the pressure and the need to eliminate a Werewolf to secure the win for Team Village, James is the most immediate target of suspicion and the most likely candidate to be the Werewolf."
433,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game3,run_3,3,Stochastic,with,Contingency,with,76,80,,0,,contiguous,1,"The discussion centers on conflicting claims regarding who the Werewolf is, with Alvin claiming to have seen the Werewolf card in Justin's hand."
433,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game3,run_3,3,Stochastic,however,Comparison,However,145,152,,0,,contiguous,2,"However, the conversation is highly speculative, involving potential card swaps and multiple players casting suspicion on each other."
433,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game3,run_3,3,Stochastic,and,Expansion,and,225,228,,0,,contiguous,2,"However, the conversation is highly speculative, involving potential card swaps and multiple players casting suspicion on each other."
433,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game3,run_3,3,Stochastic,since,Contingency,Since,279,284,,0,,contiguous,3,"Since there is no definitive evidence or confirmation of a Werewolf's identity, I cannot confidently eliminate a player."
433,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game3,run_3,3,Stochastic,or,Expansion,or,317,319,,0,,contiguous,3,"Since there is no definitive evidence or confirmation of a Werewolf's identity, I cannot confidently eliminate a player."
434,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game4,run_3,3,Stochastic,with,Contingency,with,38,42,,0,,contiguous,1,"The transcript is highly contentious, with players accusing each other of being the Werewolf, and conflicting information regarding card swaps and role identities."
434,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game4,run_3,3,Stochastic,and,Expansion,and,94,97,,0,,contiguous,1,"The transcript is highly contentious, with players accusing each other of being the Werewolf, and conflicting information regarding card swaps and role identities."
434,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game4,run_3,3,Stochastic,and,Expansion,and,143,146,,0,,contiguous,1,"The transcript is highly contentious, with players accusing each other of being the Werewolf, and conflicting information regarding card swaps and role identities."
434,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game4,run_3,3,Stochastic,while,Comparison,while,204,209,,0,,contiguous,2,"Mitchell claims Justin is the Werewolf, while Justin claims Alvin is the Werewolf."
434,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game4,run_3,3,Stochastic,however,Comparison,however,254,261,,0,,contiguous,3,"James, however, claims to be the Seer and saw a Werewolf and a Troublemaker in the center cards, which lends some weight to his potential involvement."
434,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game4,run_3,3,Stochastic,and,Expansion,and,285,288,,0,,contiguous,3,"James, however, claims to be the Seer and saw a Werewolf and a Troublemaker in the center cards, which lends some weight to his potential involvement."
434,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game4,run_3,3,Stochastic,and,Expansion,and,304,307,,0,,contiguous,3,"James, however, claims to be the Seer and saw a Werewolf and a Troublemaker in the center cards, which lends some weight to his potential involvement."
434,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game4,run_3,3,Stochastic,given,Contingency,Given,398,403,,0,,contiguous,4,"Given the lack of definitive proof, James is chosen as the vote target due to the conflicting claims and his role as the Seer, making him a central point of suspicion."
434,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game4,run_3,3,Stochastic,as,Temporal,as,450,452,,0,,contiguous,4,"Given the lack of definitive proof, James is chosen as the vote target due to the conflicting claims and his role as the Seer, making him a central point of suspicion."
434,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game4,run_3,3,Stochastic,and,Expansion,and,499,502,,0,,contiguous,4,"Given the lack of definitive proof, James is chosen as the vote target due to the conflicting claims and his role as the Seer, making him a central point of suspicion."
434,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game4,run_3,3,Stochastic,as,Temporal,as,512,514,,0,,contiguous,4,"Given the lack of definitive proof, James is chosen as the vote target due to the conflicting claims and his role as the Seer, making him a central point of suspicion."
435,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game5,run_3,3,Stochastic,as,Temporal,as,49,51,,0,,contiguous,1,The discussion overwhelmingly points to Mitchell as the Werewolf.
435,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game5,run_3,3,Stochastic,and,Expansion,and,100,103,,0,,contiguous,2,"Multiple players, including James and Justin, express strong suspicion, and Mitchell himself makes a compelling claim that he saw the Werewolf."
435,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game5,run_3,3,Stochastic,and,Expansion,and,138,141,,0,,contiguous,2,"Multiple players, including James and Justin, express strong suspicion, and Mitchell himself makes a compelling claim that he saw the Werewolf."
435,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game5,run_3,3,Stochastic,since,Contingency,Since,210,215,,0,,contiguous,3,"Since Team Village wins by eliminating a Werewolf, voting for Mitchell is the optimal strategy to achieve the win condition."
435,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game5,run_3,3,Stochastic,for,Contingency,for,268,271,,0,,contiguous,3,"Since Team Village wins by eliminating a Werewolf, voting for Mitchell is the optimal strategy to achieve the win condition."
436,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game6,run_3,3,Stochastic,and,Expansion,and,51,54,,0,,contiguous,1,"The discussion centered heavily on verifying roles and identifying the Werewolf, with Alvin specifically suggesting Justin is the Werewolf multiple times."
436,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game6,run_3,3,Stochastic,with,Contingency,with,81,85,,0,,contiguous,1,"The discussion centered heavily on verifying roles and identifying the Werewolf, with Alvin specifically suggesting Justin is the Werewolf multiple times."
436,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game6,run_3,3,Stochastic,specifically,Expansion,specifically,92,104,,0,,contiguous,1,"The discussion centered heavily on verifying roles and identifying the Werewolf, with Alvin specifically suggesting Justin is the Werewolf multiple times."
436,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game6,run_3,3,Stochastic,although,Comparison,Although,155,163,,0,,contiguous,2,"Although the evidence is circumstantial, Alvin's confidence in his suspicion, coupled with Mitchell's acknowledgment that Justin is the primary suspect, makes him the logical target."
436,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game6,run_3,3,Stochastic,with,Contingency,with,241,245,,0,,contiguous,2,"Although the evidence is circumstantial, Alvin's confidence in his suspicion, coupled with Mitchell's acknowledgment that Justin is the primary suspect, makes him the logical target."
436,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game6,run_3,3,Stochastic,and,Expansion,and,418,421,,0,,contiguous,3,Eliminating Justin increases the chances of Team Village eliminating a Werewolf and securing victory.
437,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game7,run_3,3,Stochastic,as,Temporal,as,69,71,,0,,contiguous,1,"The transcript strongly suggests that James holds the Werewolf card, as Justin confirms looking at James's card revealed it was a Werewolf."
437,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game7,run_3,3,Stochastic,since,Contingency,Since,140,145,,0,,contiguous,2,"Since Team Village wins by eliminating a Werewolf, voting for James is the most direct path to achieving this goal."
437,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game7,run_3,3,Stochastic,for,Contingency,for,198,201,,0,,contiguous,2,"Since Team Village wins by eliminating a Werewolf, voting for James is the most direct path to achieving this goal."
437,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game7,run_3,3,Stochastic,although,Comparison,Although,256,264,,0,,contiguous,3,"Although the discussion involves complex scenarios about multiple Werewolves, eliminating the confirmed Werewolf is the primary objective for Team Village."
437,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game7,run_3,3,Stochastic,for,Contingency,for,394,397,,0,,contiguous,3,"Although the discussion involves complex scenarios about multiple Werewolves, eliminating the confirmed Werewolf is the primary objective for Team Village."
438,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game8,run_3,3,Stochastic,with,Contingency,with,36,40,,0,,contiguous,1,"The discussion is highly confusing, with players contradicting their starting roles and accusing each other of role swapping."
438,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game8,run_3,3,Stochastic,and,Expansion,and,84,87,,0,,contiguous,1,"The discussion is highly confusing, with players contradicting their starting roles and accusing each other of role swapping."
438,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game8,run_3,3,Stochastic,but,Comparison,but,176,179,,0,,contiguous,2,"Mitchell claimed to be the Drunk, a Village role, but Justin and James strongly suspect he is a Werewolf."
438,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game8,run_3,3,Stochastic,and,Expansion,and,187,190,,0,,contiguous,2,"Mitchell claimed to be the Drunk, a Village role, but Justin and James strongly suspect he is a Werewolf."
438,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game8,run_3,3,Stochastic,given,Contingency,Given,232,237,,0,,contiguous,3,"Given the goal is to eliminate a Werewolf, Mitchell is the most heavily suspected player, making him the primary target for Team Village to eliminate."
438,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game8,run_3,3,Stochastic,for,Contingency,for,352,355,,0,,contiguous,3,"Given the goal is to eliminate a Werewolf, Mitchell is the most heavily suspected player, making him the primary target for Team Village to eliminate."
438,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game8,run_3,3,Stochastic,but,Comparison,but,409,412,,0,,contiguous,4,"This is a high-risk move, but necessary given the lack of concrete evidence pointing to a Werewolf."
438,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game8,run_3,3,Stochastic,given,Contingency,given,423,428,,0,,contiguous,4,"This is a high-risk move, but necessary given the lack of concrete evidence pointing to a Werewolf."
439,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game9,run_3,3,Stochastic,and,Expansion,and,64,67,,0,,contiguous,1,"The discussion heavily revolves around identifying the Werewolf and the Tanner, with Justin accusing Mitchell of being the Tanner and then implying Mitchell is the Werewolf."
439,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game9,run_3,3,Stochastic,with,Contingency,with,80,84,,0,,contiguous,1,"The discussion heavily revolves around identifying the Werewolf and the Tanner, with Justin accusing Mitchell of being the Tanner and then implying Mitchell is the Werewolf."
439,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game9,run_3,3,Stochastic,and,Expansion,and,130,133,,0,,contiguous,1,"The discussion heavily revolves around identifying the Werewolf and the Tanner, with Justin accusing Mitchell of being the Tanner and then implying Mitchell is the Werewolf."
439,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game9,run_3,3,Stochastic,then,Temporal,then,134,138,,0,,contiguous,1,"The discussion heavily revolves around identifying the Werewolf and the Tanner, with Justin accusing Mitchell of being the Tanner and then implying Mitchell is the Werewolf."
439,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game9,run_3,3,Stochastic,given,Contingency,Given,258,263,,0,,contiguous,3,"Given the intense suspicion and the focus on Mitchell being the primary target of accusations, I will vote for him, betting that he is the Werewolf."
439,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game9,run_3,3,Stochastic,and,Expansion,and,286,289,,0,,contiguous,3,"Given the intense suspicion and the focus on Mitchell being the primary target of accusations, I will vote for him, betting that he is the Werewolf."
439,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game9,run_3,3,Stochastic,for,Contingency,for,365,368,,0,,contiguous,3,"Given the intense suspicion and the focus on Mitchell being the primary target of accusations, I will vote for him, betting that he is the Werewolf."
440,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game1,run_3,3,Stochastic,and,Expansion,and,48,51,,0,,contiguous,1,The discussion centers heavily on card swapping and the identity of the Werewolf.
440,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game1,run_3,3,Stochastic,and,Expansion,and,132,135,,0,,contiguous,2,Dan explicitly states that he switched Caitlynn's and Justin's cards and suggests that Caitlynn is the Werewolf because she took a Villager card.
440,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game1,run_3,3,Stochastic,and,Expansion,and,151,154,,0,,contiguous,2,Dan explicitly states that he switched Caitlynn's and Justin's cards and suggests that Caitlynn is the Werewolf because she took a Villager card.
440,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game1,run_3,3,Stochastic,because,Contingency,because,194,201,,0,,contiguous,2,Dan explicitly states that he switched Caitlynn's and Justin's cards and suggests that Caitlynn is the Werewolf because she took a Villager card.
440,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game1,run_3,3,Stochastic,while,Comparison,While,228,233,,0,,contiguous,3,"While there is uncertainty regarding the exact number of Werewolves, targeting Caitlynn is the most direct strategy to eliminate a Werewolf and secure a victory for Team Village."
440,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game1,run_3,3,Stochastic,and,Expansion,and,368,371,,0,,contiguous,3,"While there is uncertainty regarding the exact number of Werewolves, targeting Caitlynn is the most direct strategy to eliminate a Werewolf and secure a victory for Team Village."
440,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game1,run_3,3,Stochastic,for,Contingency,for,389,392,,0,,contiguous,3,"While there is uncertainty regarding the exact number of Werewolves, targeting Caitlynn is the most direct strategy to eliminate a Werewolf and secure a victory for Team Village."
440,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game1,run_3,3,Stochastic,if,Contingency,If,407,409,,0,,contiguous,4,"If Caitlynn is indeed the Werewolf, her elimination guarantees Team Village wins."
440,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game1,run_3,3,Stochastic,indeed,Expansion,indeed,422,428,,0,,contiguous,4,"If Caitlynn is indeed the Werewolf, her elimination guarantees Team Village wins."
441,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game2,run_3,3,Stochastic,and,Expansion,and,51,54,,0,,contiguous,1,"The transcript primarily focuses on role confusion and card swapping, making it difficult to definitively identify the Werewolf."
441,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game2,run_3,3,Stochastic,while,Comparison,While,129,134,,0,,contiguous,2,"While players are discussing alibis and potential deception, no player explicitly claims or is confirmed to be the Werewolf."
441,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game2,run_3,3,Stochastic,and,Expansion,and,165,168,,0,,contiguous,2,"While players are discussing alibis and potential deception, no player explicitly claims or is confirmed to be the Werewolf."
441,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game2,run_3,3,Stochastic,or,Expansion,or,218,220,,0,,contiguous,2,"While players are discussing alibis and potential deception, no player explicitly claims or is confirmed to be the Werewolf."
441,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game2,run_3,3,Stochastic,since,Contingency,Since,254,259,,0,,contiguous,3,"Since I cannot confirm the presence of a Werewolf, I must adhere to the rule that allows me to indicate 'No Werewolf' if I am confident none are present."
441,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game2,run_3,3,Stochastic,if,Contingency,if,372,374,,0,,contiguous,3,"Since I cannot confirm the presence of a Werewolf, I must adhere to the rule that allows me to indicate 'No Werewolf' if I am confident none are present."
442,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game3,run_3,3,Stochastic,specifically,Expansion,specifically,58,70,,0,,contiguous,1,"The transcript suggests a significant role swap occurred, specifically involving Justin and Mitchell, who were questioned about robbing each other."
442,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game3,run_3,3,Stochastic,and,Expansion,and,88,91,,0,,contiguous,1,"The transcript suggests a significant role swap occurred, specifically involving Justin and Mitchell, who were questioned about robbing each other."
442,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game3,run_3,3,Stochastic,and,Expansion,and,202,205,,0,,contiguous,2,"Mitchell explicitly states that Justin is a werewolf, and Justin agrees."
442,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game3,run_3,3,Stochastic,given,Contingency,Given,221,226,,0,,contiguous,3,"Given the goal is to eliminate a Werewolf to win, voting for Justin is the most logical move based on the direct accusation and subsequent agreement."
442,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game3,run_3,3,Stochastic,for,Contingency,for,278,281,,0,,contiguous,3,"Given the goal is to eliminate a Werewolf to win, voting for Justin is the most logical move based on the direct accusation and subsequent agreement."
442,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game3,run_3,3,Stochastic,and,Expansion,and,345,348,,0,,contiguous,3,"Given the goal is to eliminate a Werewolf to win, voting for Justin is the most logical move based on the direct accusation and subsequent agreement."
443,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game4,run_3,3,Stochastic,while,Comparison,While,119,124,,0,,contiguous,2,"While the discussion is highly confusing due to potential role swaps (Robber, Troublemaker), Mike remains the primary suspect."
444,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game5,run_3,3,Stochastic,specifically,Expansion,specifically,84,96,,0,,contiguous,1,"Caitlynn repeatedly confirms that Justin is the Werewolf throughout the discussion, specifically stating this multiple times after questioning about role swaps."
444,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game5,run_3,3,Stochastic,after,Temporal,after,125,130,,0,,contiguous,1,"Caitlynn repeatedly confirms that Justin is the Werewolf throughout the discussion, specifically stating this multiple times after questioning about role swaps."
444,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game5,run_3,3,Stochastic,as,Temporal,As,161,163,,0,,contiguous,2,"As Team Village's objective is to eliminate a Werewolf, voting out Justin is the most direct path to victory based on the available public information."
445,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game6,run_3,3,Stochastic,despite,Comparison,Despite,0,7,,0,,contiguous,1,"Despite the confusion caused by role swaps and conflicting statements, the discussion ultimately points toward Mitchell being the Werewolf."
445,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game6,run_3,3,Stochastic,and,Expansion,and,43,46,,0,,contiguous,1,"Despite the confusion caused by role swaps and conflicting statements, the discussion ultimately points toward Mitchell being the Werewolf."
445,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game6,run_3,3,Stochastic,ultimately,Temporal,ultimately,86,96,,0,,contiguous,1,"Despite the confusion caused by role swaps and conflicting statements, the discussion ultimately points toward Mitchell being the Werewolf."
445,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game6,run_3,3,Stochastic,and,Expansion,and,176,179,,0,,contiguous,2,"Caitlynn directly accuses Mitchell, and other players, including Mike, express strong belief that Mitchell is the Werewolf."
445,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game6,run_3,3,Stochastic,since,Contingency,Since,264,269,,0,,contiguous,3,"Since Team Village wins by eliminating a Werewolf, voting for Mitchell is the most strategic move to achieve the desired outcome."
445,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game6,run_3,3,Stochastic,for,Contingency,for,322,325,,0,,contiguous,3,"Since Team Village wins by eliminating a Werewolf, voting for Mitchell is the most strategic move to achieve the desired outcome."
446,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game7,run_3,3,Stochastic,and,Expansion,and,132,135,,0,,contiguous,2,Mike repeatedly states that there are two werewolves and concludes that Caitlin is one of them.
446,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game7,run_3,3,Stochastic,since,Contingency,Since,175,180,,0,,contiguous,3,"Since Team Village wins by eliminating a Werewolf, voting for Caitlynn is the most strategic move based on the available transcript evidence."
446,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game7,run_3,3,Stochastic,for,Contingency,for,233,236,,0,,contiguous,3,"Since Team Village wins by eliminating a Werewolf, voting for Caitlynn is the most strategic move based on the available transcript evidence."
447,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game8,run_3,3,Stochastic,and,Expansion,and,35,38,,0,,contiguous,1,"The discussion is highly ambiguous and filled with accusations, making definitive identification difficult."
447,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game8,run_3,3,Stochastic,with,Contingency,with,46,50,,0,,contiguous,1,"The discussion is highly ambiguous and filled with accusations, making definitive identification difficult."
447,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game8,run_3,3,Stochastic,however,Comparison,However,108,115,,0,,contiguous,2,"However, Justin is the primary target of suspicion, being accused by both Caitlynn and Mitchell of potentially being the Werewolf or the Drunk."
447,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game8,run_3,3,Stochastic,and,Expansion,and,191,194,,0,,contiguous,2,"However, Justin is the primary target of suspicion, being accused by both Caitlynn and Mitchell of potentially being the Werewolf or the Drunk."
447,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game8,run_3,3,Stochastic,or,Expansion,or,238,240,,0,,contiguous,2,"However, Justin is the primary target of suspicion, being accused by both Caitlynn and Mitchell of potentially being the Werewolf or the Drunk."
447,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game8,run_3,3,Stochastic,since,Contingency,Since,252,257,,0,,contiguous,3,"Since Team Village wins by eliminating a Werewolf, voting out the most suspected player maximizes the chance of achieving this goal."
448,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game2,run_3,3,Stochastic,and,Expansion,and,53,56,,0,,contiguous,1,The transcript is highly confusing due to role swaps and conflicting claims about player identities.
448,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game2,run_3,3,Stochastic,however,Comparison,However,101,108,,0,,contiguous,2,"However, Mike is the subject of multiple direct accusations from Justin and James suggesting he is the Werewolf."
448,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game2,run_3,3,Stochastic,and,Expansion,and,173,176,,0,,contiguous,2,"However, Mike is the subject of multiple direct accusations from Justin and James suggesting he is the Werewolf."
448,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game2,run_3,3,Stochastic,since,Contingency,Since,214,219,,0,,contiguous,3,"Since Team Village needs to eliminate a Werewolf to win, targeting the most suspected player is the best strategy to maximize the chance of victory."
449,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game3,run_3,3,Stochastic,as,Temporal,as,38,40,,0,,contiguous,1,"Mitchell directly accused two players as Werewolves during the discussion, which provides the strongest evidence pointing towards him being a Werewolf."
449,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game3,run_3,3,Stochastic,while,Comparison,While,152,157,,0,,contiguous,2,"While other players made claims, Mitchell's assertion carries significant weight in the context of the voting phase."
450,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game4,run_3,3,Stochastic,and,Expansion,and,86,89,,0,,contiguous,1,"James explicitly states his intention to vote out Mike, citing that Mike is talkative and manipulative, which aligns with the general suspicion being cast."
450,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game4,run_3,3,Stochastic,with,Contingency,with,117,121,,0,,contiguous,1,"James explicitly states his intention to vote out Mike, citing that Mike is talkative and manipulative, which aligns with the general suspicion being cast."
450,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game4,run_3,3,Stochastic,although,Comparison,Although,156,164,,0,,contiguous,2,"Although other players also express suspicion regarding Mitchell, James's direct accusation provides the strongest immediate target based on the public discussion."
