model,decoding_group,run_label,semantic_category,discourse_relation,n_justifications_with_category,n_justifications_with_both,conditional_prevalence,low_support_diagnostic
Gemma 4 31B,Stochastic,run_1,Behavioral,Temporal,118,63,0.5338983050847458,False
Gemma 4 31B,Stochastic,run_1,Behavioral,Any explicit,118,116,0.9830508474576272,False
Gemma 4 31B,Stochastic,run_1,ClaimComparison,Comparison,113,57,0.504424778761062,False
Gemma 4 31B,Stochastic,run_1,ClaimComparison,Contingency,113,64,0.5663716814159292,False
Gemma 4 31B,Stochastic,run_1,ClaimComparison,Expansion,113,62,0.5486725663716814,False
Gemma 4 31B,Stochastic,run_1,ClaimComparison,Temporal,113,64,0.5663716814159292,False
Gemma 4 31B,Stochastic,run_1,ClaimComparison,Any explicit,113,109,0.9646017699115044,False
Gemma 4 31B,Stochastic,run_1,Payoff,Comparison,59,29,0.4915254237288136,False
Gemma 4 31B,Stochastic,run_1,Payoff,Contingency,59,50,0.847457627118644,False
Gemma 4 31B,Stochastic,run_1,Payoff,Expansion,59,33,0.559322033898305,False
Gemma 4 31B,Stochastic,run_1,Payoff,Temporal,59,25,0.423728813559322,False
Gemma 4 31B,Stochastic,run_1,Payoff,Any explicit,59,58,0.9830508474576272,False
Gemma 4 31B,Stochastic,run_1,Uncertainty,Comparison,22,15,0.6818181818181818,True
Gemma 4 31B,Stochastic,run_1,Uncertainty,Contingency,22,12,0.5454545454545454,True
Gemma 4 31B,Stochastic,run_1,Uncertainty,Expansion,22,12,0.5454545454545454,True
Gemma 4 31B,Stochastic,run_1,Uncertainty,Temporal,22,7,0.3181818181818182,True
Gemma 4 31B,Stochastic,run_1,Uncertainty,Any explicit,22,20,0.9090909090909091,True
Gemma 4 31B,Stochastic,run_2,Mechanical,Comparison,101,34,0.33663366336633666,False
Gemma 4 31B,Stochastic,run_2,Mechanical,Contingency,101,73,0.7227722772277227,False
Gemma 4 31B,Stochastic,run_2,Mechanical,Expansion,101,56,0.5544554455445545,False
Gemma 4 31B,Stochastic,run_2,Mechanical,Temporal,101,37,0.36633663366336633,False
Gemma 4 31B,Stochastic,run_2,Mechanical,Any explicit,101,98,0.9702970297029703,False
Gemma 4 31B,Stochastic,run_2,Testimony,Comparison,190,87,0.45789473684210524,False
Gemma 4 31B,Stochastic,run_2,Testimony,Contingency,190,106,0.5578947368421052,False
Gemma 4 31B,Stochastic,run_2,Testimony,Expansion,190,101,0.531578947368421,False
Gemma 4 31B,Stochastic,run_2,Testimony,Temporal,190,74,0.3894736842105263,False
Gemma 4 31B,Stochastic,run_2,Testimony,Any explicit,190,182,0.9578947368421052,False
Gemma 4 31B,Stochastic,run_2,SocialJudgment,Comparison,64,32,0.5,False
Gemma 4 31B,Stochastic,run_2,SocialJudgment,Contingency,64,29,0.453125,False
Gemma 4 31B,Stochastic,run_2,SocialJudgment,Expansion,64,32,0.5,False
Gemma 4 31B,Stochastic,run_2,SocialJudgment,Temporal,64,23,0.359375,False
Gemma 4 31B,Stochastic,run_2,SocialJudgment,Any explicit,64,62,0.96875,False
Gemma 4 31B,Stochastic,run_2,Behavioral,Comparison,119,57,0.4789915966386555,False
Gemma 4 31B,Stochastic,run_2,Behavioral,Contingency,119,64,0.5378151260504201,False
Gemma 4 31B,Stochastic,run_2,Behavioral,Expansion,119,66,0.5546218487394958,False
Gemma 4 31B,Stochastic,run_2,Behavioral,Temporal,119,54,0.453781512605042,False
Gemma 4 31B,Stochastic,run_2,Behavioral,Any explicit,119,113,0.9495798319327731,False
Gemma 4 31B,Stochastic,run_2,ClaimComparison,Comparison,103,48,0.46601941747572817,False
Gemma 4 31B,Stochastic,run_2,ClaimComparison,Contingency,103,58,0.5631067961165048,False
Gemma 4 31B,Stochastic,run_2,ClaimComparison,Expansion,103,54,0.5242718446601942,False
Gemma 4 31B,Stochastic,run_2,ClaimComparison,Temporal,103,54,0.5242718446601942,False
Gemma 4 31B,Stochastic,run_2,ClaimComparison,Any explicit,103,103,1.0,False
Gemma 4 31B,Stochastic,run_2,Payoff,Comparison,44,26,0.5909090909090909,False
Gemma 4 31B,Stochastic,run_2,Payoff,Contingency,44,29,0.6590909090909091,False
Gemma 4 31B,Stochastic,run_2,Payoff,Expansion,44,25,0.5681818181818182,False
Gemma 4 31B,Stochastic,run_2,Payoff,Temporal,44,16,0.36363636363636365,False
Gemma 4 31B,Stochastic,run_2,Payoff,Any explicit,44,44,1.0,False
Gemma 4 31B,Stochastic,run_2,Uncertainty,Comparison,24,15,0.625,True
Gemma 4 31B,Stochastic,run_2,Uncertainty,Contingency,24,10,0.4166666666666667,True
Gemma 4 31B,Stochastic,run_2,Uncertainty,Expansion,24,15,0.625,True
Gemma 4 31B,Stochastic,run_2,Uncertainty,Temporal,24,5,0.20833333333333334,True
Gemma 4 31B,Stochastic,run_2,Uncertainty,Any explicit,24,23,0.9583333333333334,True
Gemma 4 31B,Stochastic,run_3,Mechanical,Comparison,101,34,0.33663366336633666,False
Gemma 4 31B,Stochastic,run_3,Mechanical,Contingency,101,72,0.7128712871287128,False
Gemma 4 31B,Stochastic,run_3,Mechanical,Expansion,101,58,0.5742574257425742,False
Gemma 4 31B,Stochastic,run_3,Mechanical,Temporal,101,40,0.39603960396039606,False
Gemma 4 31B,Stochastic,run_3,Mechanical,Any explicit,101,96,0.9504950495049505,False
Gemma 4 31B,Stochastic,run_3,Testimony,Comparison,188,78,0.4148936170212766,False
Gemma 4 31B,Stochastic,run_3,Testimony,Contingency,188,110,0.5851063829787234,False
Gemma 4 31B,Stochastic,run_3,Testimony,Expansion,188,104,0.5531914893617021,False
Gemma 4 31B,Stochastic,run_3,Testimony,Temporal,188,77,0.4095744680851064,False
Gemma 4 31B,Stochastic,run_3,Testimony,Any explicit,188,181,0.9627659574468085,False
Gemma 4 31B,Stochastic,run_3,SocialJudgment,Comparison,56,28,0.5,False
Gemma 4 31B,Stochastic,run_3,SocialJudgment,Contingency,56,25,0.44642857142857145,False
Gemma 4 31B,Stochastic,run_3,SocialJudgment,Expansion,56,30,0.5357142857142857,False
Gemma 4 31B,Stochastic,run_3,SocialJudgment,Temporal,56,21,0.375,False
Gemma 4 31B,Stochastic,run_3,SocialJudgment,Any explicit,56,54,0.9642857142857143,False
Gemma 4 31B,Stochastic,run_3,Behavioral,Comparison,116,54,0.46551724137931033,False
Gemma 4 31B,Stochastic,run_3,Behavioral,Contingency,116,70,0.603448275862069,False
Gemma 4 31B,Stochastic,run_3,Behavioral,Expansion,116,65,0.5603448275862069,False
Gemma 4 31B,Stochastic,run_3,Behavioral,Temporal,116,50,0.43103448275862066,False
Gemma 4 31B,Stochastic,run_3,Behavioral,Any explicit,116,113,0.9741379310344828,False
Gemma 4 31B,Stochastic,run_3,ClaimComparison,Comparison,112,49,0.4375,False
Gemma 4 31B,Stochastic,run_3,ClaimComparison,Contingency,112,58,0.5178571428571429,False
Gemma 4 31B,Stochastic,run_3,ClaimComparison,Expansion,112,65,0.5803571428571429,False
Gemma 4 31B,Stochastic,run_3,ClaimComparison,Temporal,112,59,0.5267857142857143,False
Gemma 4 31B,Stochastic,run_3,ClaimComparison,Any explicit,112,108,0.9642857142857143,False
Gemma 4 31B,Stochastic,run_3,Payoff,Comparison,55,19,0.34545454545454546,False
Gemma 4 31B,Stochastic,run_3,Payoff,Contingency,55,43,0.7818181818181819,False
Gemma 4 31B,Stochastic,run_3,Payoff,Expansion,55,35,0.6363636363636364,False
Gemma 4 31B,Stochastic,run_3,Payoff,Temporal,55,18,0.32727272727272727,False
Gemma 4 31B,Stochastic,run_3,Payoff,Any explicit,55,53,0.9636363636363636,False
Gemma 4 31B,Stochastic,run_3,Uncertainty,Comparison,16,10,0.625,True
Gemma 4 31B,Stochastic,run_3,Uncertainty,Contingency,16,5,0.3125,True
Gemma 4 31B,Stochastic,run_3,Uncertainty,Expansion,16,10,0.625,True
Gemma 4 31B,Stochastic,run_3,Uncertainty,Temporal,16,4,0.25,True
Gemma 4 31B,Stochastic,run_3,Uncertainty,Any explicit,16,15,0.9375,True
Gemma 4 31B,Greedy,greedy_t0,Mechanical,Comparison,103,44,0.42718446601941745,False
Gemma 4 31B,Greedy,greedy_t0,Mechanical,Contingency,103,67,0.6504854368932039,False
Gemma 4 31B,Greedy,greedy_t0,Mechanical,Expansion,103,68,0.6601941747572816,False
Gemma 4 31B,Greedy,greedy_t0,Mechanical,Temporal,103,41,0.39805825242718446,False
Gemma 4 31B,Greedy,greedy_t0,Mechanical,Any explicit,103,96,0.9320388349514563,False
Gemma 4 31B,Greedy,greedy_t0,Testimony,Comparison,189,83,0.43915343915343913,False
Gemma 4 31B,Greedy,greedy_t0,Testimony,Contingency,189,100,0.5291005291005291,False
Gemma 4 31B,Greedy,greedy_t0,Testimony,Expansion,189,119,0.6296296296296297,False
Gemma 4 31B,Greedy,greedy_t0,Testimony,Temporal,189,81,0.42857142857142855,False
Gemma 4 31B,Greedy,greedy_t0,Testimony,Any explicit,189,180,0.9523809523809523,False
Gemma 4 31B,Greedy,greedy_t0,SocialJudgment,Comparison,58,34,0.5862068965517241,False
Gemma 4 31B,Greedy,greedy_t0,SocialJudgment,Contingency,58,20,0.3448275862068966,False
Gemma 4 31B,Greedy,greedy_t0,SocialJudgment,Expansion,58,36,0.6206896551724138,False
Gemma 4 31B,Greedy,greedy_t0,SocialJudgment,Temporal,58,23,0.39655172413793105,False
Gemma 4 31B,Greedy,greedy_t0,SocialJudgment,Any explicit,58,56,0.9655172413793104,False
Gemma 4 31B,Greedy,greedy_t0,Behavioral,Comparison,117,57,0.48717948717948717,False
Gemma 4 31B,Greedy,greedy_t0,Behavioral,Contingency,117,58,0.49572649572649574,False
Gemma 4 31B,Greedy,greedy_t0,Behavioral,Expansion,117,74,0.6324786324786325,False
Gemma 4 31B,Greedy,greedy_t0,Behavioral,Temporal,117,57,0.48717948717948717,False
Gemma 4 31B,Greedy,greedy_t0,Behavioral,Any explicit,117,115,0.9829059829059829,False
Gemma 4 31B,Greedy,greedy_t0,ClaimComparison,Comparison,114,54,0.47368421052631576,False
Gemma 4 31B,Greedy,greedy_t0,ClaimComparison,Contingency,114,54,0.47368421052631576,False
Gemma 4 31B,Greedy,greedy_t0,ClaimComparison,Expansion,114,75,0.6578947368421053,False
Gemma 4 31B,Greedy,greedy_t0,ClaimComparison,Temporal,114,55,0.4824561403508772,False
Gemma 4 31B,Greedy,greedy_t0,ClaimComparison,Any explicit,114,111,0.9736842105263158,False
Gemma 4 31B,Greedy,greedy_t0,Payoff,Comparison,56,23,0.4107142857142857,False
Gemma 4 31B,Greedy,greedy_t0,Payoff,Contingency,56,39,0.6964285714285714,False
Gemma 4 31B,Greedy,greedy_t0,Payoff,Expansion,56,39,0.6964285714285714,False
Gemma 4 31B,Greedy,greedy_t0,Payoff,Temporal,56,19,0.3392857142857143,False
Gemma 4 31B,Greedy,greedy_t0,Payoff,Any explicit,56,53,0.9464285714285714,False
Gemma 4 31B,Greedy,greedy_t0,Uncertainty,Comparison,15,10,0.6666666666666666,True
Gemma 4 31B,Greedy,greedy_t0,Uncertainty,Contingency,15,7,0.4666666666666667,True
Gemma 4 31B,Greedy,greedy_t0,Uncertainty,Expansion,15,10,0.6666666666666666,True
Gemma 4 31B,Greedy,greedy_t0,Uncertainty,Temporal,15,8,0.5333333333333333,True
Gemma 4 31B,Greedy,greedy_t0,Uncertainty,Any explicit,15,15,1.0,True
