justification_id,model,game_id,run_label,decoding_group,n_sentences,n_sent_Mechanical,sem_Mechanical,n_sent_Testimony,sem_Testimony,n_sent_SocialJudgment,sem_SocialJudgment,n_sent_Behavioral,sem_Behavioral,n_sent_ClaimComparison,sem_ClaimComparison,n_sent_Payoff,sem_Payoff,n_sent_Uncertainty,sem_Uncertainty,n_sent_Other,sem_Other,n_disc_Comparison,disc_Comparison,n_disc_Contingency,disc_Contingency,n_disc_Expansion,disc_Expansion,n_disc_Temporal,disc_Temporal,n_sense_Comparison.Contrast,sense_Comparison.Contrast,n_sense_Comparison.Concession,sense_Comparison.Concession,n_sense_Contingency.Cause,sense_Contingency.Cause,n_sense_Contingency.Condition,sense_Contingency.Condition,n_sense_Expansion.Conjunction,sense_Expansion.Conjunction,n_sense_Expansion.Alternative,sense_Expansion.Alternative,n_sense_Expansion.Restatement,sense_Expansion.Restatement,n_sense_Temporal.Asynchronous,sense_Temporal.Asynchronous,n_sense_Temporal.Synchrony,sense_Temporal.Synchrony,n_relations,has_any_relation,vote,voted_player_end_role,is_correct,n_words,n_semantic_categories
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5__Game6__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game6,run_3,Stochastic,3,0,False,1,True,0,False,0,False,0,False,1,True,3,True,0,False,1,True,2,True,2,True,0,False,1,True,0,False,1,True,1,True,2,True,0,False,0,False,0,False,0,False,5,True,No Werewolf,,False,78,3
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5__Game7__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game7,run_3,Stochastic,3,0,False,0,False,1,True,0,False,0,False,1,True,0,False,0,False,0,False,2,True,1,True,0,False,0,False,0,False,2,True,0,False,1,True,0,False,0,False,0,False,0,False,3,True,Justin,Insomniac,False,65,2
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5__Game8__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game8,run_3,Stochastic,3,0,False,0,False,1,True,0,False,0,False,1,True,0,False,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,1,True,Mitchell,Tanner,False,51,2
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through__Game1__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,run_3,Stochastic,3,0,False,2,True,0,False,0,False,0,False,1,True,2,True,0,False,1,True,1,True,1,True,0,False,0,False,1,True,1,True,0,False,1,True,0,False,0,False,0,False,0,False,3,True,Jordan2,Tanner,False,73,3
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through__Game2__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game2,run_3,Stochastic,3,0,False,0,False,1,True,0,False,0,False,1,True,3,True,0,False,0,False,1,True,1,True,0,False,0,False,0,False,1,True,0,False,1,True,0,False,0,False,0,False,0,False,2,True,No Werewolf,,False,65,3
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016__Game2__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016 / Game2,run_3,Stochastic,3,0,False,0,False,2,True,1,True,0,False,1,True,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,1,True,Mike,Tanner,False,62,3
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016__Game1__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016 / Game1,run_3,Stochastic,3,0,False,0,False,3,True,0,False,0,False,2,True,1,True,0,False,1,True,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,Mitchell,Troublemaker,False,74,3
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017__Game1__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game1,run_3,Stochastic,4,0,False,2,True,0,False,2,True,1,True,1,True,0,False,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,1,True,Mike,Werewolf,True,78,4
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017__Game2__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game2,run_3,Stochastic,3,0,False,0,False,0,False,1,True,0,False,1,True,3,True,0,False,0,False,1,True,1,True,0,False,0,False,0,False,1,True,0,False,1,True,0,False,0,False,0,False,0,False,2,True,No Werewolf,,False,65,3
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017__Game3__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game3,run_3,Stochastic,4,0,False,2,True,1,True,1,True,1,True,1,True,1,True,0,False,1,True,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,1,True,0,False,2,True,Justin,Troublemaker,False,77,6
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017__Game1__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017 / Game1,run_3,Stochastic,3,0,False,1,True,1,True,0,False,1,True,1,True,1,True,0,False,1,True,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,Caitlynn,Werewolf,True,59,5
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017__Game2__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017 / Game2,run_3,Stochastic,3,0,False,2,True,0,False,0,False,1,True,1,True,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,1,True,Justin,Werewolf,True,57,3
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#18##September#30th#2017__Game1__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#18##September#30th#2017 / Game1,run_3,Stochastic,3,0,False,0,False,0,False,0,False,0,False,1,True,3,True,0,False,0,False,1,True,1,True,0,False,0,False,0,False,1,True,0,False,1,True,0,False,0,False,0,False,0,False,2,True,No Werewolf,,False,64,2
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018__Game2__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018 / Game2,run_3,Stochastic,3,0,False,2,True,1,True,0,False,0,False,2,True,0,False,0,False,1,True,1,True,0,False,0,False,1,True,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,2,True,Meghan,Werewolf,True,56,3
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018__Game3__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018 / Game3,run_3,Stochastic,3,0,False,1,True,2,True,0,False,0,False,1,True,0,False,0,False,1,True,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,Meghan,Werewolf,True,59,3
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018__Game1__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018 / Game1,run_3,Stochastic,3,0,False,2,True,2,True,0,False,0,False,1,True,0,False,0,False,0,False,1,True,1,True,0,False,0,False,0,False,1,True,0,False,1,True,0,False,0,False,0,False,0,False,2,True,Mitchell,Werewolf,True,53,3
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018__Game2__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018 / Game2,run_3,Stochastic,3,0,False,1,True,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,Mike,Seer,False,56,2
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018__Game3__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018 / Game3,run_3,Stochastic,3,0,False,1,True,2,True,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,Justin,Robber,False,64,4
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#30##February#17th#2018__Game2__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#30##February#17th#2018 / Game2,run_3,Stochastic,4,1,True,2,True,1,True,0,False,0,False,1,True,2,True,0,False,1,True,0,False,1,True,1,True,1,True,0,False,0,False,0,False,1,True,0,False,0,False,1,True,0,False,3,True,Mike,Tanner,False,83,5
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#30##February#17th#2018__Game4__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#30##February#17th#2018 / Game4,run_3,Stochastic,3,0,False,0,False,2,True,0,False,0,False,1,True,2,True,0,False,1,True,1,True,1,True,0,False,1,True,0,False,1,True,0,False,1,True,0,False,0,False,0,False,0,False,3,True,No Werewolf,,False,77,3
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018__Game2__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018 / Game2,run_3,Stochastic,4,0,False,1,True,1,True,0,False,0,False,1,True,0,False,0,False,0,False,1,True,2,True,0,False,0,False,0,False,1,True,0,False,2,True,0,False,0,False,0,False,0,False,3,True,Mitchell,Hunter,False,56,3
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018__Game3__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018 / Game3,run_3,Stochastic,3,0,False,0,False,0,False,0,False,0,False,1,True,3,True,0,False,0,False,1,True,0,False,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,1,True,No Werewolf,,False,54,2
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#37##April#21st#2018__Game2__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#37##April#21st#2018 / Game2,run_3,Stochastic,3,0,False,2,True,2,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,1,True,Mike,Troublemaker,False,70,4
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018__Game3__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018 / Game3,run_3,Stochastic,3,0,False,2,True,1,True,0,False,0,False,2,True,0,False,0,False,0,False,1,True,1,True,0,False,0,False,0,False,1,True,0,False,1,True,0,False,0,False,0,False,0,False,2,True,Mike,Werewolf,True,59,3
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018__Game4__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018 / Game4,run_3,Stochastic,3,0,False,0,False,1,True,0,False,0,False,1,True,1,True,0,False,1,True,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,Mike,Seer,False,64,3
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018__Game3__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018 / Game3,run_3,Stochastic,3,0,False,0,False,0,False,0,False,0,False,1,True,3,True,0,False,0,False,1,True,1,True,0,False,0,False,0,False,1,True,0,False,1,True,0,False,0,False,0,False,0,False,2,True,No Werewolf,,False,62,2
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016__Game1__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016 / Game1,run_3,Stochastic,3,0,False,2,True,1,True,0,False,0,False,2,True,0,False,0,False,0,False,2,True,1,True,0,False,0,False,0,False,2,True,0,False,1,True,0,False,0,False,0,False,0,False,3,True,Justin,Werewolf,True,74,3
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016__Game2__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016 / Game2,run_3,Stochastic,2,0,False,2,True,0,False,0,False,0,False,1,True,1,True,0,False,1,True,0,False,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,Paul,Seer,False,58,3
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016__Game3__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016 / Game3,run_3,Stochastic,3,0,False,2,True,1,True,0,False,0,False,1,True,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,1,True,Mitchell,Drunk,False,60,3
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018__Game1__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game1,run_3,Stochastic,3,0,False,1,True,1,True,0,False,0,False,1,True,0,False,0,False,0,False,1,True,1,True,0,False,0,False,0,False,1,True,0,False,1,True,0,False,0,False,0,False,0,False,2,True,Mitchell,Werewolf,True,55,3
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018__Game3__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game3,run_3,Stochastic,3,0,False,2,True,0,False,0,False,0,False,2,True,1,True,0,False,1,True,1,True,0,False,0,False,1,True,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,2,True,Justin,Tanner,False,71,3
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018__Game4__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game4,run_3,Stochastic,3,0,False,0,False,2,True,0,False,0,False,2,True,1,True,0,False,0,False,1,True,0,False,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,1,True,Paul,Werewolf,True,74,3
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018__Game1__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game1,run_3,Stochastic,4,0,False,2,True,0,False,0,False,0,False,1,True,1,True,0,False,0,False,1,True,0,False,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,1,True,Mitchell,Seer,False,70,3
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018__Game2__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game2,run_3,Stochastic,4,0,False,1,True,1,True,1,True,0,False,1,True,1,True,0,False,1,True,1,True,0,False,0,False,1,True,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,2,True,Justin,Werewolf,True,67,5
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018__Game3__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game3,run_3,Stochastic,4,1,True,2,True,1,True,0,False,0,False,1,True,1,True,0,False,1,True,1,True,1,True,1,True,1,True,0,False,0,False,1,True,1,True,0,False,0,False,1,True,0,False,4,True,Mitchell,Robber,False,72,5
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018__Game4__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game4,run_3,Stochastic,3,0,False,1,True,0,False,1,True,0,False,1,True,2,True,0,False,0,False,1,True,0,False,2,True,0,False,0,False,1,True,0,False,0,False,0,False,0,False,1,True,1,True,3,True,No Werewolf,,True,88,4
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018__Game5__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game5,run_3,Stochastic,4,0,False,0,False,0,False,2,True,0,False,2,True,1,True,0,False,0,False,2,True,0,False,0,False,0,False,0,False,2,True,0,False,0,False,0,False,0,False,0,False,0,False,2,True,Mitchell,Troublemaker,False,73,3
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018__Game4__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game4,run_3,Stochastic,3,0,False,1,True,1,True,0,False,0,False,1,True,1,True,0,False,1,True,1,True,0,False,0,False,1,True,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,2,True,Justin,Tanner,False,60,4
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018__Game6__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game6,run_3,Stochastic,3,0,False,1,True,1,True,0,False,0,False,1,True,3,True,0,False,1,True,2,True,2,True,0,False,1,True,0,False,1,True,1,True,2,True,0,False,0,False,0,False,0,False,5,True,No Werewolf,,True,79,4
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#5##October#29th#2016__Game1__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#5##October#29th#2016 / Game1,run_3,Stochastic,3,0,False,3,True,0,False,0,False,0,False,2,True,2,True,0,False,2,True,1,True,0,False,0,False,2,True,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,3,True,Chris,Werewolf,True,68,3
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#55##January#26th#2019__Game3__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#55##January#26th#2019 / Game3,run_3,Stochastic,3,0,False,0,False,0,False,0,False,0,False,1,True,3,True,0,False,1,True,1,True,1,True,0,False,1,True,0,False,1,True,0,False,1,True,0,False,0,False,0,False,0,False,3,True,No Werewolf,,False,61,2
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016__Game1__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016 / Game1,run_3,Stochastic,3,0,False,1,True,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,1,True,0,False,0,False,1,True,0,False,2,True,Mitchell,Werewolf,True,66,2
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016__Game2__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016 / Game2,run_3,Stochastic,3,0,False,1,True,0,False,0,False,1,True,1,True,0,False,0,False,0,False,2,True,1,True,0,False,0,False,0,False,2,True,0,False,1,True,0,False,0,False,0,False,0,False,3,True,Mitchell,Robber,False,53,3
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019__Game1__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019 / Game1,run_3,Stochastic,3,0,False,0,False,3,True,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,1,True,0,False,0,False,1,True,0,False,1,True,0,False,0,False,1,True,0,False,3,True,Mitchell,Troublemaker,False,54,1
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019__Game2__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019 / Game2,run_3,Stochastic,3,0,False,0,False,0,False,0,False,0,False,1,True,3,True,0,False,1,True,2,True,2,True,0,False,1,True,0,False,1,True,1,True,2,True,0,False,0,False,0,False,0,False,5,True,No Werewolf,,False,71,2
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#63##March#23rd#2019__Game1__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#63##March#23rd#2019 / Game1,run_3,Stochastic,3,0,False,3,True,0,False,0,False,0,False,1,True,1,True,0,False,1,True,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,2,True,Justin,Tanner,False,65,3
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019__Game3__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game3,run_3,Stochastic,3,1,True,1,True,0,False,1,True,0,False,1,True,0,False,0,False,1,True,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,James,Werewolf,True,71,4
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019__Game4__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game4,run_3,Stochastic,4,0,False,1,True,3,True,0,False,0,False,1,True,0,False,0,False,0,False,1,True,2,True,0,False,0,False,0,False,1,True,0,False,2,True,0,False,0,False,0,False,0,False,3,True,Paul,Werewolf,True,81,3
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019__Game5__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game5,run_3,Stochastic,3,0,False,0,False,0,False,0,False,0,False,1,True,2,True,0,False,1,True,2,True,1,True,0,False,1,True,0,False,1,True,1,True,1,True,0,False,0,False,0,False,0,False,4,True,No Werewolf,,False,69,2
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016__Game1__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game1,run_3,Stochastic,3,0,False,2,True,0,False,0,False,0,False,1,True,1,True,0,False,1,True,1,True,0,False,0,False,1,True,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,2,True,Mitchell,Robber,False,63,3
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016__Game2__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game2,run_3,Stochastic,3,0,False,0,False,2,True,0,False,0,False,1,True,0,False,0,False,0,False,1,True,1,True,1,True,0,False,0,False,1,True,0,False,1,True,0,False,0,False,1,True,0,False,3,True,Caitlynn,Tanner,False,60,2
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016__Game3__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game3,run_3,Stochastic,3,0,False,0,False,0,False,0,False,0,False,0,False,3,True,0,False,1,True,1,True,1,True,0,False,1,True,0,False,1,True,0,False,1,True,0,False,0,False,0,False,0,False,3,True,No Werewolf,,False,71,1
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016__Game4__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game4,run_3,Stochastic,4,0,False,1,True,3,True,0,False,0,False,2,True,0,False,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,1,True,Mitchell,Werewolf,True,81,3
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016__Game1__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016 / Game1,run_3,Stochastic,3,0,False,2,True,0,False,0,False,0,False,1,True,1,True,0,False,0,False,1,True,0,False,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,1,True,Mitchell,Tanner,False,55,3
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016__Game4__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016 / Game4,run_3,Stochastic,3,0,False,0,False,2,True,0,False,0,False,1,True,1,True,0,False,1,True,1,True,0,False,0,False,1,True,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,2,True,Mike,Troublemaker,False,66,3
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019__Game2__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019 / Game2,run_3,Stochastic,3,0,False,1,True,1,True,2,True,0,False,1,True,0,False,0,False,1,True,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,Mike,Tanner,False,61,4
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019__Game3__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019 / Game3,run_3,Stochastic,3,0,False,3,True,0,False,0,False,0,False,1,True,0,False,0,False,1,True,1,True,0,False,0,False,1,True,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,2,True,Mike,Robber,False,52,2
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019__Game1__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game1,run_3,Stochastic,4,0,False,1,True,0,False,1,True,1,True,1,True,3,True,0,False,1,True,0,False,1,True,1,True,1,True,0,False,0,False,0,False,1,True,0,False,0,False,0,False,1,True,3,True,No Werewolf,,False,84,5
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019__Game3__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game3,run_3,Stochastic,3,0,False,1,True,0,False,0,False,0,False,1,True,1,True,0,False,1,True,1,True,0,False,1,True,1,True,0,False,1,True,0,False,0,False,0,False,0,False,1,True,0,False,3,True,Mitchell,Robber,False,54,3
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019__Game4__run_3,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game4,run_3,Stochastic,3,0,False,0,False,2,True,0,False,0,False,1,True,0,False,0,False,0,False,1,True,1,True,0,False,0,False,0,False,1,True,0,False,1,True,0,False,0,False,0,False,0,False,2,True,Mike,Werewolf,True,56,2
