game_id,run_1,run_2,run_3,greedy_t0,n_unique_votes,all_same,agreement_type,vote_pattern,correct_run_1,correct_run_2,correct_run_3,n_correct_runs,agreement_case
Ego4D / 0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0 / Game1,Erin,Erin,Erin,Erin,1,True,unanimous,Erin | Erin | Erin,False,False,False,0,same_vote_all_wrong
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game4,Paul,James,Paul,James,2,False,two_vs_one,Paul | James | Paul,True,False,True,2,different_votes_mixed_correctness
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game5,James,Justin,James,James,2,False,two_vs_one,James | Justin | James,False,True,False,1,different_votes_mixed_correctness
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game1,Alana,Caitlynn,Caitlynn,No Werewolf,2,False,two_vs_one,Alana | Caitlynn | Caitlynn,True,False,False,1,different_votes_mixed_correctness
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game2,Caitlynn,Caitlynn,Caitlynn,Caitlynn,1,True,unanimous,Caitlynn | Caitlynn | Caitlynn,False,False,False,0,same_vote_all_wrong
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game3,Mike,No Werewolf,Alana,No Werewolf,3,False,all_different,Mike | No Werewolf | Alana,False,False,False,0,different_votes_all_wrong
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game4,Caitlynn,Caitlynn,Caitlynn,Caitlynn,1,True,unanimous,Caitlynn | Caitlynn | Caitlynn,True,True,True,3,same_vote_all_correct
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016 / Game1,Mitchell,Mitchell,Mitchell,Mitchell,1,True,unanimous,Mitchell | Mitchell | Mitchell,False,False,False,0,same_vote_all_wrong
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016 / Game4,Mike,Alana,Alana,Alana,2,False,two_vs_one,Mike | Alana | Alana,False,False,False,0,different_votes_all_wrong
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019 / Game2,Mike,Mike,Mike,Mike,1,True,unanimous,Mike | Mike | Mike,False,False,False,0,same_vote_all_wrong
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019 / Game3,Mike,Mike,Mike,Mike,1,True,unanimous,Mike | Mike | Mike,False,False,False,0,same_vote_all_wrong
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game1,Mike,Mike,Paul,Mike,2,False,two_vs_one,Mike | Mike | Paul,False,False,True,1,different_votes_mixed_correctness
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game3,Mitchell,Justin,Paul,Justin,3,False,all_different,Mitchell | Justin | Paul,False,False,True,1,different_votes_mixed_correctness
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game4,Mike,Mike,Mike,Mike,1,True,unanimous,Mike | Mike | Mike,True,True,True,3,same_vote_all_correct
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#87##November#9th#2019 / Game1,Paul,Paul,Paul,Mitchell,1,True,unanimous,Paul | Paul | Paul,True,True,True,3,same_vote_all_correct
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#87##November#9th#2019 / Game2,Justin,Paul,Justin,Justin,2,False,two_vs_one,Justin | Paul | Justin,False,True,False,1,different_votes_mixed_correctness
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#89##November#30th#2019 / Game2,Justin,Justin,Justin,Justin,1,True,unanimous,Justin | Justin | Justin,True,True,True,3,same_vote_all_correct
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#89##November#30th#2019 / Game3,Mitchell,Mitchell,James,James,2,False,two_vs_one,Mitchell | Mitchell | James,True,True,False,2,different_votes_mixed_correctness
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016 / Game1,Mitchell,Mitchell,Mitchell,No Werewolf,1,True,unanimous,Mitchell | Mitchell | Mitchell,False,False,False,0,same_vote_all_wrong
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016 / Game2,Mike,Mike,Mike,Mike,1,True,unanimous,Mike | Mike | Mike,False,False,False,0,same_vote_all_wrong
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016 / Game3,Mike,Mike,Mitchell,Mike,2,False,two_vs_one,Mike | Mike | Mitchell,True,True,False,2,different_votes_mixed_correctness
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016 / Game4,Caitlynn,No Werewolf,Caitlynn,Caitlynn,2,False,two_vs_one,Caitlynn | No Werewolf | Caitlynn,False,False,False,0,different_votes_all_wrong
Youtube / One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF / Game2,Mitchell,Mitchell,Mitchell,Mitchell,1,True,unanimous,Mitchell | Mitchell | Mitchell,True,True,True,3,same_vote_all_correct
Youtube / One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF / Game3,Justin,Justin,Justin,Justin,1,True,unanimous,Justin | Justin | Justin,True,True,True,3,same_vote_all_correct
Youtube / One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF / Game7,Justin,Justin,Justin,Justin,1,True,unanimous,Justin | Justin | Justin,True,True,True,3,same_vote_all_correct
Youtube / One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough / Game1,Dylan,Dylan,Dylan,Dan,1,True,unanimous,Dylan | Dylan | Dylan,False,False,False,0,same_vote_all_wrong
Youtube / One#Night#Ultimate#Werewolf#2#The#Drunk / Game1,Audrey,Audrey,Dylan,Audrey,2,False,two_vs_one,Audrey | Audrey | Dylan,False,False,False,0,different_votes_all_wrong
Youtube / One#Night#Ultimate#Werewolf#3#Insomniac / Game1,Brett,Brett,Brett,Brett,1,True,unanimous,Brett | Brett | Brett,True,True,True,3,same_vote_all_correct
Youtube / One#Night#Ultimate#Werewolf#361#Classic#Werewolf / Game1,Dylan,Dylan,Dylan,Dylan,1,True,unanimous,Dylan | Dylan | Dylan,True,True,True,3,same_vote_all_correct
Youtube / One#Night#Ultimate#Werewolf#362#More#Classic#Werewolf / Game1,Pete,Pete,Pete,Pete,1,True,unanimous,Pete | Pete | Pete,True,True,True,3,same_vote_all_correct
Youtube / One#Night#Ultimate#Werewolf#363#Even#More#Classic#Werewolf / Game1,Pete,Kelsey,Kelsey,Dylan,2,False,two_vs_one,Pete | Kelsey | Kelsey,False,False,False,0,different_votes_all_wrong
Youtube / One#Night#Ultimate#Werewolf#381#The#Hunt#Is#On / Game1,Brett,Brett,Brett,Brett,1,True,unanimous,Brett | Brett | Brett,False,False,False,0,same_vote_all_wrong
Youtube / One#Night#Ultimate#Werewolf#382#Game#100!! / Game1,No Werewolf,Dylan,Dustin,Dustin,3,False,all_different,No Werewolf | Dylan | Dustin,False,False,True,1,different_votes_mixed_correctness
Youtube / One#Night#Ultimate#Werewolf#491#Classic#Werewolf / Game1,Pete,Pete,Brett,Dustin,2,False,two_vs_one,Pete | Pete | Brett,False,False,True,1,different_votes_mixed_correctness
Youtube / One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf / Game1,Pete,No Werewolf,Brett,No Werewolf,3,False,all_different,Pete | No Werewolf | Brett,False,True,False,1,different_votes_mixed_correctness
Youtube / One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf / Game1,Katie,Pete,Brett,Katie,3,False,all_different,Katie | Pete | Brett,False,False,False,0,different_votes_all_wrong
Youtube / One#Night#Ultimate#Werewolf#531#Classic#ONUW / Game1,Brett,Brett,Brett,Brett,1,True,unanimous,Brett | Brett | Brett,False,False,False,0,same_vote_all_wrong
Youtube / One#Night#Ultimate#Werewolf#532#More#Classic#ONUW / Game1,DeAndre,DeAndre,DeAndre,DeAndre,1,True,unanimous,DeAndre | DeAndre | DeAndre,True,True,True,3,same_vote_all_correct
Youtube / One#Night#Ultimate#Werewolf#533#Even#More#Classic#ONUW / Game1,DeAndre,DeAndre,DeAndre,DeAndre,1,True,unanimous,DeAndre | DeAndre | DeAndre,False,False,False,0,same_vote_all_wrong
Youtube / One#Night#Ultimate#Werewolf#GAME#NIGHT!! / Game2,Shane,Shane,Shane,Shane,1,True,unanimous,Shane | Shane | Shane,True,True,True,3,same_vote_all_correct
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game1,Justin,Mike,Justin,Mike,2,False,two_vs_one,Justin | Mike | Justin,False,False,False,0,different_votes_all_wrong
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game2,Mike,Mike,Mike,Mike,1,True,unanimous,Mike | Mike | Mike,True,True,True,3,same_vote_all_correct
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game3,Mitchell,Justin,Mitchell,Mike,2,False,two_vs_one,Mitchell | Justin | Mitchell,False,True,False,1,different_votes_mixed_correctness
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game4,Paul,Paul,Paul,Paul,1,True,unanimous,Paul | Paul | Paul,False,False,False,0,same_vote_all_wrong
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game5,Mike,Mike,Eric,Mike,2,False,two_vs_one,Mike | Mike | Eric,True,True,False,2,different_votes_mixed_correctness
Youtube / The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF / Game5,Mitchell,Paul,Paul,Mitchell,2,False,two_vs_one,Mitchell | Paul | Paul,True,False,False,1,different_votes_mixed_correctness
Youtube / The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF / Game6,Justin,Paul,Paul,Justin,2,False,two_vs_one,Justin | Paul | Paul,False,True,True,2,different_votes_mixed_correctness
Youtube / The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF / Game7,Justin,Tyler,Justin,Justin,2,False,two_vs_one,Justin | Tyler | Justin,False,False,False,0,different_votes_all_wrong
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game1,Paul,James,Paul,Paul,2,False,two_vs_one,Paul | James | Paul,False,False,False,0,different_votes_all_wrong
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game2,No Werewolf,Paul,Paul,Paul,2,False,two_vs_one,No Werewolf | Paul | Paul,False,False,False,0,different_votes_all_wrong
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game3,Laura,Laura,Laura,Laura,1,True,unanimous,Laura | Laura | Laura,True,True,True,3,same_vote_all_correct
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game4,Paul,Paul,Paul,Paul,1,True,unanimous,Paul | Paul | Paul,True,True,True,3,same_vote_all_correct
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game5,James,Mitchell,James,Mitchell,2,False,two_vs_one,James | Mitchell | James,False,True,False,1,different_votes_mixed_correctness
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game1,Justin,Justin,Laura,Laura,2,False,two_vs_one,Justin | Justin | Laura,False,False,True,1,different_votes_mixed_correctness
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game2,James,Mitchell,James,James,2,False,two_vs_one,James | Mitchell | James,False,False,False,0,different_votes_all_wrong
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game3,Laura,Laura,Laura,Laura,1,True,unanimous,Laura | Laura | Laura,True,True,True,3,same_vote_all_correct
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game4,Paul,Paul,Paul,Paul,1,True,unanimous,Paul | Paul | Paul,False,False,False,0,same_vote_all_wrong
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game5,Laura,Laura,Laura,Laura,1,True,unanimous,Laura | Laura | Laura,True,True,True,3,same_vote_all_correct
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game1,Justin,Justin,Justin,Justin,1,True,unanimous,Justin | Justin | Justin,True,True,True,3,same_vote_all_correct
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game2,Mike,Mike,Justin,Mike,2,False,two_vs_one,Mike | Mike | Justin,False,False,False,0,different_votes_all_wrong
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game3,Paul,Paul,Paul,Paul,1,True,unanimous,Paul | Paul | Paul,True,True,True,3,same_vote_all_correct
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game4,Mitchell,Mike,Mitchell,Mitchell,2,False,two_vs_one,Mitchell | Mike | Mitchell,False,False,False,0,different_votes_all_wrong
