game_id,run_1,run_2,run_3,greedy_t0,n_unique_votes,all_same,agreement_type,vote_pattern,correct_run_1,correct_run_2,correct_run_3,n_correct_runs,agreement_case
Ego4D / 0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0 / Game1,Hailey,Hailey,No Werewolf,Hailey,2,False,two_vs_one,Hailey | Hailey | No Werewolf,False,False,False,0,different_votes_all_wrong
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#63##March#23rd#2019 / Game1,Justin,Justin,Justin,Justin,1,True,unanimous,Justin | Justin | Justin,False,False,False,0,same_vote_all_wrong
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game3,James,James,James,James,1,True,unanimous,James | James | James,True,True,True,3,same_vote_all_correct
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game4,Paul,Paul,Paul,Paul,1,True,unanimous,Paul | Paul | Paul,True,True,True,3,same_vote_all_correct
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game5,James,James,No Werewolf,James,2,False,two_vs_one,James | James | No Werewolf,False,False,False,0,different_votes_all_wrong
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game1,Alana,Alana,Mitchell,Mitchell,2,False,two_vs_one,Alana | Alana | Mitchell,True,True,False,2,different_votes_mixed_correctness
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game2,Caitlynn,Caitlynn,Caitlynn,Caitlynn,1,True,unanimous,Caitlynn | Caitlynn | Caitlynn,False,False,False,0,same_vote_all_wrong
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game3,Mitchell,Mitchell,No Werewolf,Mitchell,2,False,two_vs_one,Mitchell | Mitchell | No Werewolf,True,True,False,2,different_votes_mixed_correctness
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game4,Caitlynn,Mitchell,Mitchell,Mitchell,2,False,two_vs_one,Caitlynn | Mitchell | Mitchell,True,True,True,3,different_votes_all_correct
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016 / Game1,Mitchell,Mitchell,Mitchell,No Werewolf,1,True,unanimous,Mitchell | Mitchell | Mitchell,False,False,False,0,same_vote_all_wrong
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016 / Game4,Alana,Mike,Mike,No Werewolf,2,False,two_vs_one,Alana | Mike | Mike,False,False,False,0,different_votes_all_wrong
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019 / Game2,Caitlynn,Mike,Mike,No Werewolf,2,False,two_vs_one,Caitlynn | Mike | Mike,False,False,False,0,different_votes_all_wrong
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019 / Game3,Mike,Mike,Mike,Mike,1,True,unanimous,Mike | Mike | Mike,False,False,False,0,same_vote_all_wrong
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game1,No Werewolf,No Werewolf,No Werewolf,No Werewolf,1,True,unanimous,No Werewolf | No Werewolf | No Werewolf,False,False,False,0,same_vote_all_wrong
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game3,Mitchell,Mitchell,Mitchell,Mitchell,1,True,unanimous,Mitchell | Mitchell | Mitchell,False,False,False,0,same_vote_all_wrong
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game4,Mike,Mike,Mike,Mike,1,True,unanimous,Mike | Mike | Mike,True,True,True,3,same_vote_all_correct
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#87##November#9th#2019 / Game1,No Werewolf,Mitchell,Mitchell,No Werewolf,2,False,two_vs_one,No Werewolf | Mitchell | Mitchell,False,False,False,0,different_votes_all_wrong
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#87##November#9th#2019 / Game2,Justin,Mitchell,No Werewolf,Justin,3,False,all_different,Justin | Mitchell | No Werewolf,False,False,False,0,different_votes_all_wrong
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#89##November#30th#2019 / Game2,Justin,Justin,Justin,Justin,1,True,unanimous,Justin | Justin | Justin,True,True,True,3,same_vote_all_correct
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#89##November#30th#2019 / Game3,Mitchell,Mitchell,Mitchell,Mitchell,1,True,unanimous,Mitchell | Mitchell | Mitchell,True,True,True,3,same_vote_all_correct
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016 / Game1,Caitlynn,Mitchell,Mitchell,Mitchell,2,False,two_vs_one,Caitlynn | Mitchell | Mitchell,False,False,False,0,different_votes_all_wrong
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016 / Game2,Mike,Mike,Mike,No Werewolf,1,True,unanimous,Mike | Mike | Mike,False,False,False,0,same_vote_all_wrong
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016 / Game3,No Werewolf,Mitchell,Mitchell,Mitchell,2,False,two_vs_one,No Werewolf | Mitchell | Mitchell,False,False,False,0,different_votes_all_wrong
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016 / Game4,No Werewolf,No Werewolf,Alana,No Werewolf,2,False,two_vs_one,No Werewolf | No Werewolf | Alana,False,False,True,1,different_votes_mixed_correctness
Youtube / One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF / Game2,Mitchell,Mitchell,Mitchell,Mitchell,1,True,unanimous,Mitchell | Mitchell | Mitchell,True,True,True,3,same_vote_all_correct
Youtube / One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF / Game3,Tyler,Justin,Tyler,Justin,2,False,two_vs_one,Tyler | Justin | Tyler,True,True,True,3,different_votes_all_correct
Youtube / One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF / Game7,Paul,Justin,Paul,No Werewolf,2,False,two_vs_one,Paul | Justin | Paul,False,True,False,1,different_votes_mixed_correctness
Youtube / One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough / Game1,Brett,Audrey,Brett,No Werewolf,2,False,two_vs_one,Brett | Audrey | Brett,False,False,False,0,different_votes_all_wrong
Youtube / One#Night#Ultimate#Werewolf#3#Insomniac / Game1,Brett,Brett,Brett,Brett,1,True,unanimous,Brett | Brett | Brett,True,True,True,3,same_vote_all_correct
Youtube / One#Night#Ultimate#Werewolf#361#Classic#Werewolf / Game1,Dylan,Kelsey,No Werewolf,Dylan,3,False,all_different,Dylan | Kelsey | No Werewolf,True,True,False,2,different_votes_mixed_correctness
Youtube / One#Night#Ultimate#Werewolf#362#More#Classic#Werewolf / Game1,No Werewolf,Kelsey,Kelsey,Kelsey,2,False,two_vs_one,No Werewolf | Kelsey | Kelsey,False,False,False,0,different_votes_all_wrong
Youtube / One#Night#Ultimate#Werewolf#363#Even#More#Classic#Werewolf / Game1,Kelsey,Pete,Katie,Pete,3,False,all_different,Kelsey | Pete | Katie,False,False,True,1,different_votes_mixed_correctness
Youtube / One#Night#Ultimate#Werewolf#381#The#Hunt#Is#On / Game1,Dustin,Dustin,Dustin,Dustin,1,True,unanimous,Dustin | Dustin | Dustin,False,False,False,0,same_vote_all_wrong
Youtube / One#Night#Ultimate#Werewolf#382#Game#100!! / Game1,Dylan,Dylan,Dylan,No Werewolf,1,True,unanimous,Dylan | Dylan | Dylan,False,False,False,0,same_vote_all_wrong
Youtube / One#Night#Ultimate#Werewolf#491#Classic#Werewolf / Game1,Pete,Pete,Pete,Brett,1,True,unanimous,Pete | Pete | Pete,False,False,False,0,same_vote_all_wrong
Youtube / One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf / Game1,Pete,No Werewolf,Pete,Brett,2,False,two_vs_one,Pete | No Werewolf | Pete,False,True,False,1,different_votes_mixed_correctness
Youtube / One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf / Game1,Pete,Katie,No Werewolf,Katie,3,False,all_different,Pete | Katie | No Werewolf,False,False,False,0,different_votes_all_wrong
Youtube / One#Night#Ultimate#Werewolf#531#Classic#ONUW / Game1,No Werewolf,Brett,Brett,Brett,2,False,two_vs_one,No Werewolf | Brett | Brett,True,False,False,1,different_votes_mixed_correctness
Youtube / One#Night#Ultimate#Werewolf#532#More#Classic#ONUW / Game1,DeAndre,DeAndre,DeAndre,No Werewolf,1,True,unanimous,DeAndre | DeAndre | DeAndre,True,True,True,3,same_vote_all_correct
Youtube / One#Night#Ultimate#Werewolf#533#Even#More#Classic#ONUW / Game1,DeAndre,DeAndre,DeAndre,DeAndre,1,True,unanimous,DeAndre | DeAndre | DeAndre,False,False,False,0,same_vote_all_wrong
Youtube / One#Night#Ultimate#Werewolf#GAME#NIGHT!! / Game2,Shane,Shane,Shane,Shane,1,True,unanimous,Shane | Shane | Shane,True,True,True,3,same_vote_all_correct
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game1,Paul,Paul,Mike,Paul,2,False,two_vs_one,Paul | Paul | Mike,True,True,False,2,different_votes_mixed_correctness
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game2,Mike,Mike,Mike,Mike,1,True,unanimous,Mike | Mike | Mike,True,True,True,3,same_vote_all_correct
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game3,Mitchell,Mitchell,Mitchell,Mitchell,1,True,unanimous,Mitchell | Mitchell | Mitchell,False,False,False,0,same_vote_all_wrong
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game4,Paul,Paul,No Werewolf,Paul,2,False,two_vs_one,Paul | Paul | No Werewolf,False,False,False,0,different_votes_all_wrong
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game5,Eric,Eric,Eric,No Werewolf,1,True,unanimous,Eric | Eric | Eric,False,False,False,0,same_vote_all_wrong
Youtube / The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF / Game5,Mitchell,No Werewolf,Mitchell,Mitchell,2,False,two_vs_one,Mitchell | No Werewolf | Mitchell,True,False,True,2,different_votes_mixed_correctness
Youtube / The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF / Game6,Paul,Paul,Paul,Paul,1,True,unanimous,Paul | Paul | Paul,True,True,True,3,same_vote_all_correct
Youtube / The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF / Game7,Tyler,James,Tyler,Tyler,2,False,two_vs_one,Tyler | James | Tyler,False,False,False,0,different_votes_all_wrong
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game1,Justin,Justin,No Werewolf,No Werewolf,2,False,two_vs_one,Justin | Justin | No Werewolf,True,True,False,2,different_votes_mixed_correctness
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game2,No Werewolf,No Werewolf,No Werewolf,Paul,1,True,unanimous,No Werewolf | No Werewolf | No Werewolf,False,False,False,0,same_vote_all_wrong
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game3,Laura,Laura,No Werewolf,Laura,2,False,two_vs_one,Laura | Laura | No Werewolf,True,True,False,2,different_votes_mixed_correctness
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game4,Paul,Paul,Paul,Paul,1,True,unanimous,Paul | Paul | Paul,True,True,True,3,same_vote_all_correct
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game5,Mitchell,No Werewolf,No Werewolf,No Werewolf,2,False,two_vs_one,Mitchell | No Werewolf | No Werewolf,True,False,False,1,different_votes_mixed_correctness
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game1,Justin,Justin,Justin,Justin,1,True,unanimous,Justin | Justin | Justin,False,False,False,0,same_vote_all_wrong
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game2,Mitchell,James,James,Mitchell,2,False,two_vs_one,Mitchell | James | James,False,False,False,0,different_votes_all_wrong
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game3,No Werewolf,Laura,Laura,Laura,2,False,two_vs_one,No Werewolf | Laura | Laura,False,True,True,2,different_votes_mixed_correctness
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game4,James,Laura,No Werewolf,James,3,False,all_different,James | Laura | No Werewolf,False,True,False,1,different_votes_mixed_correctness
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game5,Laura,Laura,Laura,Laura,1,True,unanimous,Laura | Laura | Laura,True,True,True,3,same_vote_all_correct
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game1,Justin,Justin,Justin,Justin,1,True,unanimous,Justin | Justin | Justin,True,True,True,3,same_vote_all_correct
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game2,Mike,Mike,Mike,Mike,1,True,unanimous,Mike | Mike | Mike,False,False,False,0,same_vote_all_wrong
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game3,Paul,Paul,No Werewolf,No Werewolf,2,False,two_vs_one,Paul | Paul | No Werewolf,True,True,False,2,different_votes_mixed_correctness
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game4,Mitchell,Eric,Justin,No Werewolf,3,False,all_different,Mitchell | Eric | Justin,False,False,True,1,different_votes_mixed_correctness
