model,decoding_group,run_label,semantic_category,discourse_relation,n_semantic_sentences,n_joint_sentences,conditional_prevalence,support_is_thin,thin_support_threshold
Gemma 4 31B,Stochastic,run_1,Testimony,Comparison,409,73,0.1784841075794621,False,30
Gemma 4 31B,Stochastic,run_1,Testimony,Contingency,409,55,0.13447432762836187,False,30
Gemma 4 31B,Stochastic,run_1,Testimony,Expansion,409,95,0.23227383863080683,False,30
Gemma 4 31B,Stochastic,run_1,Testimony,Temporal,409,81,0.1980440097799511,False,30
Gemma 4 31B,Stochastic,run_1,Testimony,Any explicit,409,236,0.5770171149144254,False,30
Gemma 4 31B,Stochastic,run_1,SocialJudgment,Comparison,68,18,0.2647058823529412,False,30
Gemma 4 31B,Stochastic,run_1,SocialJudgment,Contingency,68,6,0.08823529411764706,False,30
Gemma 4 31B,Stochastic,run_1,SocialJudgment,Expansion,68,21,0.3088235294117647,False,30
Gemma 4 31B,Stochastic,run_1,SocialJudgment,Temporal,68,7,0.10294117647058823,False,30
Gemma 4 31B,Stochastic,run_1,SocialJudgment,Any explicit,68,39,0.5735294117647058,False,30
Gemma 4 31B,Stochastic,run_1,Behavioral,Comparison,179,42,0.2346368715083799,False,30
Gemma 4 31B,Stochastic,run_1,Behavioral,Contingency,179,33,0.18435754189944134,False,30
Gemma 4 31B,Stochastic,run_1,Behavioral,Expansion,179,39,0.21787709497206703,False,30
Gemma 4 31B,Stochastic,run_1,Behavioral,Temporal,179,26,0.1452513966480447,False,30
Gemma 4 31B,Stochastic,run_1,Behavioral,Any explicit,179,104,0.5810055865921788,False,30
Gemma 4 31B,Stochastic,run_1,ClaimComparison,Comparison,158,33,0.2088607594936709,False,30
Gemma 4 31B,Stochastic,run_1,ClaimComparison,Contingency,158,21,0.13291139240506328,False,30
Gemma 4 31B,Stochastic,run_1,ClaimComparison,Expansion,158,29,0.18354430379746836,False,30
Gemma 4 31B,Stochastic,run_1,ClaimComparison,Temporal,158,52,0.3291139240506329,False,30
Gemma 4 31B,Stochastic,run_1,ClaimComparison,Any explicit,158,105,0.6645569620253164,False,30
Gemma 4 31B,Stochastic,run_1,Payoff,Comparison,66,11,0.16666666666666666,False,30
Gemma 4 31B,Stochastic,run_1,Payoff,Contingency,66,40,0.6060606060606061,False,30
Gemma 4 31B,Stochastic,run_1,Payoff,Expansion,66,22,0.3333333333333333,False,30
Gemma 4 31B,Stochastic,run_1,Payoff,Temporal,66,6,0.09090909090909091,False,30
Gemma 4 31B,Stochastic,run_1,Payoff,Any explicit,66,54,0.8181818181818182,False,30
Gemma 4 31B,Stochastic,run_1,Uncertainty,Comparison,24,10,0.4166666666666667,True,30
Gemma 4 31B,Stochastic,run_1,Uncertainty,Contingency,24,4,0.16666666666666666,True,30
Gemma 4 31B,Stochastic,run_1,Uncertainty,Expansion,24,5,0.20833333333333334,True,30
Gemma 4 31B,Stochastic,run_1,Uncertainty,Temporal,24,1,0.041666666666666664,True,30
Gemma 4 31B,Stochastic,run_1,Uncertainty,Any explicit,24,13,0.5416666666666666,True,30
Gemma 4 31B,Stochastic,run_2,Mechanical,Comparison,123,14,0.11382113821138211,False,30
Gemma 4 31B,Stochastic,run_2,Mechanical,Contingency,123,64,0.5203252032520326,False,30
Gemma 4 31B,Stochastic,run_2,Mechanical,Expansion,123,29,0.23577235772357724,False,30
Gemma 4 31B,Stochastic,run_2,Mechanical,Temporal,123,14,0.11382113821138211,False,30
Gemma 4 31B,Stochastic,run_2,Mechanical,Any explicit,123,89,0.7235772357723578,False,30
Gemma 4 31B,Stochastic,run_2,Testimony,Comparison,433,71,0.16397228637413394,False,30
Gemma 4 31B,Stochastic,run_2,Testimony,Contingency,433,61,0.14087759815242495,False,30
Gemma 4 31B,Stochastic,run_2,Testimony,Expansion,433,94,0.21709006928406466,False,30
Gemma 4 31B,Stochastic,run_2,Testimony,Temporal,433,66,0.15242494226327943,False,30
Gemma 4 31B,Stochastic,run_2,Testimony,Any explicit,433,221,0.5103926096997691,False,30
Gemma 4 31B,Stochastic,run_2,SocialJudgment,Comparison,79,17,0.21518987341772153,False,30
Gemma 4 31B,Stochastic,run_2,SocialJudgment,Contingency,79,6,0.0759493670886076,False,30
Gemma 4 31B,Stochastic,run_2,SocialJudgment,Expansion,79,20,0.25316455696202533,False,30
Gemma 4 31B,Stochastic,run_2,SocialJudgment,Temporal,79,12,0.1518987341772152,False,30
Gemma 4 31B,Stochastic,run_2,SocialJudgment,Any explicit,79,43,0.5443037974683544,False,30
Gemma 4 31B,Stochastic,run_2,Behavioral,Comparison,168,39,0.23214285714285715,False,30
Gemma 4 31B,Stochastic,run_2,Behavioral,Contingency,168,27,0.16071428571428573,False,30
Gemma 4 31B,Stochastic,run_2,Behavioral,Expansion,168,38,0.2261904761904762,False,30
Gemma 4 31B,Stochastic,run_2,Behavioral,Temporal,168,19,0.1130952380952381,False,30
Gemma 4 31B,Stochastic,run_2,Behavioral,Any explicit,168,92,0.5476190476190477,False,30
Gemma 4 31B,Stochastic,run_2,ClaimComparison,Comparison,154,29,0.18831168831168832,False,30
Gemma 4 31B,Stochastic,run_2,ClaimComparison,Contingency,154,18,0.11688311688311688,False,30
Gemma 4 31B,Stochastic,run_2,ClaimComparison,Expansion,154,32,0.2077922077922078,False,30
Gemma 4 31B,Stochastic,run_2,ClaimComparison,Temporal,154,49,0.3181818181818182,False,30
Gemma 4 31B,Stochastic,run_2,ClaimComparison,Any explicit,154,94,0.6103896103896104,False,30
Gemma 4 31B,Stochastic,run_2,Payoff,Comparison,45,10,0.2222222222222222,False,30
Gemma 4 31B,Stochastic,run_2,Payoff,Contingency,45,22,0.4888888888888889,False,30
Gemma 4 31B,Stochastic,run_2,Payoff,Expansion,45,15,0.3333333333333333,False,30
Gemma 4 31B,Stochastic,run_2,Payoff,Temporal,45,1,0.022222222222222223,False,30
Gemma 4 31B,Stochastic,run_2,Payoff,Any explicit,45,33,0.7333333333333333,False,30
Gemma 4 31B,Stochastic,run_2,Uncertainty,Comparison,25,10,0.4,True,30
Gemma 4 31B,Stochastic,run_2,Uncertainty,Contingency,25,5,0.2,True,30
Gemma 4 31B,Stochastic,run_2,Uncertainty,Expansion,25,9,0.36,True,30
Gemma 4 31B,Stochastic,run_2,Uncertainty,Temporal,25,2,0.08,True,30
Gemma 4 31B,Stochastic,run_2,Uncertainty,Any explicit,25,16,0.64,True,30
Gemma 4 31B,Stochastic,run_3,Mechanical,Comparison,119,12,0.10084033613445378,False,30
Gemma 4 31B,Stochastic,run_3,Mechanical,Contingency,119,57,0.4789915966386555,False,30
Gemma 4 31B,Stochastic,run_3,Mechanical,Expansion,119,36,0.3025210084033613,False,30
Gemma 4 31B,Stochastic,run_3,Mechanical,Temporal,119,18,0.15126050420168066,False,30
Gemma 4 31B,Stochastic,run_3,Mechanical,Any explicit,119,86,0.7226890756302521,False,30
Gemma 4 31B,Stochastic,run_3,Testimony,Comparison,418,61,0.145933014354067,False,30
Gemma 4 31B,Stochastic,run_3,Testimony,Contingency,418,50,0.11961722488038277,False,30
Gemma 4 31B,Stochastic,run_3,Testimony,Expansion,418,96,0.22966507177033493,False,30
Gemma 4 31B,Stochastic,run_3,Testimony,Temporal,418,68,0.16267942583732056,False,30
Gemma 4 31B,Stochastic,run_3,Testimony,Any explicit,418,215,0.5143540669856459,False,30
Gemma 4 31B,Stochastic,run_3,SocialJudgment,Comparison,67,17,0.2537313432835821,False,30
Gemma 4 31B,Stochastic,run_3,SocialJudgment,Contingency,67,8,0.11940298507462686,False,30
Gemma 4 31B,Stochastic,run_3,SocialJudgment,Expansion,67,20,0.29850746268656714,False,30
Gemma 4 31B,Stochastic,run_3,SocialJudgment,Temporal,67,7,0.1044776119402985,False,30
Gemma 4 31B,Stochastic,run_3,SocialJudgment,Any explicit,67,43,0.6417910447761194,False,30
Gemma 4 31B,Stochastic,run_3,Behavioral,Comparison,171,39,0.22807017543859648,False,30
Gemma 4 31B,Stochastic,run_3,Behavioral,Contingency,171,24,0.14035087719298245,False,30
Gemma 4 31B,Stochastic,run_3,Behavioral,Expansion,171,31,0.18128654970760233,False,30
Gemma 4 31B,Stochastic,run_3,Behavioral,Temporal,171,29,0.1695906432748538,False,30
Gemma 4 31B,Stochastic,run_3,Behavioral,Any explicit,171,93,0.543859649122807,False,30
Gemma 4 31B,Stochastic,run_3,ClaimComparison,Comparison,175,30,0.17142857142857143,False,30
Gemma 4 31B,Stochastic,run_3,ClaimComparison,Contingency,175,29,0.1657142857142857,False,30
Gemma 4 31B,Stochastic,run_3,ClaimComparison,Expansion,175,37,0.21142857142857144,False,30
Gemma 4 31B,Stochastic,run_3,ClaimComparison,Temporal,175,48,0.2742857142857143,False,30
Gemma 4 31B,Stochastic,run_3,ClaimComparison,Any explicit,175,111,0.6342857142857142,False,30
Gemma 4 31B,Stochastic,run_3,Payoff,Comparison,61,11,0.18032786885245902,False,30
Gemma 4 31B,Stochastic,run_3,Payoff,Contingency,61,32,0.5245901639344263,False,30
Gemma 4 31B,Stochastic,run_3,Payoff,Expansion,61,20,0.32786885245901637,False,30
Gemma 4 31B,Stochastic,run_3,Payoff,Temporal,61,3,0.04918032786885246,False,30
Gemma 4 31B,Stochastic,run_3,Payoff,Any explicit,61,46,0.7540983606557377,False,30
Gemma 4 31B,Stochastic,run_3,Uncertainty,Comparison,17,7,0.4117647058823529,True,30
Gemma 4 31B,Stochastic,run_3,Uncertainty,Contingency,17,1,0.058823529411764705,True,30
Gemma 4 31B,Stochastic,run_3,Uncertainty,Expansion,17,4,0.23529411764705882,True,30
Gemma 4 31B,Stochastic,run_3,Uncertainty,Temporal,17,1,0.058823529411764705,True,30
Gemma 4 31B,Stochastic,run_3,Uncertainty,Any explicit,17,10,0.5882352941176471,True,30
Gemma 4 31B,Greedy,greedy_t0,Mechanical,Comparison,126,21,0.16666666666666666,False,30
Gemma 4 31B,Greedy,greedy_t0,Mechanical,Contingency,126,59,0.46825396825396826,False,30
Gemma 4 31B,Greedy,greedy_t0,Mechanical,Expansion,126,37,0.29365079365079366,False,30
Gemma 4 31B,Greedy,greedy_t0,Mechanical,Temporal,126,16,0.12698412698412698,False,30
Gemma 4 31B,Greedy,greedy_t0,Mechanical,Any explicit,126,91,0.7222222222222222,False,30
Gemma 4 31B,Greedy,greedy_t0,Testimony,Comparison,401,68,0.16957605985037408,False,30
Gemma 4 31B,Greedy,greedy_t0,Testimony,Contingency,401,45,0.11221945137157108,False,30
Gemma 4 31B,Greedy,greedy_t0,Testimony,Expansion,401,97,0.24189526184538654,False,30
Gemma 4 31B,Greedy,greedy_t0,Testimony,Temporal,401,74,0.18453865336658354,False,30
Gemma 4 31B,Greedy,greedy_t0,Testimony,Any explicit,401,220,0.5486284289276808,False,30
Gemma 4 31B,Greedy,greedy_t0,SocialJudgment,Comparison,69,17,0.2463768115942029,False,30
Gemma 4 31B,Greedy,greedy_t0,SocialJudgment,Contingency,69,7,0.10144927536231885,False,30
Gemma 4 31B,Greedy,greedy_t0,SocialJudgment,Expansion,69,23,0.3333333333333333,False,30
Gemma 4 31B,Greedy,greedy_t0,SocialJudgment,Temporal,69,12,0.17391304347826086,False,30
Gemma 4 31B,Greedy,greedy_t0,SocialJudgment,Any explicit,69,42,0.6086956521739131,False,30
Gemma 4 31B,Greedy,greedy_t0,Behavioral,Comparison,166,39,0.23493975903614459,False,30
Gemma 4 31B,Greedy,greedy_t0,Behavioral,Contingency,166,22,0.13253012048192772,False,30
Gemma 4 31B,Greedy,greedy_t0,Behavioral,Expansion,166,30,0.18072289156626506,False,30
Gemma 4 31B,Greedy,greedy_t0,Behavioral,Temporal,166,21,0.12650602409638553,False,30
Gemma 4 31B,Greedy,greedy_t0,Behavioral,Any explicit,166,84,0.5060240963855421,False,30
Gemma 4 31B,Greedy,greedy_t0,ClaimComparison,Comparison,170,28,0.16470588235294117,False,30
Gemma 4 31B,Greedy,greedy_t0,ClaimComparison,Contingency,170,24,0.1411764705882353,False,30
Gemma 4 31B,Greedy,greedy_t0,ClaimComparison,Expansion,170,40,0.23529411764705882,False,30
Gemma 4 31B,Greedy,greedy_t0,ClaimComparison,Temporal,170,49,0.28823529411764703,False,30
Gemma 4 31B,Greedy,greedy_t0,ClaimComparison,Any explicit,170,105,0.6176470588235294,False,30
Gemma 4 31B,Greedy,greedy_t0,Payoff,Comparison,62,9,0.14516129032258066,False,30
Gemma 4 31B,Greedy,greedy_t0,Payoff,Contingency,62,31,0.5,False,30
Gemma 4 31B,Greedy,greedy_t0,Payoff,Expansion,62,21,0.3387096774193548,False,30
Gemma 4 31B,Greedy,greedy_t0,Payoff,Temporal,62,3,0.04838709677419355,False,30
Gemma 4 31B,Greedy,greedy_t0,Payoff,Any explicit,62,47,0.7580645161290323,False,30
Gemma 4 31B,Greedy,greedy_t0,Uncertainty,Comparison,16,7,0.4375,True,30
Gemma 4 31B,Greedy,greedy_t0,Uncertainty,Contingency,16,5,0.3125,True,30
Gemma 4 31B,Greedy,greedy_t0,Uncertainty,Expansion,16,5,0.3125,True,30
Gemma 4 31B,Greedy,greedy_t0,Uncertainty,Temporal,16,1,0.0625,True,30
Gemma 4 31B,Greedy,greedy_t0,Uncertainty,Any explicit,16,14,0.875,True,30
