model,decoding_group,run_label,semantic_category,discourse_relation,n_sentences,support,joint_prevalence,prevalence_category,prevalence_relation,lift,support_is_thin
Gemma 4 4B,Stochastic,run_2,SocialJudgment,Any explicit,735,128,0.17414965986394557,0.3224489795918367,0.49387755102040815,1.09355929839244,False
Gemma 4 4B,Stochastic,run_2,Behavioral,Comparison,735,71,0.09659863945578231,0.2938775510204082,0.2530612244897959,1.298909796893668,False
Gemma 4 4B,Stochastic,run_2,Behavioral,Contingency,735,11,0.014965986394557823,0.2938775510204082,0.11428571428571428,0.4456018518518518,False
Gemma 4 4B,Stochastic,run_2,Behavioral,Expansion,735,25,0.034013605442176874,0.2938775510204082,0.13741496598639455,0.8422717271727174,False
Gemma 4 4B,Stochastic,run_2,Behavioral,Temporal,735,26,0.03537414965986395,0.2938775510204082,0.08299319727891157,1.4503642987249543,False
Gemma 4 4B,Stochastic,run_2,Behavioral,Any explicit,735,108,0.1469387755102041,0.2938775510204082,0.49387755102040815,1.012396694214876,False
Gemma 4 4B,Stochastic,run_2,ClaimComparison,Comparison,735,13,0.017687074829931974,0.06938775510204082,0.2530612244897959,1.007273877292853,False
Gemma 4 4B,Stochastic,run_2,ClaimComparison,Contingency,735,1,0.0013605442176870747,0.06938775510204082,0.11428571428571428,0.1715686274509804,False
Gemma 4 4B,Stochastic,run_2,ClaimComparison,Expansion,735,8,0.010884353741496598,0.06938775510204082,0.13741496598639455,1.141525917297612,False
Gemma 4 4B,Stochastic,run_2,ClaimComparison,Temporal,735,17,0.02312925170068027,0.06938775510204082,0.08299319727891157,4.016393442622951,False
Gemma 4 4B,Stochastic,run_2,ClaimComparison,Any explicit,735,32,0.04353741496598639,0.06938775510204082,0.49387755102040815,1.2704585966618052,False
Gemma 4 4B,Stochastic,run_2,Payoff,Comparison,735,24,0.0326530612244898,0.21360544217687075,0.2530612244897959,0.6040682145058558,False
Gemma 4 4B,Stochastic,run_2,Payoff,Contingency,735,34,0.04625850340136054,0.21360544217687075,0.11428571428571428,1.8949044585987262,False
Gemma 4 4B,Stochastic,run_2,Payoff,Expansion,735,26,0.03537414965986395,0.21360544217687075,0.13741496598639455,1.2051459923062373,False
Gemma 4 4B,Stochastic,run_2,Payoff,Temporal,735,0,0.0,0.21360544217687075,0.08299319727891157,0.0,False
Gemma 4 4B,Stochastic,run_2,Payoff,Any explicit,735,64,0.08707482993197278,0.21360544217687075,0.49387755102040815,0.825393483181555,False
Gemma 4 4B,Stochastic,run_2,Uncertainty,Comparison,735,41,0.055782312925170066,0.17006802721088435,0.2530612244897959,1.2961290322580645,False
Gemma 4 4B,Stochastic,run_2,Uncertainty,Contingency,735,13,0.017687074829931974,0.17006802721088435,0.11428571428571428,0.91,False
Gemma 4 4B,Stochastic,run_2,Uncertainty,Expansion,735,8,0.010884353741496598,0.17006802721088435,0.13741496598639455,0.4657425742574257,False
Gemma 4 4B,Stochastic,run_2,Uncertainty,Temporal,735,3,0.004081632653061225,0.17006802721088435,0.08299319727891157,0.2891803278688525,False
Gemma 4 4B,Stochastic,run_2,Uncertainty,Any explicit,735,58,0.07891156462585033,0.17006802721088435,0.49387755102040815,0.9395041322314049,False
Gemma 4 4B,Stochastic,run_3,Mechanical,Comparison,737,4,0.005427408412483039,0.018995929443690638,0.25508819538670285,1.120060790273556,True
Gemma 4 4B,Stochastic,run_3,Mechanical,Contingency,737,2,0.0027137042062415195,0.018995929443690638,0.08683853459972862,1.6450892857142858,True
Gemma 4 4B,Stochastic,run_3,Mechanical,Expansion,737,2,0.0027137042062415195,0.018995929443690638,0.14246947082767977,1.002721088435374,True
Gemma 4 4B,Stochastic,run_3,Mechanical,Temporal,737,2,0.0027137042062415195,0.018995929443690638,0.06241519674355495,2.288819875776397,True
Gemma 4 4B,Stochastic,run_3,Mechanical,Any explicit,737,10,0.013568521031207599,0.018995929443690638,0.46675712347354137,1.5303156146179402,True
Gemma 4 4B,Stochastic,run_3,Testimony,Comparison,737,77,0.1044776119402985,0.3175033921302578,0.25508819538670285,1.289984542644117,False
Gemma 4 4B,Stochastic,run_3,Testimony,Contingency,737,27,0.036635006784260515,0.3175033921302578,0.08683853459972862,1.3287259615384617,False
Gemma 4 4B,Stochastic,run_3,Testimony,Expansion,737,38,0.051560379918588875,0.3175033921302578,0.14246947082767977,1.13984533984534,False
Gemma 4 4B,Stochastic,run_3,Testimony,Temporal,737,33,0.04477611940298507,0.3175033921302578,0.06241519674355495,2.2594760312151614,False
Gemma 4 4B,Stochastic,run_3,Testimony,Any explicit,737,150,0.20352781546811397,0.3175033921302578,0.46675712347354137,1.373360166964818,False
Gemma 4 4B,Stochastic,run_3,SocialJudgment,Comparison,737,63,0.08548168249660787,0.3120759837177748,0.25508819538670285,1.0737974098057352,False
Gemma 4 4B,Stochastic,run_3,SocialJudgment,Contingency,737,6,0.008141112618724558,0.3120759837177748,0.08683853459972862,0.3004076086956522,False
Gemma 4 4B,Stochastic,run_3,SocialJudgment,Expansion,737,40,0.054274084124830396,0.3120759837177748,0.14246947082767977,1.2207039337474122,False
Gemma 4 4B,Stochastic,run_3,SocialJudgment,Temporal,737,14,0.018995929443690638,0.3120759837177748,0.06241519674355495,0.9752362948960301,False
Gemma 4 4B,Stochastic,run_3,SocialJudgment,Any explicit,737,105,0.14246947082767977,0.3120759837177748,0.46675712347354137,0.978071284125379,False
Gemma 4 4B,Stochastic,run_3,Behavioral,Comparison,737,72,0.09769335142469471,0.28900949796472186,0.25508819538670285,1.3251423434222354,False
Gemma 4 4B,Stochastic,run_3,Behavioral,Contingency,737,8,0.010854816824966078,0.28900949796472186,0.08683853459972862,0.4325117370892018,False
Gemma 4 4B,Stochastic,run_3,Behavioral,Expansion,737,33,0.04477611940298507,0.28900949796472186,0.14246947082767977,1.087458081824279,False
Gemma 4 4B,Stochastic,run_3,Behavioral,Temporal,737,17,0.023066485753052916,0.28900949796472186,0.06241519674355495,1.2787303531332923,False
Gemma 4 4B,Stochastic,run_3,Behavioral,Any explicit,737,107,0.1451831750339213,0.28900949796472186,0.46675712347354137,1.0762501364777812,False
Gemma 4 4B,Stochastic,run_3,ClaimComparison,Comparison,737,16,0.021709633649932156,0.07598371777476255,0.25508819538670285,1.120060790273556,False
Gemma 4 4B,Stochastic,run_3,ClaimComparison,Contingency,737,5,0.0067842605156037995,0.07598371777476255,0.08683853459972862,1.0281808035714288,False
Gemma 4 4B,Stochastic,run_3,ClaimComparison,Expansion,737,4,0.005427408412483039,0.07598371777476255,0.14246947082767977,0.501360544217687,False
Gemma 4 4B,Stochastic,run_3,ClaimComparison,Temporal,737,20,0.027137042062415198,0.07598371777476255,0.06241519674355495,5.722049689440993,False
Gemma 4 4B,Stochastic,run_3,ClaimComparison,Any explicit,737,35,0.04748982360922659,0.07598371777476255,0.46675712347354137,1.3390261627906976,False
Gemma 4 4B,Stochastic,run_3,Payoff,Comparison,737,22,0.029850746268656716,0.21166892808683854,0.25508819538670285,0.5528505182760501,False
Gemma 4 4B,Stochastic,run_3,Payoff,Contingency,737,24,0.032564450474898234,0.21166892808683854,0.08683853459972862,1.7716346153846152,False
Gemma 4 4B,Stochastic,run_3,Payoff,Expansion,737,24,0.032564450474898234,0.21166892808683854,0.14246947082767977,1.0798534798534798,False
Gemma 4 4B,Stochastic,run_3,Payoff,Temporal,737,3,0.004070556309362279,0.21166892808683854,0.06241519674355495,0.3081103678929765,False
Gemma 4 4B,Stochastic,run_3,Payoff,Any explicit,737,59,0.08005427408412483,0.21166892808683854,0.46675712347354137,0.8102824985092427,False
Gemma 4 4B,Stochastic,run_3,Uncertainty,Comparison,737,45,0.06105834464043419,0.15061058344640435,0.25508819538670285,1.5892754456584242,False
Gemma 4 4B,Stochastic,run_3,Uncertainty,Contingency,737,9,0.012211668928086838,0.15061058344640435,0.08683853459972862,0.9336993243243243,False
Gemma 4 4B,Stochastic,run_3,Uncertainty,Expansion,737,8,0.010854816824966078,0.15061058344640435,0.14246947082767977,0.5058773058773058,False
Gemma 4 4B,Stochastic,run_3,Uncertainty,Temporal,737,1,0.0013568521031207597,0.15061058344640435,0.06241519674355495,0.1443399921660791,False
Gemma 4 4B,Stochastic,run_3,Uncertainty,Any explicit,737,56,0.07598371777476255,0.15061058344640435,0.46675712347354137,1.0808715692436623,False
Gemma 4 4B,Greedy,greedy_t0,Mechanical,Comparison,758,2,0.002638522427440633,0.018469656992084433,0.22955145118733508,0.6223316912972086,True
Gemma 4 4B,Greedy,greedy_t0,Mechanical,Contingency,758,6,0.0079155672823219,0.018469656992084433,0.11609498680738786,3.691558441558442,True
Gemma 4 4B,Greedy,greedy_t0,Mechanical,Expansion,758,0,0.0,0.018469656992084433,0.13984168865435356,0.0,True
Gemma 4 4B,Greedy,greedy_t0,Mechanical,Temporal,758,2,0.002638522427440633,0.018469656992084433,0.08047493403693931,1.775175644028103,True
Gemma 4 4B,Greedy,greedy_t0,Mechanical,Any explicit,758,8,0.010554089709762533,0.018469656992084433,0.47493403693931396,1.2031746031746031,True
Gemma 4 4B,Greedy,greedy_t0,Testimony,Comparison,758,73,0.09630606860158311,0.2928759894459103,0.22955145118733508,1.4324842083462774,False
Gemma 4 4B,Greedy,greedy_t0,Testimony,Contingency,758,20,0.026385224274406333,0.2928759894459103,0.11609498680738786,0.776003276003276,False
Gemma 4 4B,Greedy,greedy_t0,Testimony,Expansion,758,35,0.04617414248021108,0.2928759894459103,0.13984168865435356,1.127400985891552,False
Gemma 4 4B,Greedy,greedy_t0,Testimony,Temporal,758,43,0.05672823218997362,0.2928759894459103,0.08047493403693931,2.4068822921281936,False
Gemma 4 4B,Greedy,greedy_t0,Testimony,Any explicit,758,136,0.17941952506596306,0.2928759894459103,0.47493403693931396,1.28988988988989,False
Gemma 4 4B,Greedy,greedy_t0,SocialJudgment,Comparison,758,74,0.09762532981530343,0.3021108179419525,0.22955145118733508,1.4077197209255636,False
Gemma 4 4B,Greedy,greedy_t0,SocialJudgment,Contingency,758,7,0.009234828496042216,0.3021108179419525,0.11609498680738786,0.26329892814608974,False
Gemma 4 4B,Greedy,greedy_t0,SocialJudgment,Expansion,758,50,0.06596306068601583,0.3021108179419525,0.13984168865435356,1.5613413528878635,False
Gemma 4 4B,Greedy,greedy_t0,SocialJudgment,Temporal,758,17,0.022427440633245383,0.3021108179419525,0.08047493403693931,0.9224711861980099,False
Gemma 4 4B,Greedy,greedy_t0,SocialJudgment,Any explicit,758,119,0.15699208443271767,0.3021108179419525,0.47493403693931396,1.0941533236293062,False
Gemma 4 4B,Greedy,greedy_t0,Behavioral,Comparison,758,51,0.06728232189973615,0.23350923482849603,0.22955145118733508,1.2552113773621667,False
Gemma 4 4B,Greedy,greedy_t0,Behavioral,Contingency,758,4,0.005277044854881266,0.23350923482849603,0.11609498680738786,0.19465844889573705,False
Gemma 4 4B,Greedy,greedy_t0,Behavioral,Expansion,758,31,0.040897097625329816,0.23350923482849603,0.13984168865435356,1.252425114593327,False
Gemma 4 4B,Greedy,greedy_t0,Behavioral,Temporal,758,17,0.022427440633245383,0.23350923482849603,0.08047493403693931,1.1934796702787813,False
Gemma 4 4B,Greedy,greedy_t0,Behavioral,Any explicit,758,85,0.11213720316622691,0.23350923482849603,0.47493403693931396,1.011142498430634,False
Gemma 4 4B,Greedy,greedy_t0,ClaimComparison,Comparison,758,12,0.0158311345646438,0.08839050131926121,0.22955145118733508,0.780236747297993,False
Gemma 4 4B,Greedy,greedy_t0,ClaimComparison,Contingency,758,0,0.0,0.08839050131926121,0.11609498680738786,0.0,False
Gemma 4 4B,Greedy,greedy_t0,ClaimComparison,Expansion,758,6,0.0079155672823219,0.08839050131926121,0.13984168865435356,0.6403829907068432,False
Gemma 4 4B,Greedy,greedy_t0,ClaimComparison,Temporal,758,23,0.030343007915567283,0.08839050131926121,0.08047493403693931,4.265720577440666,False
Gemma 4 4B,Greedy,greedy_t0,ClaimComparison,Any explicit,758,32,0.04221635883905013,0.08839050131926121,0.47493403693931396,1.0056384742951907,False
Gemma 4 4B,Greedy,greedy_t0,Payoff,Comparison,758,15,0.01978891820580475,0.19920844327176782,0.22955145118733508,0.43274720255766164,False
Gemma 4 4B,Greedy,greedy_t0,Payoff,Contingency,758,37,0.048812664907651716,0.19920844327176782,0.11609498680738786,2.1106261288380495,False
Gemma 4 4B,Greedy,greedy_t0,Payoff,Expansion,758,26,0.03430079155672823,0.19920844327176782,0.13984168865435356,1.2312882668999126,False
Gemma 4 4B,Greedy,greedy_t0,Payoff,Temporal,758,3,0.00395778364116095,0.19920844327176782,0.08047493403693931,0.24687873195092827,False
Gemma 4 4B,Greedy,greedy_t0,Payoff,Any explicit,758,66,0.0870712401055409,0.19920844327176782,0.47493403693931396,0.920309050772627,False
Gemma 4 4B,Greedy,greedy_t0,Uncertainty,Comparison,758,32,0.04221635883905013,0.15435356200527706,0.22955145118733508,1.1914726397485018,False
Gemma 4 4B,Greedy,greedy_t0,Uncertainty,Contingency,758,9,0.011873350923482849,0.15435356200527706,0.11609498680738786,0.6625874125874125,False
Gemma 4 4B,Greedy,greedy_t0,Uncertainty,Expansion,758,5,0.006596306068601583,0.15435356200527706,0.13984168865435356,0.30559587163360746,False
Gemma 4 4B,Greedy,greedy_t0,Uncertainty,Temporal,758,1,0.0013192612137203166,0.15435356200527706,0.08047493403693931,0.10620708981364718,False
Gemma 4 4B,Greedy,greedy_t0,Uncertainty,Any explicit,758,46,0.06068601583113457,0.15435356200527706,0.47493403693931396,0.8278252611585944,False
Gemma 4 31B,Stochastic,run_1,Mechanical,Comparison,662,17,0.0256797583081571,0.1903323262839879,0.1540785498489426,0.8756613756613758,False
Gemma 4 31B,Stochastic,run_1,Mechanical,Contingency,662,64,0.09667673716012085,0.1903323262839879,0.22205438066465258,2.2874419609113485,False
Gemma 4 31B,Stochastic,run_1,Mechanical,Expansion,662,24,0.03625377643504532,0.1903323262839879,0.2039274924471299,0.9340388007054675,False
Gemma 4 31B,Stochastic,run_1,Mechanical,Temporal,662,19,0.028700906344410877,0.1903323262839879,0.14652567975830816,1.0291278023236785,False
Gemma 4 31B,Stochastic,run_1,Mechanical,Any explicit,662,96,0.14501510574018128,0.1903323262839879,0.5709969788519638,1.3343411438649535,False
Gemma 4 31B,Stochastic,run_1,Testimony,Comparison,662,73,0.11027190332326284,0.6178247734138973,0.1540785498489426,1.158396855074548,False
Gemma 4 31B,Stochastic,run_1,Testimony,Contingency,662,55,0.08308157099697885,0.6178247734138973,0.22205438066465258,0.6055918699998336,False
Gemma 4 31B,Stochastic,run_1,Testimony,Expansion,662,95,0.14350453172205438,0.6178247734138973,0.2039274924471299,1.139002082767364,False
Gemma 4 31B,Stochastic,run_1,Testimony,Temporal,662,81,0.12235649546827794,0.6178247734138973,0.14652567975830816,1.3515993244776043,False
Gemma 4 31B,Stochastic,run_1,Testimony,Any explicit,662,236,0.3564954682779456,0.6178247734138973,0.5709969788519638,1.0105432012522475,False
Gemma 4 31B,Stochastic,run_1,SocialJudgment,Comparison,662,18,0.027190332326283987,0.1027190332326284,0.1540785498489426,1.7179930795847749,False
Gemma 4 31B,Stochastic,run_1,SocialJudgment,Contingency,662,6,0.00906344410876133,0.1027190332326284,0.22205438066465258,0.397358943577431,False
Gemma 4 31B,Stochastic,run_1,SocialJudgment,Expansion,662,21,0.03172205438066465,0.1027190332326284,0.2039274924471299,1.5143790849673202,False
Gemma 4 31B,Stochastic,run_1,SocialJudgment,Temporal,662,7,0.010574018126888218,0.1027190332326284,0.14652567975830816,0.7025469981807155,False
Gemma 4 31B,Stochastic,run_1,SocialJudgment,Any explicit,662,39,0.05891238670694864,0.1027190332326284,0.5709969788519638,1.0044351073762838,False
Gemma 4 31B,Stochastic,run_1,Behavioral,Comparison,662,42,0.0634441087613293,0.270392749244713,0.1540785498489426,1.5228393033190928,False
Gemma 4 31B,Stochastic,run_1,Behavioral,Contingency,662,33,0.04984894259818731,0.270392749244713,0.22205438066465258,0.8302360050165316,False
Gemma 4 31B,Stochastic,run_1,Behavioral,Expansion,662,39,0.05891238670694864,0.270392749244713,0.2039274924471299,1.0684047175667288,False
Gemma 4 31B,Stochastic,run_1,Behavioral,Temporal,662,26,0.03927492447129909,0.270392749244713,0.14652567975830816,0.9913033461959339,False
Gemma 4 31B,Stochastic,run_1,Behavioral,Any explicit,662,104,0.15709969788519637,0.270392749244713,0.5709969788519638,1.0175283024445034,False
Gemma 4 31B,Stochastic,run_1,ClaimComparison,Comparison,662,33,0.04984894259818731,0.23867069486404835,0.1540785498489426,1.3555472822040209,False
Gemma 4 31B,Stochastic,run_1,ClaimComparison,Contingency,662,21,0.03172205438066465,0.23867069486404835,0.22205438066465258,0.5985533453887883,False
Gemma 4 31B,Stochastic,run_1,ClaimComparison,Expansion,662,29,0.04380664652567976,0.23867069486404835,0.2039274924471299,0.9000468823253633,False
Gemma 4 31B,Stochastic,run_1,ClaimComparison,Temporal,662,52,0.07854984894259819,0.23867069486404835,0.14652567975830816,2.2461177084692676,False
Gemma 4 31B,Stochastic,run_1,ClaimComparison,Any explicit,662,105,0.15861027190332327,0.23867069486404835,0.5709969788519638,1.1638537271448663,False
Gemma 4 31B,Stochastic,run_1,Payoff,Comparison,662,11,0.01661631419939577,0.09969788519637462,0.1540785498489426,1.0816993464052287,False
Gemma 4 31B,Stochastic,run_1,Payoff,Contingency,662,40,0.06042296072507553,0.09969788519637462,0.22205438066465258,2.7293341579055865,False
Gemma 4 31B,Stochastic,run_1,Payoff,Expansion,662,22,0.03323262839879154,0.09969788519637462,0.2039274924471299,1.634567901234568,False
Gemma 4 31B,Stochastic,run_1,Payoff,Temporal,662,6,0.00906344410876133,0.09969788519637462,0.14652567975830816,0.6204311152764761,False
Gemma 4 31B,Stochastic,run_1,Payoff,Any explicit,662,54,0.08157099697885196,0.09969788519637462,0.5709969788519638,1.4329004329004327,False
Gemma 4 31B,Stochastic,run_1,Uncertainty,Comparison,662,10,0.015105740181268883,0.03625377643504532,0.1540785498489426,2.704248366013072,True
Gemma 4 31B,Stochastic,run_1,Uncertainty,Contingency,662,4,0.006042296072507553,0.03625377643504532,0.22205438066465258,0.7505668934240362,True
Gemma 4 31B,Stochastic,run_1,Uncertainty,Expansion,662,5,0.0075528700906344415,0.03625377643504532,0.2039274924471299,1.0216049382716048,True
Gemma 4 31B,Stochastic,run_1,Uncertainty,Temporal,662,1,0.0015105740181268882,0.03625377643504532,0.14652567975830816,0.28436426116838487,True
Gemma 4 31B,Stochastic,run_1,Uncertainty,Any explicit,662,13,0.019637462235649546,0.03625377643504532,0.5709969788519638,0.9486331569664902,True
Gemma 4 31B,Stochastic,run_2,Mechanical,Comparison,669,14,0.02092675635276532,0.18385650224215247,0.14798206278026907,0.7691549642769154,False
Gemma 4 31B,Stochastic,run_2,Mechanical,Contingency,669,64,0.09566517189835576,0.18385650224215247,0.19133034379671152,2.719512195121951,False
Gemma 4 31B,Stochastic,run_2,Mechanical,Expansion,669,29,0.043348281016442454,0.18385650224215247,0.19581464872944693,1.2040588344814747,False
Gemma 4 31B,Stochastic,run_2,Mechanical,Temporal,669,14,0.02092675635276532,0.18385650224215247,0.11808669656203288,0.9638777400432232,False
Gemma 4 31B,Stochastic,run_2,Mechanical,Any explicit,669,89,0.13303437967115098,0.18385650224215247,0.5022421524663677,1.4406939605110336,False
Gemma 4 31B,Stochastic,run_2,Testimony,Comparison,669,71,0.10612855007473841,0.6472346786248132,0.14798206278026907,1.108055147316117,False
Gemma 4 31B,Stochastic,run_2,Testimony,Contingency,669,61,0.09118086696562033,0.6472346786248132,0.19133034379671152,0.7363055715935334,False
Gemma 4 31B,Stochastic,run_2,Testimony,Expansion,669,94,0.14050822122571002,0.6472346786248132,0.19581464872944693,1.1086508118399945,False
Gemma 4 31B,Stochastic,run_2,Testimony,Temporal,669,66,0.09865470852017937,0.6472346786248132,0.11808669656203288,1.2907884351156196,False
Gemma 4 31B,Stochastic,run_2,Testimony,Any explicit,669,221,0.3303437967115097,0.6472346786248132,0.5022421524663677,1.0162281425272186,False
Gemma 4 31B,Stochastic,run_2,SocialJudgment,Comparison,669,17,0.025411061285500747,0.11808669656203288,0.14798206278026907,1.4541618718833906,False
Gemma 4 31B,Stochastic,run_2,SocialJudgment,Contingency,669,6,0.008968609865470852,0.11808669656203288,0.19133034379671152,0.3969541139240506,False
Gemma 4 31B,Stochastic,run_2,SocialJudgment,Expansion,669,20,0.029895366218236172,0.11808669656203288,0.19581464872944693,1.2928785389892743,False
Gemma 4 31B,Stochastic,run_2,SocialJudgment,Temporal,669,12,0.017937219730941704,0.11808669656203288,0.11808669656203288,1.2863323185386957,False
Gemma 4 31B,Stochastic,run_2,SocialJudgment,Any explicit,669,43,0.06427503736920777,0.11808669656203288,0.5022421524663677,1.08374773960217,False
Gemma 4 31B,Stochastic,run_2,Behavioral,Comparison,669,39,0.05829596412556054,0.25112107623318386,0.14798206278026907,1.5687229437229437,False
Gemma 4 31B,Stochastic,run_2,Behavioral,Contingency,669,27,0.04035874439461883,0.25112107623318386,0.19133034379671152,0.8399832589285714,False
Gemma 4 31B,Stochastic,run_2,Behavioral,Expansion,669,38,0.05680119581464873,0.25112107623318386,0.19581464872944693,1.155125408942203,False
Gemma 4 31B,Stochastic,run_2,Behavioral,Temporal,669,19,0.028400597907324365,0.25112107623318386,0.11808669656203288,0.9577305605786618,False
Gemma 4 31B,Stochastic,run_2,Behavioral,Any explicit,669,92,0.1375186846038864,0.25112107623318386,0.5022421524663677,1.0903486394557822,False
Gemma 4 31B,Stochastic,run_2,ClaimComparison,Comparison,669,29,0.043348281016442454,0.23019431988041852,0.14798206278026907,1.2725304998032272,False
Gemma 4 31B,Stochastic,run_2,ClaimComparison,Contingency,669,18,0.026905829596412557,0.23019431988041852,0.19133034379671152,0.6108969155844156,False
Gemma 4 31B,Stochastic,run_2,ClaimComparison,Expansion,669,32,0.04783258594917788,0.23019431988041852,0.19581464872944693,1.061167839793794,False
Gemma 4 31B,Stochastic,run_2,ClaimComparison,Temporal,669,49,0.07324364723467862,0.23019431988041852,0.11808669656203288,2.694476409666283,False
Gemma 4 31B,Stochastic,run_2,ClaimComparison,Any explicit,669,94,0.14050822122571002,0.23019431988041852,0.5022421524663677,1.2153293135435994,False
Gemma 4 31B,Stochastic,run_2,Payoff,Comparison,669,10,0.014947683109118086,0.06726457399103139,0.14798206278026907,1.5016835016835015,False
Gemma 4 31B,Stochastic,run_2,Payoff,Contingency,669,22,0.03288490284005979,0.06726457399103139,0.19133034379671152,2.5552083333333337,False
Gemma 4 31B,Stochastic,run_2,Payoff,Expansion,669,15,0.02242152466367713,0.06726457399103139,0.19581464872944693,1.702290076335878,False
Gemma 4 31B,Stochastic,run_2,Payoff,Temporal,669,1,0.0014947683109118087,0.06726457399103139,0.11808669656203288,0.18818565400843884,False
Gemma 4 31B,Stochastic,run_2,Payoff,Any explicit,669,33,0.04932735426008968,0.06726457399103139,0.5022421524663677,1.4601190476190478,False
Gemma 4 31B,Stochastic,run_2,Uncertainty,Comparison,669,10,0.014947683109118086,0.03736920777279522,0.14798206278026907,2.7030303030303027,True
Gemma 4 31B,Stochastic,run_2,Uncertainty,Contingency,669,5,0.007473841554559043,0.03736920777279522,0.19133034379671152,1.0453124999999999,True
Gemma 4 31B,Stochastic,run_2,Uncertainty,Expansion,669,9,0.013452914798206279,0.03736920777279522,0.19581464872944693,1.838473282442748,True
Gemma 4 31B,Stochastic,run_2,Uncertainty,Temporal,669,2,0.0029895366218236174,0.03736920777279522,0.11808669656203288,0.6774683544303798,True
Gemma 4 31B,Stochastic,run_2,Uncertainty,Any explicit,669,16,0.02391629297458894,0.03736920777279522,0.5022421524663677,1.2742857142857145,True
Gemma 4 31B,Stochastic,run_3,Mechanical,Comparison,663,12,0.01809954751131222,0.1794871794871795,0.13423831070889894,0.7512038523274479,False
Gemma 4 31B,Stochastic,run_3,Mechanical,Contingency,663,57,0.08597285067873303,0.1794871794871795,0.21266968325791855,2.2522796352583585,False
Gemma 4 31B,Stochastic,run_3,Mechanical,Expansion,663,36,0.05429864253393665,0.1794871794871795,0.2096530920060332,1.4429599177800618,False
Gemma 4 31B,Stochastic,run_3,Mechanical,Temporal,663,18,0.027149321266968326,0.1794871794871795,0.13122171945701358,1.1527093596059113,False
Gemma 4 31B,Stochastic,run_3,Mechanical,Any explicit,663,86,0.1297134238310709,0.1794871794871795,0.5384615384615384,1.342136854741897,False
Gemma 4 31B,Stochastic,run_3,Testimony,Comparison,663,61,0.09200603318250378,0.6304675716440422,0.13423831070889894,1.0871189720982746,False
Gemma 4 31B,Stochastic,run_3,Testimony,Contingency,663,50,0.07541478129713423,0.6304675716440422,0.21266968325791855,0.562455461671587,False
Gemma 4 31B,Stochastic,run_3,Testimony,Expansion,663,96,0.14479638009049775,0.6304675716440422,0.2096530920060332,1.095452824343396,False
Gemma 4 31B,Stochastic,run_3,Testimony,Temporal,663,68,0.10256410256410256,0.6304675716440422,0.13122171945701358,1.2397294175878568,False
Gemma 4 31B,Stochastic,run_3,Testimony,Any explicit,663,215,0.32428355957767724,0.6304675716440422,0.5384615384615384,0.9552289815447712,False
Gemma 4 31B,Stochastic,run_3,SocialJudgment,Comparison,663,17,0.02564102564102564,0.10105580693815988,0.13423831070889894,1.8901559617642125,False
Gemma 4 31B,Stochastic,run_3,SocialJudgment,Contingency,663,8,0.012066365007541479,0.10105580693815988,0.21266968325791855,0.5614480787551603,False
Gemma 4 31B,Stochastic,run_3,SocialJudgment,Expansion,663,20,0.030165912518853696,0.10105580693815988,0.2096530920060332,1.423816170943842,False
Gemma 4 31B,Stochastic,run_3,SocialJudgment,Temporal,663,7,0.010558069381598794,0.10105580693815988,0.13122171945701358,0.7961914565105507,False
Gemma 4 31B,Stochastic,run_3,SocialJudgment,Any explicit,663,43,0.06485671191553545,0.10105580693815988,0.5384615384615384,1.191897654584222,False
Gemma 4 31B,Stochastic,run_3,Behavioral,Comparison,663,39,0.058823529411764705,0.2579185520361991,0.13423831070889894,1.6989946777054996,False
Gemma 4 31B,Stochastic,run_3,Behavioral,Contingency,663,24,0.03619909502262444,0.2579185520361991,0.21266968325791855,0.6599477416946622,False
Gemma 4 31B,Stochastic,run_3,Behavioral,Expansion,663,31,0.04675716440422323,0.2579185520361991,0.2096530920060332,0.864697715511801,False
Gemma 4 31B,Stochastic,run_3,Behavioral,Temporal,663,29,0.043740573152337855,0.2579185520361991,0.13122171945701358,1.292397660818713,False
Gemma 4 31B,Stochastic,run_3,Behavioral,Any explicit,663,93,0.14027149321266968,0.2579185520361991,0.5384615384615384,1.0100250626566416,False
Gemma 4 31B,Stochastic,run_3,ClaimComparison,Comparison,663,30,0.04524886877828054,0.26395173453996984,0.13423831070889894,1.2770465489566614,False
Gemma 4 31B,Stochastic,run_3,ClaimComparison,Contingency,663,29,0.043740573152337855,0.26395173453996984,0.21266968325791855,0.779209726443769,False
Gemma 4 31B,Stochastic,run_3,ClaimComparison,Expansion,663,37,0.05580693815987934,0.26395173453996984,0.2096530920060332,1.00846865364851,False
Gemma 4 31B,Stochastic,run_3,ClaimComparison,Temporal,663,48,0.07239819004524888,0.26395173453996984,0.13122171945701358,2.0902463054187193,False
Gemma 4 31B,Stochastic,run_3,ClaimComparison,Any explicit,663,111,0.167420814479638,0.26395173453996984,0.5384615384615384,1.1779591836734693,False
Gemma 4 31B,Stochastic,run_3,Payoff,Comparison,663,11,0.016591251885369532,0.09200603318250378,0.13423831070889894,1.3433413151593294,False
Gemma 4 31B,Stochastic,run_3,Payoff,Contingency,663,32,0.048265460030165915,0.09200603318250378,0.21266968325791855,2.4666899197767704,False
Gemma 4 31B,Stochastic,run_3,Payoff,Expansion,663,20,0.030165912518853696,0.09200603318250378,0.2096530920060332,1.5638636631678264,False
