decoding_group,semantic_category,discourse_relation,model_a,model_b,prevalence_a,prevalence_b,difference,ci_low,ci_high,ci_excludes_zero,n_semantic_sentences_a,n_semantic_sentences_b,support_is_thin,n_valid_replicates,n_games,n_replicates,seed
Greedy,Testimony,Any explicit,Gemma 4 2B,Gemma 4 31B,0.6375838926174496,0.5486284289276808,0.08895546368976881,-0.0029400231556232503,0.17831195708366018,False,149,401,False,10000,191,10000,20260826
Greedy,Testimony,Any explicit,Gemma 4 4B,Gemma 4 31B,0.6126126126126126,0.5486284289276808,0.06398418368493175,-0.008904547939495808,0.1382017434351642,False,222,401,False,10000,191,10000,20260826
Greedy,SocialJudgment,Comparison,Gemma 4 2B,Gemma 4 4B,0.38461538461538464,0.3231441048034934,0.06147127981189121,-0.027238974938275106,0.14804549824817054,False,156,229,False,10000,191,10000,20260826
Greedy,SocialJudgment,Comparison,Gemma 4 2B,Gemma 4 31B,0.38461538461538464,0.2463768115942029,0.13823857302118173,0.02448704124758814,0.24944086899750226,True,156,69,False,10000,191,10000,20260826
Greedy,SocialJudgment,Comparison,Gemma 4 4B,Gemma 4 31B,0.3231441048034934,0.2463768115942029,0.07676729320929052,-0.04234901370564879,0.19143006778533253,False,229,69,False,10000,191,10000,20260826
Greedy,SocialJudgment,Contingency,Gemma 4 2B,Gemma 4 4B,0.1282051282051282,0.03056768558951965,0.09763744261560854,0.04761777090272904,0.15038490859101622,True,156,229,False,10000,191,10000,20260826
Greedy,SocialJudgment,Contingency,Gemma 4 2B,Gemma 4 31B,0.1282051282051282,0.10144927536231885,0.026755852842809347,-0.060870599515319236,0.11221174064444045,False,156,69,False,10000,191,10000,20260826
Greedy,SocialJudgment,Contingency,Gemma 4 4B,Gemma 4 31B,0.03056768558951965,0.10144927536231885,-0.0708815897727992,-0.15497353433427577,0.006795203051100753,False,229,69,False,10000,191,10000,20260826
Greedy,SocialJudgment,Expansion,Gemma 4 2B,Gemma 4 4B,0.2564102564102564,0.2183406113537118,0.03806964505654459,-0.04906011631388494,0.12785444046636263,False,156,229,False,10000,191,10000,20260826
Greedy,SocialJudgment,Expansion,Gemma 4 2B,Gemma 4 31B,0.2564102564102564,0.3333333333333333,-0.07692307692307693,-0.2,0.047619047619047616,False,156,69,False,10000,191,10000,20260826
Greedy,SocialJudgment,Expansion,Gemma 4 4B,Gemma 4 31B,0.2183406113537118,0.3333333333333333,-0.11499272197962151,-0.23276129575525245,0.000864360827454598,False,229,69,False,10000,191,10000,20260826
Greedy,SocialJudgment,Temporal,Gemma 4 2B,Gemma 4 4B,0.07051282051282051,0.07423580786026202,-0.003722987347441503,-0.05579280159888253,0.050146768176028325,False,156,229,False,10000,191,10000,20260826
Greedy,SocialJudgment,Temporal,Gemma 4 2B,Gemma 4 31B,0.07051282051282051,0.17391304347826086,-0.10340022296544035,-0.20408207630878436,-0.010603278334670854,True,156,69,False,10000,191,10000,20260826
Greedy,SocialJudgment,Temporal,Gemma 4 4B,Gemma 4 31B,0.07423580786026202,0.17391304347826086,-0.09967723561799885,-0.20634920634920634,-0.0065003646815226255,True,229,69,False,10000,191,10000,20260826
Greedy,SocialJudgment,Any explicit,Gemma 4 2B,Gemma 4 4B,0.6794871794871795,0.519650655021834,0.15983652446534546,0.07203703408559646,0.2490212681917884,True,156,229,False,10000,191,10000,20260826
Greedy,SocialJudgment,Any explicit,Gemma 4 2B,Gemma 4 31B,0.6794871794871795,0.6086956521739131,0.07079152731326643,-0.05318154712621929,0.19172505126452502,False,156,69,False,10000,191,10000,20260826
Greedy,SocialJudgment,Any explicit,Gemma 4 4B,Gemma 4 31B,0.519650655021834,0.6086956521739131,-0.08904499715207903,-0.2173473109438104,0.040840997915895905,False,229,69,False,10000,191,10000,20260826
Greedy,Behavioral,Comparison,Gemma 4 2B,Gemma 4 4B,0.29545454545454547,0.288135593220339,0.007318952234206477,-0.1384898629263839,0.16162522691759115,False,44,177,False,10000,191,10000,20260826
Greedy,Behavioral,Comparison,Gemma 4 2B,Gemma 4 31B,0.29545454545454547,0.23493975903614459,0.060514786418400884,-0.06908855936449022,0.20401203859541447,False,44,166,False,10000,191,10000,20260826
Greedy,Behavioral,Comparison,Gemma 4 4B,Gemma 4 31B,0.288135593220339,0.23493975903614459,0.05319583418419441,-0.04556426800242163,0.15195108729249823,False,177,166,False,10000,191,10000,20260826
Greedy,Behavioral,Contingency,Gemma 4 2B,Gemma 4 4B,0.20454545454545456,0.022598870056497175,0.1819465844889574,0.07341510662953425,0.29476858994348604,True,44,177,False,10000,191,10000,20260826
Greedy,Behavioral,Contingency,Gemma 4 2B,Gemma 4 31B,0.20454545454545456,0.13253012048192772,0.07201533406352684,-0.04824888926862609,0.19499299610721635,False,44,166,False,10000,191,10000,20260826
Greedy,Behavioral,Contingency,Gemma 4 4B,Gemma 4 31B,0.022598870056497175,0.13253012048192772,-0.10993125042543055,-0.16891650422352178,-0.05461933608485334,True,177,166,False,10000,191,10000,20260826
Greedy,Behavioral,Expansion,Gemma 4 2B,Gemma 4 4B,0.1590909090909091,0.1751412429378531,-0.016050333846944015,-0.1298169105519879,0.11709146433707125,False,44,177,False,10000,191,10000,20260826
Greedy,Behavioral,Expansion,Gemma 4 2B,Gemma 4 31B,0.1590909090909091,0.18072289156626506,-0.02163198247535597,-0.1335473761679924,0.10684218848829846,False,44,166,False,10000,191,10000,20260826
Greedy,Behavioral,Expansion,Gemma 4 4B,Gemma 4 31B,0.1751412429378531,0.18072289156626506,-0.005581648628411956,-0.0843969804239691,0.06848632885220125,False,177,166,False,10000,191,10000,20260826
Greedy,Behavioral,Temporal,Gemma 4 2B,Gemma 4 4B,0.06818181818181818,0.096045197740113,-0.02786337955829482,-0.10468718631796643,0.06444127744422419,False,44,177,False,10000,191,10000,20260826
Greedy,Behavioral,Temporal,Gemma 4 2B,Gemma 4 31B,0.06818181818181818,0.12650602409638553,-0.058324205914567356,-0.13943088834824102,0.03391615868750013,False,44,166,False,10000,191,10000,20260826
Greedy,Behavioral,Temporal,Gemma 4 4B,Gemma 4 31B,0.096045197740113,0.12650602409638553,-0.030460826356272536,-0.09670563969811005,0.03552356250065065,False,177,166,False,10000,191,10000,20260826
Greedy,Behavioral,Any explicit,Gemma 4 2B,Gemma 4 4B,0.6136363636363636,0.480225988700565,0.13341037493579866,-0.03211379106244454,0.3053077330923876,False,44,177,False,10000,191,10000,20260826
Greedy,Behavioral,Any explicit,Gemma 4 2B,Gemma 4 31B,0.6136363636363636,0.5060240963855421,0.10761226725082151,-0.05786321608690025,0.27962431658422277,False,44,166,False,10000,191,10000,20260826
Greedy,Behavioral,Any explicit,Gemma 4 4B,Gemma 4 31B,0.480225988700565,0.5060240963855421,-0.025798107684977145,-0.13523899757098598,0.08205464655808331,False,177,166,False,10000,191,10000,20260826
Greedy,ClaimComparison,Comparison,Gemma 4 2B,Gemma 4 4B,0.5,0.1791044776119403,0.32089552238805974,0.05530569658103347,0.5781391873486681,True,16,67,True,10000,191,10000,20260826
Greedy,ClaimComparison,Comparison,Gemma 4 2B,Gemma 4 31B,0.5,0.16470588235294117,0.33529411764705885,0.09482376045704959,0.5795287799027656,True,16,170,True,10000,191,10000,20260826
Greedy,ClaimComparison,Comparison,Gemma 4 4B,Gemma 4 31B,0.1791044776119403,0.16470588235294117,0.014398595258999114,-0.08728585758168395,0.1256321050344244,False,67,170,False,10000,191,10000,20260826
Greedy,ClaimComparison,Contingency,Gemma 4 2B,Gemma 4 4B,0.0625,0.0,0.0625,0.0,0.21428571428571427,False,16,67,True,10000,191,10000,20260826
Greedy,ClaimComparison,Contingency,Gemma 4 2B,Gemma 4 31B,0.0625,0.1411764705882353,-0.07867647058823529,-0.18,0.08579689282634423,False,16,170,True,10000,191,10000,20260826
Greedy,ClaimComparison,Contingency,Gemma 4 4B,Gemma 4 31B,0.0,0.1411764705882353,-0.1411764705882353,-0.1933746212796293,-0.09090909090909091,True,67,170,False,10000,191,10000,20260826
Greedy,ClaimComparison,Expansion,Gemma 4 2B,Gemma 4 4B,0.5,0.08955223880597014,0.41044776119402987,0.16276723276723276,0.6604544243070362,True,16,67,True,10000,191,10000,20260826
Greedy,ClaimComparison,Expansion,Gemma 4 2B,Gemma 4 31B,0.5,0.23529411764705882,0.2647058823529412,0.021671873122672127,0.5086144941201121,True,16,170,True,10000,191,10000,20260826
Greedy,ClaimComparison,Expansion,Gemma 4 4B,Gemma 4 31B,0.08955223880597014,0.23529411764705882,-0.1457418788410887,-0.23747780054644807,-0.04938026559253437,True,67,170,False,10000,191,10000,20260826
Greedy,ClaimComparison,Temporal,Gemma 4 2B,Gemma 4 4B,0.25,0.34328358208955223,-0.09328358208955223,-0.3176470588235294,0.15496039142590856,False,16,67,True,10000,191,10000,20260826
Greedy,ClaimComparison,Temporal,Gemma 4 2B,Gemma 4 31B,0.25,0.28823529411764703,-0.038235294117647034,-0.24806851880755423,0.2060858585858582,False,16,170,True,10000,191,10000,20260826
Greedy,ClaimComparison,Temporal,Gemma 4 4B,Gemma 4 31B,0.34328358208955223,0.28823529411764703,0.055048287971905197,-0.04717484954070321,0.16632037717230416,False,67,170,False,10000,191,10000,20260826
Greedy,ClaimComparison,Any explicit,Gemma 4 2B,Gemma 4 4B,0.875,0.47761194029850745,0.39738805970149255,0.16344739819004522,0.5714285714285714,True,16,67,True,10000,191,10000,20260826
Greedy,ClaimComparison,Any explicit,Gemma 4 2B,Gemma 4 31B,0.875,0.6176470588235294,0.25735294117647056,0.052740764116057375,0.40860587273653076,True,16,170,True,10000,191,10000,20260826
Greedy,ClaimComparison,Any explicit,Gemma 4 4B,Gemma 4 31B,0.47761194029850745,0.6176470588235294,-0.14003511852502198,-0.2581839241980048,-0.015669405923643232,True,67,170,False,10000,191,10000,20260826
Greedy,Payoff,Comparison,Gemma 4 2B,Gemma 4 4B,0.047619047619047616,0.09933774834437085,-0.05171870072532324,-0.10988870476196584,0.004167165071770327,False,189,151,False,10000,191,10000,20260826
Greedy,Payoff,Comparison,Gemma 4 2B,Gemma 4 31B,0.047619047619047616,0.14516129032258066,-0.09754224270353304,-0.20008818562389993,-0.008421221063411246,True,189,62,False,10000,191,10000,20260826
Greedy,Payoff,Comparison,Gemma 4 4B,Gemma 4 31B,0.09933774834437085,0.14516129032258066,-0.0458235419782098,-0.15517671492470375,0.05408798811210829,False,151,62,False,10000,191,10000,20260826
Greedy,Payoff,Contingency,Gemma 4 2B,Gemma 4 4B,0.6084656084656085,0.24503311258278146,0.363432495882827,0.26716876750700275,0.4590634438171166,True,189,151,False,10000,191,10000,20260826
Greedy,Payoff,Contingency,Gemma 4 2B,Gemma 4 31B,0.6084656084656085,0.5,0.10846560846560849,-0.024656404870935036,0.23772948584118792,False,189,62,False,10000,191,10000,20260826
Greedy,Payoff,Contingency,Gemma 4 4B,Gemma 4 31B,0.24503311258278146,0.5,-0.2549668874172185,-0.3925576752440107,-0.11555459770114947,True,151,62,False,10000,191,10000,20260826
Greedy,Payoff,Expansion,Gemma 4 2B,Gemma 4 4B,0.1746031746031746,0.17218543046357615,0.0024177441395984434,-0.07645245170796415,0.08121775793650793,False,189,151,False,10000,191,10000,20260826
Greedy,Payoff,Expansion,Gemma 4 2B,Gemma 4 31B,0.1746031746031746,0.3387096774193548,-0.16410650281618022,-0.2756921718786329,-0.04941401458361731,True,189,62,False,10000,191,10000,20260826
Greedy,Payoff,Expansion,Gemma 4 4B,Gemma 4 31B,0.17218543046357615,0.3387096774193548,-0.16652424695577867,-0.2870246667079551,-0.044075017386339566,True,151,62,False,10000,191,10000,20260826
Greedy,Payoff,Temporal,Gemma 4 2B,Gemma 4 4B,0.0,0.019867549668874173,-0.019867549668874173,-0.044307313642756675,0.0,False,189,151,False,10000,191,10000,20260826
Greedy,Payoff,Temporal,Gemma 4 2B,Gemma 4 31B,0.0,0.04838709677419355,-0.04838709677419355,-0.1076923076923077,0.0,False,189,62,False,10000,191,10000,20260826
Greedy,Payoff,Temporal,Gemma 4 4B,Gemma 4 31B,0.019867549668874173,0.04838709677419355,-0.028519547105319374,-0.09111189993238673,0.02384692531520443,False,151,62,False,10000,191,10000,20260826
Greedy,Payoff,Any explicit,Gemma 4 2B,Gemma 4 4B,0.6666666666666666,0.4370860927152318,0.22958057395143483,0.12368862497491748,0.33477341310137376,True,189,151,False,10000,191,10000,20260826
Greedy,Payoff,Any explicit,Gemma 4 2B,Gemma 4 31B,0.6666666666666666,0.7580645161290323,-0.09139784946236562,-0.2099243697478992,0.026483882226377833,False,189,62,False,10000,191,10000,20260826
Greedy,Payoff,Any explicit,Gemma 4 4B,Gemma 4 31B,0.4370860927152318,0.7580645161290323,-0.32097842341380045,-0.45931751168733814,-0.18390487659666604,True,151,62,False,10000,191,10000,20260826
Greedy,Uncertainty,Comparison,Gemma 4 2B,Gemma 4 4B,0.30392156862745096,0.27350427350427353,0.030417295123177424,-0.06227379268432547,0.12014903730365821,False,204,117,False,10000,191,10000,20260826
Greedy,Uncertainty,Comparison,Gemma 4 2B,Gemma 4 31B,0.30392156862745096,0.4375,-0.13357843137254904,-0.41234080094529424,0.12018790628385699,False,204,16,True,10000,191,10000,20260826
Greedy,Uncertainty,Comparison,Gemma 4 4B,Gemma 4 31B,0.27350427350427353,0.4375,-0.16399572649572647,-0.4526344707923655,0.09804550025138249,False,117,16,True,10000,191,10000,20260826
Greedy,Uncertainty,Contingency,Gemma 4 2B,Gemma 4 4B,0.23529411764705882,0.07692307692307693,0.1583710407239819,0.09851454006380937,0.216127515992645,True,204,117,False,10000,191,10000,20260826
Greedy,Uncertainty,Contingency,Gemma 4 2B,Gemma 4 31B,0.23529411764705882,0.3125,-0.07720588235294118,-0.3125,0.14362755738106367,False,204,16,True,10000,191,10000,20260826
Greedy,Uncertainty,Contingency,Gemma 4 4B,Gemma 4 31B,0.07692307692307693,0.3125,-0.23557692307692307,-0.47308046110852353,-0.007554159278390385,True,117,16,True,10000,191,10000,20260826
Greedy,Uncertainty,Expansion,Gemma 4 2B,Gemma 4 4B,0.18627450980392157,0.042735042735042736,0.14353946706887882,0.08394091173054588,0.20098120893251994,True,204,117,False,10000,191,10000,20260826
Greedy,Uncertainty,Expansion,Gemma 4 2B,Gemma 4 31B,0.18627450980392157,0.3125,-0.12622549019607843,-0.3955644455082549,0.10824148950045637,False,204,16,True,10000,191,10000,20260826
Greedy,Uncertainty,Expansion,Gemma 4 4B,Gemma 4 31B,0.042735042735042736,0.3125,-0.26976495726495725,-0.5342956417295813,-0.03907728552944061,True,117,16,True,10000,191,10000,20260826
Greedy,Uncertainty,Temporal,Gemma 4 2B,Gemma 4 4B,0.0,0.008547008547008548,-0.008547008547008548,-0.028846153846153848,0.0,False,204,117,False,10000,191,10000,20260826
Greedy,Uncertainty,Temporal,Gemma 4 2B,Gemma 4 31B,0.0,0.0625,-0.0625,-0.21428571428571427,0.0,False,204,16,True,10000,191,10000,20260826
Greedy,Uncertainty,Temporal,Gemma 4 4B,Gemma 4 31B,0.008547008547008548,0.0625,-0.053952991452991456,-0.2062238095238095,0.023255813953488372,False,117,16,True,10000,191,10000,20260826
Greedy,Uncertainty,Any explicit,Gemma 4 2B,Gemma 4 4B,0.553921568627451,0.39316239316239315,0.16075917546505786,0.05723004694835688,0.26452965785445925,True,204,117,False,10000,191,10000,20260826
Greedy,Uncertainty,Any explicit,Gemma 4 2B,Gemma 4 31B,0.553921568627451,0.875,-0.321078431372549,-0.4703196347031964,-0.14743181818181827,True,204,16,True,10000,191,10000,20260826
Greedy,Uncertainty,Any explicit,Gemma 4 4B,Gemma 4 31B,0.39316239316239315,0.875,-0.48183760683760685,-0.6530653390388413,-0.29209992887624475,True,117,16,True,10000,191,10000,20260826
